
# PMF between COMs of ALYS and PCL.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  214.036486
  0.255  208.786174
  0.258  202.571277
  0.261  195.318310
  0.264  187.008112
  0.267  177.691216
  0.270  167.558144
  0.273  157.009253
  0.276  146.619141
  0.279  136.877374
  0.282  127.947960
  0.285  119.783335
  0.288  112.344677
  0.291  105.589786
  0.294   99.294731
  0.297   93.187428
  0.300   87.131370
  0.303   81.231886
  0.306   75.705425
  0.309   70.640381
  0.312   65.877220
  0.315   61.183496
  0.318   56.421471
  0.321   51.654705
  0.324   47.057796
  0.327   42.844967
  0.330   39.170859
  0.333   36.055751
  0.336   33.342699
  0.339   30.849310
  0.342   28.451404
  0.345   26.137246
  0.348   23.960877
  0.351   21.982274
  0.354   20.242398
  0.357   18.730272
  0.360   17.399058
  0.363   16.209023
  0.366   15.110976
  0.369   14.065328
  0.372   13.058826
  0.375   12.076122
  0.378   11.123753
  0.381   10.215483
  0.384    9.353928
  0.387    8.557182
  0.390    7.819416
  0.393    7.158524
  0.396    6.546207
  0.399    5.987297
  0.402    5.463020
  0.405    4.959792
  0.408    4.483420
  0.411    4.040426
  0.414    3.647900
  0.417    3.319216
  0.420    3.038791
  0.423    2.794013
  0.426    2.564994
  0.429    2.339363
  0.432    2.106990
  0.435    1.876650
  0.438    1.641171
  0.441    1.417790
  0.444    1.208048
  0.447    1.017709
  0.450    0.855438
  0.453    0.734343
  0.456    0.653750
  0.459    0.596615
  0.462    0.558917
  0.465    0.523947
  0.468    0.485223
  0.471    0.438855
  0.474    0.386692
  0.477    0.331050
  0.480    0.278817
  0.483    0.246861
  0.486    0.232909
  0.489    0.234944
  0.492    0.246980
  0.495    0.264919
  0.498    0.278309
  0.501    0.285346
  0.504    0.280651
  0.507    0.262696
  0.510    0.234406
  0.513    0.209752
  0.516    0.190944
  0.519    0.180734
  0.522    0.181228
  0.525    0.199723
  0.528    0.232464
  0.531    0.268113
  0.534    0.300793
  0.537    0.333780
  0.540    0.368692
  0.543    0.393824
  0.546    0.421031
  0.549    0.440256
  0.552    0.459791
  0.555    0.482514
  0.558    0.505507
  0.561    0.526089
  0.564    0.546642
  0.567    0.557910
  0.570    0.563193
  0.573    0.563320
  0.576    0.549168
  0.579    0.529175
  0.582    0.504564
  0.585    0.479135
  0.588    0.458648
  0.591    0.446342
  0.594    0.451619
  0.597    0.468233
  0.600    0.498479
  0.603    0.529066
  0.606    0.567054
  0.609    0.597374
  0.612    0.619310
  0.615    0.635272
  0.618    0.649948
  0.621    0.665981
  0.624    0.684279
  0.627    0.709326
  0.630    0.729600
  0.633    0.756664
  0.636    0.786346
  0.639    0.812523
  0.642    0.828499
  0.645    0.844447
  0.648    0.856264
  0.651    0.866128
  0.654    0.871839
  0.657    0.872953
  0.660    0.877577
  0.663    0.893769
  0.666    0.908656
  0.669    0.921454
  0.672    0.931967
  0.675    0.950352
  0.678    0.962833
  0.681    0.973916
  0.684    0.983398
  0.687    0.980604
  0.690    0.968162
  0.693    0.953945
  0.696    0.945691
  0.699    0.937997
  0.702    0.946170
  0.705    0.948851
  0.708    0.958808
  0.711    0.964093
  0.714    0.963766
  0.717    0.953432
  0.720    0.933650
  0.723    0.899576
  0.726    0.857011
  0.729    0.811850
  0.732    0.767090
  0.735    0.721612
  0.738    0.692941
  0.741    0.682377
  0.744    0.680344
  0.747    0.694075
  0.750    0.710172
  0.753    0.730311
  0.756    0.740395
  0.759    0.737680
  0.762    0.724832
  0.765    0.697545
  0.768    0.659059
  0.771    0.635899
  0.774    0.616441
  0.777    0.612625
  0.780    0.612771
  0.783    0.620233
  0.786    0.625892
  0.789    0.631541
  0.792    0.631485
  0.795    0.623050
  0.798    0.608222
  0.801    0.588206
  0.804    0.567240
  0.807    0.540899
  0.810    0.512483
  0.813    0.496638
  0.816    0.484754
  0.819    0.477383
  0.822    0.478378
  0.825    0.477067
  0.828    0.477964
  0.831    0.478833
  0.834    0.473396
  0.837    0.460707
  0.840    0.438709
  0.843    0.424020
  0.846    0.409595
  0.849    0.398456
  0.852    0.400836
  0.855    0.414560
  0.858    0.434109
  0.861    0.456134
  0.864    0.473047
  0.867    0.484595
  0.870    0.486632
  0.873    0.480487
  0.876    0.468953
  0.879    0.451359
  0.882    0.442422
  0.885    0.432667
  0.888    0.426955
  0.891    0.425706
  0.894    0.428066
  0.897    0.420565
  0.900    0.409517
  0.903    0.394153
  0.906    0.377094
  0.909    0.363016
  0.912    0.346821
  0.915    0.340952
  0.918    0.336410
  0.921    0.330750
  0.924    0.322096
  0.927    0.306011
  0.930    0.289256
  0.933    0.273881
  0.936    0.259520
  0.939    0.245516
  0.942    0.239546
  0.945    0.237152
  0.948    0.243495
  0.951    0.245482
