
# PMF between COMs of AALA and COLR.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  123.283645
  0.255  114.275475
  0.258  105.043175
  0.261   95.728429
  0.264   86.530810
  0.267   77.710158
  0.270   69.499453
  0.273   62.032662
  0.276   55.358278
  0.279   49.437124
  0.282   44.230130
  0.285   39.680890
  0.288   35.721962
  0.291   32.290228
  0.294   29.315011
  0.297   26.731721
  0.300   24.459406
  0.303   22.441928
  0.306   20.624985
  0.309   18.989869
  0.312   17.505978
  0.315   16.160023
  0.318   14.930845
  0.321   13.809659
  0.324   12.789618
  0.327   11.856167
  0.330   11.002442
  0.333   10.214331
  0.336    9.489990
  0.339    8.826740
  0.342    8.217913
  0.345    7.666573
  0.348    7.173005
  0.351    6.731372
  0.354    6.339758
  0.357    5.987334
  0.360    5.673970
  0.363    5.392209
  0.366    5.137146
  0.369    4.900598
  0.372    4.684451
  0.375    4.487322
  0.378    4.318043
  0.381    4.170003
  0.384    4.038097
  0.387    3.932454
  0.390    3.837715
  0.393    3.757319
  0.396    3.685632
  0.399    3.624080
  0.402    3.562236
  0.405    3.496831
  0.408    3.434255
  0.411    3.371733
  0.414    3.309659
  0.417    3.237457
  0.420    3.167414
  0.423    3.090903
  0.426    3.014524
  0.429    2.937759
  0.432    2.855495
  0.435    2.771897
  0.438    2.688614
  0.441    2.608800
  0.444    2.531604
  0.447    2.461690
  0.450    2.397663
  0.453    2.340822
  0.456    2.294981
  0.459    2.257293
  0.462    2.229970
  0.465    2.213805
  0.468    2.204585
  0.471    2.200629
  0.474    2.201699
  0.477    2.208169
  0.480    2.207667
  0.483    2.208806
  0.486    2.207923
  0.489    2.205792
  0.492    2.200511
  0.495    2.194285
  0.498    2.189095
  0.501    2.183389
  0.504    2.175580
  0.507    2.170629
  0.510    2.168487
  0.513    2.163480
  0.516    2.162151
  0.519    2.163779
  0.522    2.165173
  0.525    2.171812
  0.528    2.191260
  0.531    2.212264
  0.534    2.242308
  0.537    2.278440
  0.540    2.320448
  0.543    2.368112
  0.546    2.420409
  0.549    2.475673
