
# PMF between COMs of AASN and CRC5.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  255.384482
  0.255  248.784089
  0.258  244.265553
  0.261  240.039878
  0.264  236.089639
  0.267  232.321717
  0.270  228.473231
  0.273  224.438155
  0.276  220.156768
  0.279  215.564810
  0.282  210.620407
  0.285  205.268907
  0.288  199.470889
  0.291  193.183592
  0.294  186.376943
  0.297  179.035124
  0.300  171.155657
  0.303  162.757003
  0.306  153.893075
  0.309  144.652049
  0.312  135.136743
  0.315  125.469262
  0.318  115.804754
  0.321  106.371571
  0.324   97.414707
  0.327   89.112707
  0.330   81.527182
  0.333   74.668697
  0.336   68.507270
  0.339   62.987261
  0.342   58.034974
  0.345   53.580949
  0.348   49.558449
  0.351   45.905223
  0.354   42.529668
  0.357   39.354280
  0.360   36.329869
  0.363   33.485228
  0.366   30.864084
  0.369   28.485845
  0.372   26.299046
  0.375   24.254687
  0.378   22.333888
  0.381   20.542159
  0.384   18.878283
  0.387   17.340933
  0.390   15.917272
  0.393   14.600114
  0.396   13.405293
  0.399   12.332410
  0.402   11.377795
  0.405   10.527507
  0.408    9.762886
  0.411    9.051703
  0.414    8.361754
  0.417    7.683333
  0.420    7.013788
  0.423    6.366777
  0.426    5.764660
  0.429    5.222046
  0.432    4.736137
  0.435    4.302443
  0.438    3.904203
  0.441    3.528671
  0.444    3.158635
  0.447    2.794708
  0.450    2.434017
  0.453    2.091667
  0.456    1.770602
  0.459    1.480936
  0.462    1.223975
  0.465    1.004088
  0.468    0.810654
  0.471    0.651244
  0.474    0.505977
  0.477    0.384186
  0.480    0.270317
  0.483    0.165036
  0.486    0.065621
  0.489   -0.041562
  0.492   -0.147739
  0.495   -0.253439
  0.498   -0.367953
  0.501   -0.483087
  0.504   -0.586736
  0.507   -0.681386
  0.510   -0.760905
  0.513   -0.820449
  0.516   -0.863817
  0.519   -0.891377
  0.522   -0.915553
  0.525   -0.927136
  0.528   -0.937921
  0.531   -0.954231
  0.534   -0.973327
  0.537   -0.998311
  0.540   -1.020891
  0.543   -1.042118
  0.546   -1.067364
  0.549   -1.091612
  0.552   -1.111087
  0.555   -1.120394
  0.558   -1.126615
  0.561   -1.120475
  0.564   -1.104643
  0.567   -1.083786
  0.570   -1.056603
  0.573   -1.016392
  0.576   -0.974030
  0.579   -0.926448
  0.582   -0.882025
  0.585   -0.841320
  0.588   -0.812936
  0.591   -0.789537
  0.594   -0.775951
  0.597   -0.771556
  0.600   -0.770920
  0.603   -0.775240
  0.606   -0.778582
  0.609   -0.773048
  0.612   -0.762039
  0.615   -0.741652
  0.618   -0.716422
  0.621   -0.689336
  0.624   -0.656565
  0.627   -0.617472
  0.630   -0.569180
  0.633   -0.523426
  0.636   -0.467060
  0.639   -0.406201
  0.642   -0.349376
  0.645   -0.285021
  0.648   -0.216712
  0.651   -0.149906
  0.654   -0.085515
  0.657   -0.023849
  0.660    0.037876
  0.663    0.094786
  0.666    0.151914
  0.669    0.206304
  0.672    0.261654
  0.675    0.318964
  0.678    0.378003
  0.681    0.435211
  0.684    0.490746
  0.687    0.551892
  0.690    0.614054
  0.693    0.670808
  0.696    0.725010
  0.699    0.783668
  0.702    0.838361
  0.705    0.895741
  0.708    0.955989
  0.711    1.013442
  0.714    1.072321
  0.717    1.129725
  0.720    1.182405
  0.723    1.228488
  0.726    1.271821
  0.729    1.308518
  0.732    1.335753
  0.735    1.359233
  0.738    1.378297
  0.741    1.395184
  0.744    1.414507
  0.747    1.430915
  0.750    1.449259
  0.753    1.462349
  0.756    1.475677
  0.759    1.481284
  0.762    1.480786
  0.765    1.470520
  0.768    1.451933
  0.771    1.418834
  0.774    1.380663
  0.777    1.342709
  0.780    1.303340
  0.783    1.267567
  0.786    1.240397
  0.789    1.220914
  0.792    1.206909
  0.795    1.205776
  0.798    1.209673
  0.801    1.223424
  0.804    1.232965
  0.807    1.238564
  0.810    1.238196
  0.813    1.228103
  0.816    1.215209
  0.819    1.183223
  0.822    1.141824
  0.825    1.093260
  0.828    1.040299
  0.831    0.989622
  0.834    0.940442
  0.837    0.902422
  0.840    0.868486
  0.843    0.845577
  0.846    0.827067
  0.849    0.817061
  0.852    0.805472
  0.855    0.797709
  0.858    0.787167
  0.861    0.785618
  0.864    0.783905
  0.867    0.785363
  0.870    0.784938
  0.873    0.782565
  0.876    0.781758
  0.879    0.774764
  0.882    0.761013
  0.885    0.740817
  0.888    0.701320
  0.891    0.656322
  0.894    0.602543
  0.897    0.545220
  0.900    0.495191
  0.903    0.451937
  0.906    0.421482
  0.909    0.400208
  0.912    0.401322
  0.915    0.414893
  0.918    0.444585
  0.921    0.477392
  0.924    0.512905
  0.927    0.540029
  0.930    0.558144
  0.933    0.565746
  0.936    0.558085
  0.939    0.534491
  0.942    0.503777
  0.945    0.461820
  0.948    0.420649
  0.951    0.378892
  0.954    0.342518
  0.957    0.306815
  0.960    0.276196
  0.963    0.252205
  0.966    0.238871
  0.969    0.228237
  0.972    0.227161
  0.975    0.231648
  0.978    0.237433
  0.981    0.248538
  0.984    0.258802
  0.987    0.271660
  0.990    0.286125
  0.993    0.301239
  0.996    0.310530
  0.999    0.314723
  1.002    0.314272
  1.005    0.313390
  1.008    0.305856
  1.011    0.291290
  1.014    0.272855
  1.017    0.253685
  1.020    0.228018
  1.023    0.197508
  1.026    0.160136
  1.029    0.114590
  1.032    0.072846
  1.035    0.028674
  1.038   -0.004204
  1.041   -0.032564
  1.044   -0.050343
  1.047   -0.056362
  1.050   -0.048899
  1.053   -0.035660
  1.056   -0.021374
  1.059   -0.004294
  1.062    0.010864
  1.065    0.023169
  1.068    0.030478
  1.071    0.030151
  1.074    0.020446
  1.077    0.002415
  1.080   -0.027464
  1.083   -0.065255
  1.086   -0.105600
  1.089   -0.148287
  1.092   -0.180423
  1.095   -0.202786
  1.098   -0.199109
  1.101   -0.181155
  1.104   -0.141814
  1.107   -0.088807
  1.110   -0.036709
  1.113    0.007005
  1.116    0.029714
  1.119    0.035804
  1.122    0.028085
  1.125    0.002563
  1.128   -0.031067
  1.131   -0.062655
  1.134   -0.090154
  1.137   -0.110629
  1.140   -0.122804
  1.143   -0.125865
  1.146   -0.121856
  1.149   -0.102607
  1.152   -0.078899
  1.155   -0.050239
  1.158   -0.020437
  1.161    0.001551
  1.164    0.017943
  1.167    0.029469
  1.170    0.040129
  1.173    0.039659
  1.176    0.045329
  1.179    0.057508
  1.182    0.070489
  1.185    0.090129
  1.188    0.112241
  1.191    0.133770
  1.194    0.145257
  1.197    0.156091
