
# PMF between COMs of ATYR and CRC6.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  237.295444
  0.255  236.583611
  0.258  235.768716
  0.261  246.502668
  0.264  241.975052
  0.267  237.789892
  0.270  234.131217
  0.273  230.484259
  0.276  226.837810
  0.279  223.045604
  0.282  219.042680
  0.285  214.769705
  0.288  210.169054
  0.291  205.184353
  0.294  199.761306
  0.297  193.846579
  0.300  187.389887
  0.303  180.336921
  0.306  172.662053
  0.309  164.343343
  0.312  155.396165
  0.315  145.880611
  0.318  135.913803
  0.321  125.671845
  0.324  115.395742
  0.327  105.353100
  0.330   95.789939
  0.333   86.880443
  0.336   78.718836
  0.339   71.317191
  0.342   64.632237
  0.345   58.590099
  0.348   53.129723
  0.351   48.223307
  0.354   43.824102
  0.357   39.852551
  0.360   36.244040
  0.363   32.971941
  0.366   30.006753
  0.369   27.308868
  0.372   24.813108
  0.375   22.449998
  0.378   20.193366
  0.381   18.057980
  0.384   16.098675
  0.387   14.362414
  0.390   12.855904
  0.393   11.556743
  0.396   10.407601
  0.399    9.361378
  0.402    8.372973
  0.405    7.448211
  0.408    6.596421
  0.411    5.830722
  0.414    5.159026
  0.417    4.573455
  0.420    4.070633
  0.423    3.621829
  0.426    3.208309
  0.429    2.821510
  0.432    2.456722
  0.435    2.108940
  0.438    1.791700
  0.441    1.505609
  0.444    1.254257
  0.447    1.027926
  0.450    0.816065
  0.453    0.621787
  0.456    0.437801
  0.459    0.257655
  0.462    0.078921
  0.465   -0.088928
  0.468   -0.241196
  0.471   -0.362074
  0.474   -0.453703
  0.477   -0.515376
  0.480   -0.551835
  0.483   -0.577761
  0.486   -0.598099
  0.489   -0.628714
  0.492   -0.678552
  0.495   -0.730725
  0.498   -0.783404
  0.501   -0.837421
  0.504   -0.877172
  0.507   -0.909928
  0.510   -0.931054
  0.513   -0.950632
  0.516   -0.970294
  0.519   -0.996307
  0.522   -1.027298
  0.525   -1.054666
  0.528   -1.085064
  0.531   -1.110364
  0.534   -1.124177
  0.537   -1.127176
  0.540   -1.128452
  0.543   -1.120276
  0.546   -1.111892
  0.549   -1.104481
  0.552   -1.100710
  0.555   -1.109063
  0.558   -1.120256
  0.561   -1.136288
  0.564   -1.161544
  0.567   -1.191785
  0.570   -1.218768
  0.573   -1.243019
  0.576   -1.260759
  0.579   -1.275252
  0.582   -1.278694
  0.585   -1.280312
  0.588   -1.267826
  0.591   -1.250954
  0.594   -1.223812
  0.597   -1.192048
  0.600   -1.157915
  0.603   -1.121577
  0.606   -1.079461
  0.609   -1.040831
  0.612   -1.010222
  0.615   -0.990330
  0.618   -0.979248
  0.621   -0.993101
  0.624   -1.019864
  0.627   -1.060010
  0.630   -1.104314
  0.633   -1.145548
  0.636   -1.178535
  0.639   -1.188416
  0.642   -1.178209
  0.645   -1.148210
  0.648   -1.099075
  0.651   -1.028962
  0.654   -0.956294
  0.657   -0.890718
  0.660   -0.837191
  0.663   -0.791889
  0.666   -0.760225
  0.669   -0.734762
  0.672   -0.717213
  0.675   -0.696638
  0.678   -0.670762
  0.681   -0.633765
  0.684   -0.593777
  0.687   -0.548452
  0.690   -0.502065
  0.693   -0.468606
  0.696   -0.437019
  0.699   -0.418020
  0.702   -0.406235
  0.705   -0.397122
  0.708   -0.379031
  0.711   -0.357344
  0.714   -0.323136
  0.717   -0.272284
  0.720   -0.211547
  0.723   -0.133101
  0.726   -0.051044
  0.729    0.033672
  0.732    0.108812
  0.735    0.173211
  0.738    0.216065
  0.741    0.248457
  0.744    0.264367
  0.747    0.266753
  0.750    0.264254
  0.753    0.266829
  0.756    0.263961
  0.759    0.274666
  0.762    0.287719
  0.765    0.308230
  0.768    0.325257
  0.771    0.345450
  0.774    0.363799
  0.777    0.379179
  0.780    0.396888
  0.783    0.413650
  0.786    0.436103
  0.789    0.460038
  0.792    0.483719
  0.795    0.516159
  0.798    0.545241
  0.801    0.577985
  0.804    0.615794
  0.807    0.645564
  0.810    0.675373
  0.813    0.702907
  0.816    0.724834
  0.819    0.740677
  0.822    0.748824
  0.825    0.748581
  0.828    0.749979
  0.831    0.752912
  0.834    0.755385
  0.837    0.753847
  0.840    0.756743
  0.843    0.765373
  0.846    0.773022
  0.849    0.787333
  0.852    0.810453
  0.855    0.828079
  0.858    0.841171
  0.861    0.850242
  0.864    0.844686
  0.867    0.834709
  0.870    0.815956
  0.873    0.788139
  0.876    0.758580
  0.879    0.737118
  0.882    0.723982
  0.885    0.713391
  0.888    0.705573
  0.891    0.701661
  0.894    0.689024
  0.897    0.672227
  0.900    0.642349
  0.903    0.605304
  0.906    0.558794
  0.909    0.509679
  0.912    0.475461
  0.915    0.443339
  0.918    0.418383
  0.921    0.408852
  0.924    0.406987
  0.927    0.415090
  0.930    0.429450
  0.933    0.447507
  0.936    0.458074
  0.939    0.453677
  0.942    0.428401
  0.945    0.379550
  0.948    0.306735
  0.951    0.219989
  0.954    0.127765
  0.957    0.050755
  0.960    0.004283
  0.963    0.003233
  0.966    0.040731
  0.969    0.096563
  0.972    0.158578
  0.975    0.198187
  0.978    0.214293
  0.981    0.212078
  0.984    0.190152
  0.987    0.159698
  0.990    0.131232
  0.993    0.106222
  0.996    0.080222
  0.999    0.057951
  1.002    0.032962
  1.005    0.011422
  1.008   -0.005373
  1.011   -0.018893
  1.014   -0.028527
  1.017   -0.028503
  1.020   -0.018644
  1.023   -0.003087
  1.026    0.012649
