# PMF between COM of SPHE and Gold slab.
#
#             SPHE
# z (nm)   (kJ/mol)               
  0.1408  246.4151
  0.1440  238.5584
  0.1472  229.2274
  0.1504  218.2163
  0.1536  205.4478
  0.1568  191.2576
  0.1600  176.4876
  0.1632  161.8886
  0.1664  147.6046
  0.1696  133.7366
  0.1728  120.6156
  0.1760  108.1576
  0.1792   96.1946
  0.1824   85.4916
  0.1856   76.1916
  0.1888   67.1146
  0.1920   57.6146
  0.1952   47.7176
  0.1984   37.9636
  0.2016   28.8216
  0.2048   19.9606
  0.2080   11.3246
  0.2112    3.2316
  0.2144   -4.2114
  0.2176  -11.0384
  0.2208  -17.1144
  0.2240  -22.4304
  0.2272  -27.1644
  0.2304  -31.4054
  0.2336  -35.0764
  0.2368  -38.1244
  0.2400  -40.5844
  0.2432  -42.6994
  0.2464  -44.7154
  0.2496  -46.6024
  0.2528  -48.1864
  0.2560  -49.3644
  0.2592  -50.1924
  0.2624  -50.8274
  0.2656  -51.3644
  0.2688  -51.7724
  0.2720  -52.0054
  0.2752  -52.0944
  0.2784  -52.1234
  0.2816  -52.1444
  0.2848  -52.1794
  0.2880  -52.2474
  0.2912  -52.3334
  0.2944  -52.4124
  0.2976  -52.4824
  0.3008  -52.5564
  0.3040  -52.5764
  0.3072  -52.4404
  0.3104  -52.1514
  0.3136  -51.9004
  0.3168  -51.8254
  0.3200  -51.8234
  0.3232  -51.6284
  0.3264  -51.1974
  0.3296  -50.6794
  0.3328  -50.1834
  0.3360  -49.6574
  0.3392  -49.0464
  0.3424  -48.4084
  0.3456  -47.9284
  0.3488  -47.7054
  0.3520  -47.6534
  0.3552  -47.6104
  0.3584  -47.5254
  0.3616  -47.4914
  0.3648  -47.5234
  0.3680  -47.4994
  0.3712  -47.3514
  0.3744  -47.2034
  0.3776  -47.1514
  0.3808  -47.1924
  0.3840  -47.2614
  0.3872  -47.3034
  0.3904  -47.3154
  0.3936  -47.3304
  0.3968  -47.3334
  0.4000  -47.2524
  0.4032  -47.0064
  0.4064  -46.5964
  0.4096  -46.0674
  0.4128  -45.4414
  0.4160  -44.7084
  0.4192  -43.9234
  0.4224  -43.1944
  0.4256  -42.6424
  0.4288  -42.3164
  0.4320  -42.1964
  0.4352  -42.2334
  0.4384  -42.4074
  0.4416  -42.7104
  0.4448  -43.0824
  0.4480  -43.4624
  0.4512  -43.7854
  0.4544  -44.0274
  0.4576  -44.1624
  0.4608  -44.1604
  0.4640  -44.0364
  0.4672  -43.8054
  0.4704  -43.4144
  0.4736  -42.8044
  0.4768  -41.9504
  0.4800  -40.9384
  0.4832  -39.8714
  0.4864  -38.7944
  0.4896  -37.6394
  0.4928  -36.3454
  0.4960  -34.9254
  0.4992  -33.4714
  0.5024  -32.0314
  0.5056  -30.6314
  0.5088  -29.2444
  0.5120  -27.8614
  0.5152  -26.5564
  0.5184  -25.4354
  0.5216  -24.5114
  0.5248  -23.6884
  0.5280  -22.9014
  0.5312  -22.1654
  0.5344  -21.5354
  0.5376  -21.0054
  0.5408  -20.5294
  0.5440  -20.0404
  0.5472  -19.4834
  0.5504  -18.8804
  0.5536  -18.2664
  0.5568  -17.6824
  0.5600  -17.1294
  0.5632  -16.5544
  0.5664  -15.9044
  0.5696  -15.1694
  0.5728  -14.3794
  0.5760  -13.5904
  0.5792  -12.8204
  0.5824  -12.0664
  0.5856  -11.3434
