# PMF between COM of SILE and Gold slab.
#
#              SILE
# z (nm)   (kJ/mol)                
  0.2016  244.95816
  0.2048  235.17736
  0.2080  224.15936
  0.2112  211.91826
  0.2144  198.51326
  0.2176  184.17126
  0.2208  169.42926
  0.2240  155.05026
  0.2272  142.14526
  0.2304  131.45426
  0.2336  121.87926
  0.2368  112.18826
  0.2400  102.39326
  0.2432   92.91026
  0.2464   84.82726
  0.2496   77.87526
  0.2528   71.05526
  0.2560   64.16026
  0.2592   57.36626
  0.2624   50.89226
  0.2656   44.57826
  0.2688   38.27126
  0.2720   32.08326
  0.2752   26.10126
  0.2784   20.25326
  0.2816   14.50526
  0.2848    8.98226
  0.2880    3.90326
  0.2912   -0.66974
  0.2944   -4.77874
  0.2976   -8.36074
  0.3008  -11.19774
  0.3040  -13.42274
  0.3072  -15.21474
  0.3104  -16.55974
  0.3136  -17.58474
  0.3168  -18.46474
  0.3200  -19.23374
  0.3232  -19.82774
  0.3264  -20.27574
  0.3296  -20.71074
  0.3328  -21.23074
  0.3360  -21.86074
  0.3392  -22.52174
  0.3424  -23.12174
  0.3456  -23.62174
  0.3488  -24.07974
  0.3520  -24.43874
  0.3552  -24.49574
  0.3584  -24.24674
  0.3616  -23.92774
  0.3648  -23.61474
  0.3680  -23.22774
  0.3712  -22.85774
  0.3744  -22.68474
  0.3776  -22.63074
  0.3808  -22.52374
  0.3840  -22.36174
  0.3872  -22.20574
  0.3904  -22.04974
  0.3936  -21.84174
  0.3968  -21.64674
  0.4000  -21.57774
  0.4032  -21.65274
  0.4064  -21.73274
  0.4096  -21.76574
  0.4128  -21.84774
  0.4160  -22.03074
  0.4192  -22.25374
  0.4224  -22.47174
  0.4256  -22.74174
  0.4288  -23.10374
  0.4320  -23.50274
  0.4352  -23.83074
  0.4384  -23.99374
  0.4416  -23.98674
  0.4448  -23.87274
  0.4480  -23.67674
  0.4512  -23.34774
  0.4544  -22.84374
  0.4576  -22.15374
  0.4608  -21.34174
  0.4640  -20.47374
  0.4672  -19.56674
  0.4704  -18.65274
  0.4736  -17.75674
  0.4768  -16.88274
  0.4800  -16.01474
  0.4832  -15.18274
  0.4864  -14.45574
  0.4896  -13.88774
  0.4928  -13.47074
  0.4960  -13.14774
  0.4992  -12.87674
  0.5024  -12.66174
  0.5056  -12.52874
  0.5088  -12.46174
  0.5120  -12.41474
  0.5152  -12.36874
  0.5184  -12.31874
  0.5216  -12.25474
  0.5248  -12.12974
  0.5280  -11.89474
  0.5312  -11.57774
  0.5344  -11.21974
  0.5376  -10.88374
  0.5408  -10.55674
  0.5440  -10.19674
  0.5472   -9.78774
  0.5504   -9.33474
  0.5536   -8.84174
  0.5568   -8.29174
  0.5600   -7.70674
  0.5632   -7.11774
  0.5664   -6.58174
  0.5696   -6.11574
  0.5728   -5.69974
  0.5760   -5.30774
  0.5792   -4.95074
  0.5824   -4.67074
  0.5856   -4.51174
  0.5888   -4.48674
  0.5920   -4.56874
  0.5952   -4.69474
  0.5984   -4.80274
  0.6016   -4.88774
  0.6048   -4.97774
  0.6080   -5.10674
  0.6112   -5.29174
  0.6144   -5.51474
  0.6176   -5.73674
  0.6208   -5.91974
  0.6240   -6.04374
  0.6272   -6.12974
  0.6304   -6.19874
  0.6336   -6.27174
  0.6368   -6.33474
  0.6400   -6.38774
  0.6432   -6.42574
  0.6464   -6.45274
  0.6496   -6.47474
  0.6528   -6.48474
  0.6560   -6.48074
  0.6592   -6.45974
  0.6624   -6.43474
  0.6656   -6.40874
  0.6688   -6.37874
