# #h[nm], U[kJ/mol]
  0.143832, 77.750000
  0.146081, 72.140000
  0.148329, 66.460000
  0.150578, 60.750000
  0.152827, 55.080000
  0.155075, 49.500000
  0.157324, 44.060000
  0.159573, 38.810000
  0.161821, 33.800000
  0.164070, 29.060000
  0.166318, 24.640000
  0.168567, 20.540000
  0.170816, 16.750000
  0.173064, 13.240000
  0.175313,  9.990000
  0.177562,  6.970000
  0.179810,  4.170000
  0.182059,  1.590000
  0.184307, -0.730000
  0.186556, -2.790000
  0.188805, -4.610000
  0.191053, -6.220000
  0.193302, -7.670000
  0.195551, -9.020000
  0.197799,-10.300000
  0.200048,-11.540000
  0.202296,-12.740000
  0.204545,-13.880000
  0.206794,-14.960000
  0.209042,-15.970000
  0.211291,-16.880000
  0.213540,-17.710000
  0.215788,-18.430000
  0.218037,-19.060000
  0.220286,-19.600000
  0.222534,-20.050000
  0.224783,-20.450000
  0.227031,-20.800000
  0.229280,-21.130000
  0.231529,-21.450000
  0.233777,-21.780000
  0.236026,-22.110000
  0.238275,-22.430000
  0.240523,-22.740000
  0.242772,-23.020000
  0.245020,-23.250000
  0.247269,-23.430000
  0.249518,-23.540000
  0.251766,-23.590000
  0.254015,-23.580000
  0.256264,-23.510000
  0.258512,-23.370000
  0.260761,-23.170000
  0.263009,-22.890000
  0.265258,-22.550000
  0.267507,-22.150000
  0.269755,-21.680000
  0.272004,-21.170000
  0.274253,-20.620000
  0.276501,-20.060000
  0.278750,-19.510000
  0.280999,-18.960000
  0.283247,-18.450000
  0.285496,-17.960000
  0.287744,-17.500000
  0.289993,-17.070000
  0.292242,-16.680000
  0.294490,-16.320000
  0.296739,-15.990000
  0.298988,-15.700000
  0.301236,-15.440000
  0.303485,-15.220000
  0.305733,-15.040000
  0.307982,-14.890000
  0.310231,-14.770000
  0.312479,-14.660000
  0.314728,-14.570000
  0.316977,-14.480000
  0.319225,-14.390000
  0.321474,-14.290000
  0.323722,-14.180000
  0.325971,-14.070000
  0.328220,-13.950000
  0.330468,-13.830000
  0.332717,-13.680000
  0.334966,-13.520000
  0.337214,-13.330000
  0.339463,-13.120000
  0.341712,-12.880000
  0.343960,-12.610000
  0.346209,-12.320000
  0.348457,-12.010000
  0.350706,-11.690000
  0.352955,-11.360000
  0.355203,-11.030000
  0.357452,-10.700000
  0.359701,-10.380000
  0.361949,-10.070000
  0.364198, -9.780000
  0.366446, -9.520000
  0.368695, -9.270000
  0.370944, -9.060000
  0.373192, -8.860000
  0.375441, -8.670000
  0.377690, -8.510000
  0.379938, -8.340000
  0.382187, -8.180000
  0.384435, -8.020000
  0.386684, -7.850000
  0.388933, -7.670000
  0.391181, -7.480000
  0.393430, -7.280000
  0.395679, -7.060000
  0.397927, -6.840000
  0.400176, -6.600000
  0.402425, -6.360000
  0.404673, -6.110000
  0.406922, -5.850000
  0.409170, -5.580000
  0.411419, -5.290000
  0.413668, -5.000000
  0.415916, -4.700000
  0.418165, -4.410000
  0.420414, -4.120000
  0.422662, -3.850000
  0.424911, -3.590000
  0.427159, -3.370000
  0.429408, -3.170000
  0.431657, -3.000000
  0.433905, -2.860000
  0.436154, -2.760000
  0.438403, -2.680000
  0.440651, -2.630000
  0.442900, -2.610000
  0.445149, -2.610000
  0.447397, -2.630000
  0.449646, -2.680000
