# #h[nm], U[kJ/mol]
  0.130133, 77.280000
  0.132284, 72.210000
  0.134435, 67.080000
  0.136587, 61.930000
  0.138738, 56.800000
  0.140889, 51.710000
  0.143041, 46.710000
  0.145192, 41.810000
  0.147343, 37.060000
  0.149495, 32.460000
  0.151646, 28.040000
  0.153797, 23.800000
  0.155948, 19.770000
  0.158100, 15.940000
  0.160251, 12.330000
  0.162402,  8.950000
  0.164554,  5.780000
  0.166705,  2.840000
  0.168856,  0.120000
  0.171008, -2.370000
  0.173159, -4.650000
  0.175310, -6.740000
  0.177461, -8.650000
  0.179613,-10.390000
  0.181764,-11.980000
  0.183915,-13.450000
  0.186067,-14.800000
  0.188218,-16.030000
  0.190369,-17.160000
  0.192521,-18.190000
  0.194672,-19.110000
  0.196823,-19.930000
  0.198974,-20.660000
  0.201126,-21.300000
  0.203277,-21.880000
  0.205428,-22.390000
  0.207580,-22.860000
  0.209731,-23.300000
  0.211882,-23.720000
  0.214034,-24.120000
  0.216185,-24.490000
  0.218336,-24.830000
  0.220487,-25.130000
  0.222639,-25.360000
  0.224790,-25.510000
  0.226941,-25.570000
  0.229093,-25.530000
  0.231244,-25.410000
  0.233395,-25.200000
  0.235547,-24.940000
  0.237698,-24.630000
  0.239849,-24.300000
  0.242000,-23.970000
  0.244152,-23.630000
  0.246303,-23.300000
  0.248454,-22.970000
  0.250606,-22.640000
  0.252757,-22.300000
  0.254908,-21.960000
  0.257060,-21.610000
  0.259211,-21.250000
  0.261362,-20.890000
  0.263513,-20.520000
  0.265665,-20.140000
  0.267816,-19.770000
  0.269967,-19.390000
  0.272119,-19.020000
  0.274270,-18.640000
  0.276421,-18.260000
  0.278573,-17.880000
  0.280724,-17.500000
  0.282875,-17.120000
  0.285027,-16.750000
  0.287178,-16.380000
  0.289329,-16.010000
  0.291480,-15.650000
  0.293632,-15.300000
  0.295783,-14.940000
  0.297934,-14.600000
  0.300086,-14.260000
  0.302237,-13.940000
  0.304388,-13.630000
  0.306540,-13.340000
  0.308691,-13.060000
  0.310842,-12.820000
  0.312993,-12.600000
  0.315145,-12.410000
  0.317296,-12.250000
  0.319447,-12.130000
  0.321599,-12.030000
  0.323750,-11.960000
  0.325901,-11.920000
  0.328053,-11.910000
  0.330204,-11.930000
  0.332355,-11.960000
  0.334506,-12.000000
  0.336658,-12.040000
  0.338809,-12.070000
  0.340960,-12.080000
  0.343112,-12.060000
  0.345263,-12.010000
  0.347414,-11.940000
  0.349566,-11.820000
  0.351717,-11.680000
  0.353868,-11.510000
  0.356019,-11.320000
  0.358171,-11.100000
  0.360322,-10.860000
  0.362473,-10.600000
  0.364625,-10.310000
  0.366776, -9.990000
  0.368927, -9.630000
  0.371079, -9.250000
  0.373230, -8.840000
  0.375381, -8.410000
  0.377532, -7.950000
  0.379684, -7.490000
  0.381835, -7.030000
  0.383986, -6.560000
  0.386138, -6.100000
  0.388289, -5.650000
  0.390440, -5.210000
  0.392592, -4.790000
  0.394743, -4.390000
  0.396894, -4.000000
  0.399045, -3.650000
  0.401197, -3.320000
  0.403348, -3.020000
  0.405499, -2.760000
  0.407651, -2.540000
  0.409802, -2.370000
  0.411953, -2.240000
  0.414105, -2.160000
  0.416256, -2.110000
  0.418407, -2.110000
  0.420558, -2.130000
  0.422710, -2.190000
  0.424861, -2.260000
  0.427012, -2.340000
  0.429164, -2.440000
  0.431315, -2.540000
  0.433466, -2.640000
  0.435618, -2.760000
  0.437769, -2.880000
  0.439920, -3.000000
  0.442071, -3.140000
  0.444223, -3.290000
  0.446374, -3.450000
  0.448525, -3.630000
  0.450677, -3.810000
  0.452828, -3.990000
  0.454979, -4.180000
  0.457131, -4.360000
  0.459282, -4.530000
  0.461433, -4.700000
  0.463584, -4.850000
  0.465736, -4.990000
  0.467887, -5.120000
  0.470038, -5.250000
  0.472190, -5.380000
  0.474341, -5.500000
  0.476492, -5.630000
  0.478644, -5.750000
  0.480795, -5.870000
  0.482946, -5.990000
  0.485097, -6.100000
  0.487249, -6.200000
  0.489400, -6.290000
  0.491551, -6.360000
  0.493703, -6.410000
  0.495854, -6.440000
  0.498005, -6.450000
  0.500157, -6.450000
  0.502308, -6.430000
  0.504459, -6.390000
  0.506610, -6.350000
  0.508762, -6.300000
  0.510913, -6.240000
  0.513064, -6.190000
  0.515216, -6.120000
  0.517367, -6.050000
  0.519518, -5.980000
  0.521670, -5.900000
  0.523821, -5.810000
  0.525972, -5.710000
  0.528123, -5.590000
  0.530275, -5.470000
  0.532426, -5.330000
  0.534577, -5.190000
  0.536729, -5.040000
  0.538880, -4.890000
  0.541031, -4.740000
  0.543183, -4.600000
  0.545334, -4.460000
  0.547485, -4.320000
  0.549636, -4.180000
  0.551788, -4.050000
  0.553939, -3.930000
  0.556090, -3.810000
  0.558242, -3.690000
  0.560393, -3.570000
  0.562544, -3.450000
  0.564696, -3.330000
  0.566847, -3.210000
  0.568998, -3.090000
  0.571149, -2.970000
  0.573301, -2.860000
  0.575452, -2.750000
  0.577603, -2.650000
  0.579755, -2.550000
  0.581906, -2.460000
  0.584057, -2.370000
  0.586209, -2.280000
  0.588360, -2.200000
  0.590511, -2.120000
  0.592662, -2.050000
  0.594814, -1.980000
  0.596965, -1.910000
  0.599116, -1.860000
  0.601268, -1.810000
  0.603419, -1.770000
  0.605570, -1.740000
  0.607722, -1.710000
  0.609873, -1.700000
  0.612024, -1.690000
  0.614175, -1.690000
  0.616327, -1.680000
  0.618478, -1.680000
  0.620629, -1.670000
  0.622781, -1.650000
  0.624932, -1.640000
  0.627083, -1.610000
  0.629235, -1.590000
  0.631386, -1.560000
  0.633537, -1.530000
  0.635688, -1.510000
  0.637840, -1.480000
  0.639991, -1.470000
  0.642142, -1.460000
  0.644294, -1.440000
  0.646445, -1.430000
  0.648596, -1.410000
  0.650748, -1.390000
  0.652899, -1.370000
  0.655050, -1.340000
  0.657201, -1.310000
  0.659353, -1.280000
  0.661504, -1.250000
  0.663655, -1.210000
  0.665807, -1.180000
  0.667958, -1.140000
  0.670109, -1.120000
  0.672261, -1.100000
  0.674412, -1.080000
  0.676563, -1.070000
  0.678714, -1.060000
  0.680866, -1.050000
  0.683017, -1.040000
  0.685168, -1.040000
  0.687320, -1.030000
  0.689471, -1.020000
  0.691622, -1.010000
  0.693774, -1.000000
  0.695925, -0.990000
  0.698076, -0.980000
  0.700227, -0.980000
  0.702379, -0.980000
  0.704530, -0.980000
  0.706681, -1.000000
  0.708833, -1.020000
  0.710984, -1.040000
  0.713135, -1.080000
  0.715287, -1.120000
  0.717438, -1.170000
  0.719589, -1.220000
  0.721740, -1.270000
  0.723892, -1.320000
  0.726043, -1.370000
  0.728194, -1.410000
  0.730346, -1.440000
  0.732497, -1.470000
  0.734648, -1.490000
  0.736800, -1.500000
  0.738951, -1.500000
  0.741102, -1.490000
  0.743253, -1.480000
  0.745405, -1.460000
  0.747556, -1.430000
  0.749707, -1.410000
  0.751859, -1.390000
  0.754010, -1.370000
  0.756161, -1.350000
  0.758313, -1.330000
  0.760464, -1.310000
  0.762615, -1.300000
  0.764767, -1.280000
  0.766918, -1.270000
  0.769069, -1.260000
  0.771220, -1.250000
  0.773372, -1.240000
  0.775523, -1.230000
  0.777674, -1.210000
  0.779826, -1.200000
  0.781977, -1.180000
  0.784128, -1.170000
  0.786280, -1.150000
  0.788431, -1.120000
  0.790582, -1.090000
  0.792733, -1.070000
  0.794885, -1.030000
  0.797036, -1.000000
  0.799187, -0.970000
  0.801339, -0.940000
  0.803490, -0.910000
  0.805641, -0.880000
  0.807793, -0.860000
  0.809944, -0.840000
  0.812095, -0.820000
  0.814246, -0.800000
  0.816398, -0.790000
  0.818549, -0.770000
  0.820700, -0.760000
  0.822852, -0.740000
  0.825003, -0.730000
  0.827154, -0.710000
  0.829306, -0.680000
  0.831457, -0.660000
  0.833608, -0.630000
  0.835759, -0.610000
