# #h[nm], U[kJ/mol]
  0.152753, 45.600000
  0.154525, 39.970000
  0.156297, 34.350000
  0.158069, 28.770000
  0.159841, 23.280000
  0.161613, 17.910000
  0.163385, 12.680000
  0.165157,  7.630000
  0.166929,  2.780000
  0.168701, -1.840000
  0.170473, -6.210000
  0.172244,-10.330000
  0.174016,-14.200000
  0.175788,-17.800000
  0.177560,-21.140000
  0.179332,-24.240000
  0.181104,-27.120000
  0.182876,-29.780000
  0.184648,-32.240000
  0.186420,-34.520000
  0.188192,-36.620000
  0.189964,-38.570000
  0.191736,-40.370000
  0.193507,-42.040000
  0.195279,-43.570000
  0.197051,-44.990000
  0.198823,-46.310000
  0.200595,-47.520000
  0.202367,-48.660000
  0.204139,-49.710000
  0.205911,-50.700000
  0.207683,-51.610000
  0.209455,-52.450000
  0.211227,-53.210000
  0.212999,-53.880000
  0.214771,-54.460000
  0.216542,-54.950000
  0.218314,-55.320000
  0.220086,-55.580000
  0.221858,-55.730000
  0.223630,-55.760000
  0.225402,-55.700000
  0.227174,-55.530000
  0.228946,-55.280000
  0.230718,-54.970000
  0.232490,-54.600000
  0.234262,-54.200000
  0.236034,-53.780000
  0.237806,-53.340000
  0.239577,-52.900000
  0.241349,-52.460000
  0.243121,-52.010000
  0.244893,-51.550000
  0.246665,-51.080000
  0.248437,-50.600000
  0.250209,-50.080000
  0.251981,-49.550000
  0.253753,-49.010000
  0.255525,-48.440000
  0.257297,-47.870000
  0.259069,-47.300000
  0.260840,-46.740000
  0.262612,-46.210000
  0.264384,-45.710000
  0.266156,-45.250000
  0.267928,-44.820000
  0.269700,-44.420000
  0.271472,-44.040000
  0.273244,-43.680000
  0.275016,-43.310000
  0.276788,-42.950000
  0.278560,-42.570000
  0.280332,-42.170000
  0.282104,-41.770000
  0.283875,-41.350000
  0.285647,-40.910000
  0.287419,-40.460000
  0.289191,-40.000000
  0.290963,-39.530000
  0.292735,-39.040000
  0.294507,-38.530000
  0.296279,-37.980000
  0.298051,-37.400000
  0.299823,-36.780000
  0.301595,-36.120000
  0.303367,-35.420000
  0.305138,-34.700000
  0.306910,-33.960000
  0.308682,-33.210000
  0.310454,-32.470000
  0.312226,-31.750000
  0.313998,-31.030000
  0.315770,-30.340000
  0.317542,-29.680000
  0.319314,-29.030000
  0.321086,-28.390000
  0.322858,-27.790000
  0.324630,-27.210000
  0.326402,-26.640000
  0.328173,-26.100000
  0.329945,-25.570000
  0.331717,-25.070000
  0.333489,-24.590000
  0.335261,-24.140000
  0.337033,-23.710000
  0.338805,-23.310000
  0.340577,-22.940000
  0.342349,-22.600000
  0.344121,-22.290000
  0.345893,-22.010000
  0.347665,-21.750000
  0.349437,-21.510000
  0.351208,-21.290000
  0.352980,-21.070000
  0.354752,-20.860000
  0.356524,-20.650000
  0.358296,-20.440000
  0.360068,-20.220000
  0.361840,-19.990000
  0.363612,-19.750000
  0.365384,-19.510000
  0.367156,-19.260000
  0.368928,-19.010000
  0.370700,-18.760000
  0.372471,-18.500000
  0.374243,-18.230000
  0.376015,-17.970000
  0.377787,-17.700000
  0.379559,-17.420000
  0.381331,-17.150000
  0.383103,-16.870000
  0.384875,-16.590000
  0.386647,-16.310000
  0.388419,-16.030000
  0.390191,-15.750000
  0.391963,-15.490000
  0.393735,-15.230000
  0.395506,-14.980000
  0.397278,-14.740000
  0.399050,-14.500000
  0.400822,-14.270000
  0.402594,-14.050000
  0.404366,-13.820000
  0.406138,-13.600000
  0.407910,-13.380000
  0.409682,-13.170000
  0.411454,-12.950000
  0.413226,-12.740000
  0.414998,-12.540000
  0.416769,-12.340000
  0.418541,-12.140000
  0.420313,-11.960000
  0.422085,-11.770000
  0.423857,-11.600000
  0.425629,-11.430000
  0.427401,-11.270000
  0.429173,-11.100000
  0.430945,-10.940000
  0.432717,-10.780000
  0.434489,-10.610000
  0.436261,-10.440000
  0.438033,-10.270000
  0.439804,-10.100000
  0.441576, -9.920000
  0.443348, -9.730000
  0.445120, -9.540000
  0.446892, -9.350000
  0.448664, -9.150000
  0.450436, -8.960000
  0.452208, -8.780000
  0.453980, -8.590000
  0.455752, -8.410000
  0.457524, -8.230000
  0.459296, -8.060000
  0.461067, -7.900000
  0.462839, -7.740000
  0.464611, -7.580000
  0.466383, -7.430000
  0.468155, -7.280000
  0.469927, -7.120000
  0.471699, -6.970000
  0.473471, -6.810000
  0.475243, -6.640000
  0.477015, -6.480000
  0.478787, -6.300000
  0.480559, -6.120000
  0.482331, -5.930000
  0.484102, -5.740000
  0.485874, -5.550000
  0.487646, -5.350000
  0.489418, -5.160000
  0.491190, -4.960000
  0.492962, -4.770000
  0.494734, -4.600000
  0.496506, -4.440000
  0.498278, -4.300000
  0.500050, -4.180000
  0.501822, -4.100000
  0.503594, -4.040000
  0.505366, -4.020000
  0.507137, -4.040000
  0.508909, -4.090000
  0.510681, -4.170000
  0.512453, -4.270000
  0.514225, -4.400000
  0.515997, -4.540000
  0.517769, -4.680000
  0.519541, -4.820000
  0.521313, -4.960000
  0.523085, -5.090000
  0.524857, -5.200000
  0.526629, -5.310000
  0.528400, -5.400000
  0.530172, -5.490000
  0.531944, -5.580000
  0.533716, -5.660000
  0.535488, -5.750000
  0.537260, -5.850000
  0.539032, -5.950000
  0.540804, -6.070000
  0.542576, -6.190000
  0.544348, -6.310000
  0.546120, -6.420000
