# #h[nm], U[kJ/mol]
  0.139615, 56.290000
  0.142009, 49.560000
  0.144403, 42.840000
  0.146796, 36.190000
  0.149190, 29.650000
  0.151584, 23.280000
  0.153978, 17.140000
  0.156372, 11.260000
  0.158765,  5.690000
  0.161159,  0.440000
  0.163553, -4.450000
  0.165947, -8.970000
  0.168340,-13.100000
  0.170734,-16.860000
  0.173128,-20.230000
  0.175522,-23.240000
  0.177916,-25.920000
  0.180309,-28.290000
  0.182703,-30.400000
  0.185097,-32.290000
  0.187491,-33.980000
  0.189884,-35.490000
  0.192278,-36.850000
  0.194672,-38.070000
  0.197066,-39.170000
  0.199459,-40.130000
  0.201853,-40.970000
  0.204247,-41.670000
  0.206641,-42.270000
  0.209035,-42.750000
  0.211428,-43.130000
  0.213822,-43.430000
  0.216216,-43.640000
  0.218610,-43.770000
  0.221003,-43.800000
  0.223397,-43.730000
  0.225791,-43.530000
  0.228185,-43.190000
  0.230578,-42.730000
  0.232972,-42.160000
  0.235366,-41.490000
  0.237760,-40.730000
  0.240154,-39.900000
  0.242547,-39.020000
  0.244941,-38.100000
  0.247335,-37.140000
  0.249729,-36.180000
  0.252122,-35.240000
  0.254516,-34.320000
  0.256910,-33.440000
  0.259304,-32.590000
  0.261697,-31.760000
  0.264091,-30.940000
  0.266485,-30.090000
  0.268879,-29.210000
  0.271273,-28.310000
  0.273666,-27.390000
  0.276060,-26.500000
  0.278454,-25.640000
  0.280848,-24.840000
  0.283241,-24.120000
  0.285635,-23.460000
  0.288029,-22.870000
  0.290423,-22.330000
  0.292816,-21.830000
  0.295210,-21.350000
  0.297604,-20.900000
  0.299998,-20.470000
  0.302392,-20.050000
  0.304785,-19.650000
  0.307179,-19.270000
  0.309573,-18.900000
  0.311967,-18.540000
  0.314360,-18.190000
  0.316754,-17.860000
  0.319148,-17.530000
  0.321542,-17.210000
  0.323935,-16.900000
  0.326329,-16.620000
  0.328723,-16.350000
  0.331117,-16.110000
  0.333511,-15.880000
  0.335904,-15.680000
  0.338298,-15.490000
  0.340692,-15.300000
  0.343086,-15.100000
