# #h[nm], U[kJ/mol]
  0.137220, 63.070000
  0.139528, 56.320000
  0.141836, 49.640000
  0.144144, 43.060000
  0.146451, 36.650000
  0.148759, 30.440000
  0.151067, 24.490000
  0.153375, 18.830000
  0.155683, 13.490000
  0.157990,  8.490000
  0.160298,  3.850000
  0.162606, -0.440000
  0.164914, -4.380000
  0.167222, -7.990000
  0.169529,-11.290000
  0.171837,-14.300000
  0.174145,-17.030000
  0.176453,-19.520000
  0.178761,-21.770000
  0.181068,-23.820000
  0.183376,-25.670000
  0.185684,-27.350000
  0.187992,-28.890000
  0.190300,-30.310000
  0.192607,-31.620000
  0.194915,-32.840000
  0.197223,-33.950000
  0.199531,-34.950000
  0.201839,-35.840000
  0.204146,-36.590000
  0.206454,-37.210000
  0.208762,-37.710000
  0.211070,-38.090000
  0.213378,-38.360000
  0.215686,-38.540000
  0.217993,-38.620000
  0.220301,-38.600000
  0.222609,-38.480000
  0.224917,-38.250000
  0.227225,-37.930000
  0.229532,-37.530000
  0.231840,-37.080000
  0.234148,-36.580000
  0.236456,-36.090000
  0.238764,-35.600000
  0.241071,-35.140000
  0.243379,-34.710000
  0.245687,-34.300000
  0.247995,-33.900000
  0.250303,-33.480000
  0.252610,-33.020000
  0.254918,-32.520000
  0.257226,-31.940000
  0.259534,-31.290000
  0.261842,-30.580000
  0.264149,-29.820000
  0.266457,-29.030000
  0.268765,-28.220000
  0.271073,-27.420000
  0.273381,-26.640000
  0.275688,-25.890000
  0.277996,-25.180000
  0.280304,-24.490000
  0.282612,-23.820000
  0.284920,-23.160000
  0.287228,-22.500000
  0.289535,-21.840000
  0.291843,-21.180000
  0.294151,-20.520000
  0.296459,-19.870000
  0.298767,-19.230000
  0.301074,-18.630000
  0.303382,-18.050000
  0.305690,-17.520000
  0.307998,-17.030000
  0.310306,-16.580000
  0.312613,-16.170000
  0.314921,-15.790000
  0.317229,-15.430000
  0.319537,-15.090000
  0.321845,-14.760000
  0.324152,-14.450000
  0.326460,-14.150000
  0.328768,-13.860000
  0.331076,-13.600000
  0.333384,-13.350000
  0.335691,-13.120000
  0.337999,-12.900000
  0.340307,-12.700000
  0.342615,-12.510000
  0.344923,-12.310000
  0.347230,-12.090000
  0.349538,-11.860000
  0.351846,-11.610000
  0.354154,-11.330000
  0.356462,-11.020000
  0.358770,-10.700000
  0.361077,-10.360000
  0.363385,-10.010000
  0.365693, -9.670000
  0.368001, -9.330000
  0.370309, -9.000000
  0.372616, -8.700000
  0.374924, -8.410000
  0.377232, -8.130000
  0.379540, -7.890000
  0.381848, -7.660000
  0.384155, -7.450000
  0.386463, -7.260000
  0.388771, -7.090000
  0.391079, -6.930000
  0.393387, -6.790000
  0.395694, -6.660000
  0.398002, -6.540000
  0.400310, -6.430000
  0.402618, -6.320000
  0.404926, -6.200000
  0.407233, -6.060000
  0.409541, -5.920000
  0.411849, -5.750000
  0.414157, -5.560000
  0.416465, -5.340000
  0.418772, -5.110000
  0.421080, -4.850000
  0.423388, -4.560000
  0.425696, -4.250000
  0.428004, -3.930000
  0.430311, -3.570000
  0.432619, -3.200000
  0.434927, -2.810000
  0.437235, -2.410000
  0.439543, -2.000000
  0.441851, -1.590000
  0.444158, -1.180000
  0.446466, -0.790000
  0.448774, -0.420000
  0.451082, -0.070000
  0.453390,  0.260000
  0.455697,  0.560000
  0.458005,  0.830000
  0.460313,  1.070000
  0.462621,  1.290000
  0.464929,  1.470000
  0.467236,  1.620000
  0.469544,  1.740000
  0.471852,  1.810000
  0.474160,  1.850000
  0.476468,  1.850000
  0.478775,  1.810000
  0.481083,  1.730000
  0.483391,  1.610000
  0.485699,  1.460000
  0.488007,  1.270000
  0.490314,  1.070000
  0.492622,  0.840000
  0.494930,  0.610000
  0.497238,  0.380000
  0.499546,  0.140000
  0.501853, -0.080000
  0.504161, -0.280000
  0.506469, -0.480000
  0.508777, -0.670000
  0.511085, -0.840000
  0.513393, -1.010000
  0.515700, -1.170000
  0.518008, -1.330000
  0.520316, -1.490000
  0.522624, -1.640000
  0.524932, -1.800000
  0.527239, -1.950000
  0.529547, -2.110000
  0.531855, -2.250000
  0.534163, -2.390000
  0.536471, -2.510000
  0.538778, -2.620000
  0.541086, -2.720000
  0.543394, -2.800000
