# #h[nm], U[kJ/mol]
  0.138870, 54.990000
  0.140113, 51.530000
  0.141356, 48.060000
  0.142600, 44.590000
  0.143843, 41.140000
  0.145086, 37.700000
  0.146329, 34.290000
  0.147572, 30.910000
  0.148815, 27.570000
  0.150058, 24.270000
  0.151302, 21.030000
  0.152545, 17.830000
  0.153788, 14.700000
  0.155031, 11.630000
  0.156274,  8.640000
  0.157517,  5.710000
  0.158761,  2.870000
  0.160004,  0.110000
  0.161247, -2.560000
  0.162490, -5.130000
  0.163733, -7.600000
  0.164976, -9.980000
  0.166219,-12.250000
  0.167463,-14.410000
  0.168706,-16.460000
  0.169949,-18.400000
  0.171192,-20.240000
  0.172435,-21.970000
  0.173678,-23.600000
  0.174921,-25.130000
  0.176165,-26.570000
  0.177408,-27.920000
  0.178651,-29.190000
  0.179894,-30.370000
  0.181137,-31.490000
  0.182380,-32.530000
  0.183624,-33.510000
  0.184867,-34.440000
  0.186110,-35.310000
  0.187353,-36.130000
  0.188596,-36.900000
  0.189839,-37.640000
  0.191082,-38.340000
  0.192326,-39.000000
  0.193569,-39.640000
  0.194812,-40.240000
  0.196055,-40.810000
  0.197298,-41.360000
  0.198541,-41.870000
  0.199785,-42.360000
  0.201028,-42.820000
  0.202271,-43.250000
  0.203514,-43.640000
  0.204757,-44.010000
  0.206000,-44.330000
  0.207243,-44.630000
  0.208487,-44.880000
  0.209730,-45.100000
  0.210973,-45.280000
  0.212216,-45.420000
  0.213459,-45.520000
  0.214702,-45.600000
  0.215945,-45.640000
  0.217189,-45.640000
  0.218432,-45.620000
  0.219675,-45.570000
  0.220918,-45.500000
  0.222161,-45.410000
  0.223404,-45.300000
  0.224648,-45.160000
  0.225891,-45.010000
  0.227134,-44.840000
  0.228377,-44.650000
  0.229620,-44.440000
  0.230863,-44.200000
  0.232106,-43.940000
  0.233350,-43.660000
  0.234593,-43.340000
  0.235836,-43.000000
  0.237079,-42.630000
  0.238322,-42.230000
  0.239565,-41.810000
  0.240809,-41.370000
  0.242052,-40.910000
  0.243295,-40.440000
  0.244538,-39.950000
  0.245781,-39.460000
  0.247024,-38.950000
  0.248267,-38.440000
  0.249511,-37.920000
  0.250754,-37.410000
  0.251997,-36.890000
  0.253240,-36.360000
  0.254483,-35.840000
  0.255726,-35.320000
  0.256969,-34.810000
  0.258213,-34.290000
  0.259456,-33.770000
  0.260699,-33.260000
  0.261942,-32.760000
  0.263185,-32.270000
  0.264428,-31.780000
  0.265672,-31.300000
  0.266915,-30.830000
  0.268158,-30.370000
  0.269401,-29.910000
  0.270644,-29.470000
  0.271887,-29.040000
  0.273130,-28.620000
  0.274374,-28.200000
  0.275617,-27.800000
  0.276860,-27.400000
  0.278103,-27.010000
  0.279346,-26.630000
  0.280589,-26.260000
  0.281833,-25.890000
  0.283076,-25.530000
  0.284319,-25.180000
  0.285562,-24.840000
  0.286805,-24.500000
  0.288048,-24.180000
  0.289291,-23.860000
  0.290535,-23.560000
  0.291778,-23.270000
  0.293021,-22.990000
  0.294264,-22.720000
  0.295507,-22.470000
  0.296750,-22.240000
  0.297993,-22.020000
  0.299237,-21.810000
  0.300480,-21.610000
  0.301723,-21.430000
  0.302966,-21.250000
  0.304209,-21.090000
  0.305452,-20.940000
  0.306696,-20.790000
  0.307939,-20.660000
  0.309182,-20.530000
  0.310425,-20.400000
  0.311668,-20.270000
  0.312911,-20.150000
  0.314154,-20.030000
  0.315398,-19.910000
  0.316641,-19.790000
  0.317884,-19.670000
  0.319127,-19.540000
  0.320370,-19.420000
  0.321613,-19.290000
  0.322857,-19.170000
  0.324100,-19.040000
  0.325343,-18.910000
  0.326586,-18.780000
  0.327829,-18.650000
  0.329072,-18.510000
  0.330315,-18.380000
  0.331559,-18.240000
  0.332802,-18.100000
  0.334045,-17.960000
  0.335288,-17.820000
  0.336531,-17.680000
  0.337774,-17.530000
  0.339017,-17.390000
  0.340261,-17.250000
  0.341504,-17.110000
  0.342747,-16.970000
  0.343990,-16.840000
  0.345233,-16.710000
  0.346476,-16.580000
  0.347720,-16.460000
  0.348963,-16.340000
  0.350206,-16.230000
  0.351449,-16.120000
  0.352692,-16.020000
  0.353935,-15.930000
  0.355178,-15.840000
  0.356422,-15.760000
  0.357665,-15.680000
  0.358908,-15.610000
  0.360151,-15.550000
  0.361394,-15.500000
  0.362637,-15.450000
  0.363881,-15.400000
  0.365124,-15.360000
  0.366367,-15.310000
  0.367610,-15.270000
  0.368853,-15.220000
  0.370096,-15.160000
  0.371339,-15.100000
  0.372583,-15.030000
  0.373826,-14.940000
  0.375069,-14.840000
  0.376312,-14.730000
  0.377555,-14.610000
  0.378798,-14.470000
  0.380041,-14.310000
  0.381285,-14.140000
  0.382528,-13.960000
  0.383771,-13.760000
  0.385014,-13.550000
  0.386257,-13.330000
  0.387500,-13.110000
  0.388744,-12.890000
  0.389987,-12.660000
  0.391230,-12.430000
  0.392473,-12.210000
  0.393716,-11.980000
  0.394959,-11.760000
  0.396202,-11.550000
  0.397446,-11.340000
  0.398689,-11.130000
  0.399932,-10.930000
  0.401175,-10.740000
  0.402418,-10.550000
  0.403661,-10.370000
  0.404904,-10.200000
  0.406148,-10.030000
  0.407391, -9.870000
  0.408634, -9.710000
  0.409877, -9.560000
  0.411120, -9.420000
  0.412363, -9.280000
  0.413607, -9.150000
  0.414850, -9.040000
  0.416093, -8.930000
  0.417336, -8.820000
  0.418579, -8.730000
  0.419822, -8.650000
  0.421065, -8.570000
  0.422309, -8.500000
  0.423552, -8.450000
  0.424795, -8.400000
  0.426038, -8.340000
  0.427281, -8.300000
  0.428524, -8.270000
  0.429768, -8.230000
  0.431011, -8.190000
  0.432254, -8.150000
  0.433497, -8.110000
  0.434740, -8.050000
  0.435983, -8.000000
  0.437226, -7.930000
  0.438470, -7.850000
  0.439713, -7.760000
  0.440956, -7.650000
  0.442199, -7.530000
  0.443442, -7.390000
  0.444685, -7.240000
  0.445928, -7.070000
  0.447172, -6.890000
  0.448415, -6.690000
  0.449658, -6.480000
  0.450901, -6.270000
  0.452144, -6.030000
  0.453387, -5.790000
  0.454631, -5.540000
  0.455874, -5.290000
  0.457117, -5.020000
  0.458360, -4.750000
  0.459603, -4.470000
  0.460846, -4.190000
  0.462089, -3.920000
  0.463333, -3.640000
  0.464576, -3.370000
  0.465819, -3.090000
  0.467062, -2.830000
  0.468305, -2.570000
  0.469548, -2.320000
  0.470792, -2.080000
  0.472035, -1.850000
  0.473278, -1.640000
  0.474521, -1.440000
  0.475764, -1.260000
  0.477007, -1.090000
  0.478250, -0.950000
  0.479494, -0.820000
  0.480737, -0.720000
  0.481980, -0.640000
  0.483223, -0.580000
  0.484466, -0.540000
  0.485709, -0.530000
  0.486952, -0.530000
  0.488196, -0.550000
  0.489439, -0.600000
  0.490682, -0.660000
  0.491925, -0.730000
  0.493168, -0.820000
  0.494411, -0.920000
  0.495655, -1.020000
  0.496898, -1.140000
  0.498141, -1.260000
  0.499384, -1.380000
  0.500627, -1.500000
  0.501870, -1.630000
  0.503113, -1.750000
  0.504357, -1.870000
  0.505600, -1.980000
  0.506843, -2.080000
  0.508086, -2.180000
  0.509329, -2.280000
  0.510572, -2.370000
  0.511816, -2.450000
  0.513059, -2.530000
  0.514302, -2.600000
  0.515545, -2.670000
  0.516788, -2.740000
  0.518031, -2.800000
  0.519274, -2.850000
  0.520518, -2.900000
  0.521761, -2.950000
  0.523004, -3.000000
  0.524247, -3.040000
  0.525490, -3.090000
  0.526733, -3.130000
  0.527976, -3.170000
  0.529220, -3.210000
  0.530463, -3.240000
  0.531706, -3.280000
  0.532949, -3.310000
  0.534192, -3.340000
  0.535435, -3.370000
  0.536679, -3.400000
  0.537922, -3.430000
  0.539165, -3.450000
  0.540408, -3.470000
  0.541651, -3.490000
  0.542894, -3.500000
  0.544137, -3.520000
  0.545381, -3.530000
  0.546624, -3.540000
  0.547867, -3.560000
  0.549110, -3.570000
