# #h[nm], U[kJ/mol]
  0.167585, 85.440000
  0.170273, 79.930000
  0.172962, 74.290000
  0.175650, 68.560000
  0.178338, 62.830000
  0.181026, 57.150000
  0.183714, 51.600000
  0.186402, 46.200000
  0.189091, 41.020000
  0.191779, 36.090000
  0.194467, 31.430000
  0.197155, 27.070000
  0.199843, 23.030000
  0.202531, 19.290000
  0.205219, 15.860000
  0.207908, 12.740000
  0.210596,  9.890000
  0.213284,  7.310000
  0.215972,  4.970000
  0.218660,  2.840000
  0.221348,  0.890000
  0.224037, -0.920000
  0.226725, -2.620000
  0.229413, -4.240000
  0.232101, -5.790000
  0.234789, -7.270000
  0.237477, -8.680000
  0.240166,-10.000000
  0.242854,-11.200000
  0.245542,-12.250000
  0.248230,-13.140000
  0.250918,-13.880000
  0.253606,-14.460000
  0.256295,-14.930000
  0.258983,-15.310000
  0.261671,-15.640000
  0.264359,-15.940000
  0.267047,-16.220000
  0.269735,-16.470000
  0.272424,-16.660000
  0.275112,-16.780000
  0.277800,-16.790000
  0.280488,-16.680000
  0.283176,-16.470000
  0.285864,-16.180000
  0.288553,-15.880000
  0.291241,-15.580000
  0.293929,-15.330000
  0.296617,-15.130000
  0.299305,-14.980000
  0.301994,-14.840000
  0.304682,-14.680000
  0.307370,-14.480000
  0.310058,-14.210000
  0.312746,-13.850000
  0.315434,-13.410000
  0.318123,-12.890000
  0.320811,-12.310000
  0.323499,-11.690000
  0.326187,-11.050000
  0.328875,-10.410000
  0.331563, -9.780000
  0.334252, -9.180000
  0.336940, -8.610000
  0.339628, -8.080000
  0.342316, -7.610000
  0.345004, -7.200000
  0.347692, -6.850000
  0.350381, -6.550000
  0.353069, -6.300000
  0.355757, -6.090000
  0.358445, -5.910000
  0.361133, -5.760000
  0.363821, -5.620000
  0.366509, -5.490000
  0.369198, -5.350000
  0.371886, -5.190000
  0.374574, -5.010000
  0.377262, -4.800000
  0.379950, -4.550000
  0.382639, -4.260000
  0.385327, -3.940000
  0.388015, -3.570000
  0.390703, -3.170000
  0.393391, -2.730000
  0.396079, -2.260000
  0.398767, -1.770000
  0.401456, -1.270000
  0.404144, -0.740000
  0.406832, -0.200000
  0.409520,  0.340000
  0.412208,  0.880000
  0.414897,  1.420000
  0.417585,  1.950000
  0.420273,  2.470000
  0.422961,  2.980000
  0.425649,  3.480000
  0.428337,  3.970000
  0.431025,  4.450000
  0.433714,  4.930000
  0.436402,  5.400000
  0.439090,  5.870000
  0.441778,  6.340000
  0.444466,  6.790000
  0.447155,  7.230000
  0.449843,  7.650000
  0.452531,  8.050000
  0.455219,  8.420000
  0.457907,  8.750000
  0.460595,  9.040000
  0.463283,  9.280000
  0.465972,  9.480000
  0.468660,  9.630000
  0.471348,  9.740000
  0.474036,  9.780000
  0.476724,  9.790000
  0.479413,  9.750000
  0.482101,  9.670000
  0.484789,  9.550000
  0.487477,  9.390000
  0.490165,  9.200000
  0.492853,  8.970000
  0.495541,  8.710000
  0.498230,  8.420000
  0.500918,  8.090000
  0.503606,  7.740000
  0.506294,  7.340000
  0.508982,  6.930000
  0.511670,  6.490000
  0.514359,  6.040000
  0.517047,  5.590000
  0.519735,  5.140000
  0.522423,  4.700000
  0.525111,  4.260000
  0.527800,  3.840000
  0.530488,  3.440000
  0.533176,  3.050000
  0.535864,  2.680000
  0.538552,  2.320000
  0.541240,  1.980000
  0.543928,  1.640000
  0.546617,  1.310000
  0.549305,  1.000000
  0.551993,  0.700000
  0.554681,  0.420000
  0.557369,  0.150000
  0.560058, -0.110000
  0.562746, -0.360000
  0.565434, -0.600000
  0.568122, -0.820000
  0.570810, -1.020000
  0.573498, -1.200000
  0.576186, -1.370000
  0.578875, -1.520000
  0.581563, -1.660000
  0.584251, -1.770000
  0.586939, -1.870000
  0.589627, -1.950000
  0.592316, -2.010000
  0.595004, -2.060000
  0.597692, -2.110000
  0.600380, -2.140000
  0.603068, -2.170000
  0.605756, -2.190000
  0.608444, -2.200000
  0.611133, -2.220000
  0.613821, -2.230000
  0.616509, -2.250000
  0.619197, -2.260000
  0.621885, -2.270000
  0.624574, -2.270000
  0.627262, -2.260000
  0.629950, -2.250000
  0.632638, -2.220000
  0.635326, -2.180000
  0.638014, -2.140000
  0.640702, -2.080000
  0.643391, -2.010000
  0.646079, -1.940000
  0.648767, -1.860000
  0.651455, -1.780000
  0.654143, -1.690000
  0.656832, -1.610000
  0.659520, -1.530000
  0.662208, -1.440000
  0.664896, -1.360000
  0.667584, -1.290000
  0.670272, -1.210000
  0.672960, -1.130000
  0.675649, -1.050000
  0.678337, -0.960000
  0.681025, -0.880000
  0.683713, -0.780000
  0.686401, -0.690000
  0.689090, -0.580000
  0.691778, -0.470000
  0.694466, -0.360000
  0.697154, -0.240000
  0.699842, -0.110000
  0.702530,  0.020000
  0.705219,  0.150000
  0.707907,  0.290000
  0.710595,  0.430000
  0.713283,  0.570000
  0.715971,  0.710000
  0.718659,  0.850000
  0.721347,  0.990000
  0.724036,  1.130000
  0.726724,  1.260000
  0.729412,  1.390000
  0.732100,  1.510000
  0.734788,  1.630000
  0.737477,  1.730000
  0.740165,  1.820000
  0.742853,  1.900000
  0.745541,  1.960000
  0.748229,  2.010000
  0.750917,  2.040000
  0.753605,  2.060000
  0.756294,  2.070000
  0.758982,  2.080000
  0.761670,  2.070000
  0.764358,  2.060000
  0.767046,  2.050000
  0.769735,  2.030000
  0.772423,  2.020000
  0.775111,  2.020000
  0.777799,  2.010000
  0.780487,  1.990000
  0.783175,  1.980000
  0.785863,  1.970000
  0.788552,  1.960000
  0.791240,  1.940000
  0.793928,  1.910000
  0.796616,  1.890000
  0.799304,  1.860000
  0.801993,  1.820000
  0.804681,  1.780000
  0.807369,  1.730000
  0.810057,  1.660000
  0.812745,  1.590000
  0.815433,  1.500000
  0.818121,  1.400000
  0.820810,  1.290000
  0.823498,  1.170000
  0.826186,  1.040000
  0.828874,  0.900000
  0.831562,  0.750000
  0.834251,  0.600000
  0.836939,  0.450000
  0.839627,  0.310000
  0.842315,  0.170000
  0.845003,  0.040000
  0.847691, -0.070000
  0.850379, -0.180000
  0.853068, -0.280000
  0.855756, -0.370000
  0.858444, -0.440000
  0.861132, -0.510000
  0.863820, -0.560000
  0.866509, -0.610000
  0.869197, -0.660000
  0.871885, -0.700000
  0.874573, -0.730000
  0.877261, -0.770000
  0.879949, -0.810000
  0.882638, -0.860000
  0.885326, -0.900000
  0.888014, -0.950000
  0.890702, -1.000000
  0.893390, -1.050000
  0.896078, -1.100000
  0.898766, -1.150000
  0.901455, -1.200000
  0.904143, -1.240000
  0.906831, -1.280000
  0.909519, -1.320000
  0.912207, -1.350000
  0.914896, -1.370000
  0.917584, -1.380000
  0.920272, -1.390000
  0.922960, -1.390000
  0.925648, -1.390000
  0.928336, -1.380000
  0.931025, -1.370000
  0.933713, -1.350000
  0.936401, -1.340000
  0.939089, -1.320000
  0.941777, -1.300000
  0.944465, -1.270000
  0.947153, -1.250000
  0.949842, -1.230000
  0.952530, -1.200000
  0.955218, -1.180000
  0.957906, -1.150000
  0.960594, -1.130000
  0.963282, -1.100000
  0.965971, -1.080000
  0.968659, -1.060000
  0.971347, -1.040000
  0.974035, -1.020000
  0.976723, -1.000000
  0.979412, -0.980000
  0.982100, -0.960000
  0.984788, -0.940000
  0.987476, -0.930000
  0.990164, -0.910000
  0.992852, -0.890000
  0.995541, -0.860000
  0.998229, -0.840000
  1.000917, -0.810000
  1.003605, -0.780000
  1.006293, -0.750000
  1.008981, -0.710000
  1.011669, -0.670000
  1.014358, -0.630000
