# #h[nm], U[kJ/mol]
  0.143065, 43.320000
  0.144943, 37.360000
  0.146820, 31.410000
  0.148698, 25.530000
  0.150575, 19.760000
  0.152453, 14.120000
  0.154330,  8.660000
  0.156208,  3.420000
  0.158085, -1.590000
  0.159963, -6.340000
  0.161840,-10.810000
  0.163718,-15.000000
  0.165595,-18.920000
  0.167473,-22.560000
  0.169350,-25.940000
  0.171228,-29.070000
  0.173105,-31.950000
  0.174983,-34.620000
  0.176860,-37.060000
  0.178738,-39.290000
  0.180615,-41.330000
  0.182493,-43.180000
  0.184371,-44.870000
  0.186248,-46.420000
  0.188126,-47.820000
  0.190003,-49.090000
  0.191881,-50.240000
  0.193758,-51.280000
  0.195636,-52.200000
  0.197513,-53.010000
  0.199391,-53.720000
  0.201268,-54.350000
  0.203146,-54.920000
  0.205023,-55.460000
  0.206901,-55.970000
  0.208778,-56.420000
  0.210656,-56.770000
  0.212533,-56.940000
  0.214411,-56.930000
  0.216288,-56.760000
  0.218166,-56.470000
  0.220043,-56.110000
  0.221921,-55.730000
  0.223798,-55.320000
  0.225676,-54.870000
  0.227553,-54.370000
  0.229431,-53.790000
  0.231308,-53.130000
  0.233186,-52.420000
  0.235063,-51.640000
  0.236941,-50.810000
  0.238818,-49.940000
  0.240696,-49.040000
  0.242573,-48.110000
  0.244451,-47.150000
  0.246328,-46.160000
  0.248206,-45.150000
  0.250083,-44.130000
  0.251961,-43.080000
  0.253839,-42.030000
  0.255716,-40.980000
  0.257594,-39.910000
  0.259471,-38.860000
  0.261349,-37.820000
  0.263226,-36.800000
  0.265104,-35.790000
  0.266981,-34.810000
  0.268859,-33.870000
  0.270736,-32.950000
  0.272614,-32.060000
  0.274491,-31.220000
  0.276369,-30.410000
  0.278246,-29.640000
  0.280124,-28.910000
  0.282001,-28.220000
  0.283879,-27.560000
  0.285756,-26.940000
  0.287634,-26.350000
  0.289511,-25.800000
  0.291389,-25.290000
  0.293266,-24.810000
  0.295144,-24.370000
  0.297021,-23.970000
  0.298899,-23.600000
  0.300776,-23.260000
  0.302654,-22.950000
  0.304531,-22.660000
  0.306409,-22.410000
  0.308286,-22.170000
  0.310164,-21.950000
  0.312041,-21.750000
  0.313919,-21.570000
  0.315796,-21.410000
  0.317674,-21.270000
  0.319551,-21.140000
  0.321429,-21.020000
  0.323307,-20.910000
  0.325184,-20.800000
  0.327062,-20.690000
  0.328939,-20.580000
  0.330817,-20.460000
  0.332694,-20.350000
  0.334572,-20.250000
  0.336449,-20.140000
  0.338327,-20.030000
  0.340204,-19.900000
  0.342082,-19.770000
  0.343959,-19.610000
  0.345837,-19.440000
  0.347714,-19.250000
  0.349592,-19.050000
  0.351469,-18.840000
  0.353347,-18.620000
  0.355224,-18.400000
  0.357102,-18.170000
  0.358979,-17.930000
  0.360857,-17.690000
  0.362734,-17.440000
  0.364612,-17.180000
  0.366489,-16.920000
  0.368367,-16.660000
  0.370244,-16.410000
  0.372122,-16.160000
  0.373999,-15.910000
  0.375877,-15.670000
  0.377754,-15.440000
  0.379632,-15.210000
  0.381509,-14.990000
  0.383387,-14.770000
  0.385264,-14.560000
  0.387142,-14.350000
  0.389019,-14.150000
  0.390897,-13.950000
  0.392775,-13.760000
  0.394652,-13.580000
  0.396530,-13.400000
  0.398407,-13.240000
  0.400285,-13.080000
  0.402162,-12.920000
  0.404040,-12.770000
  0.405917,-12.610000
  0.407795,-12.450000
  0.409672,-12.290000
  0.411550,-12.110000
  0.413427,-11.920000
  0.415305,-11.720000
  0.417182,-11.500000
  0.419060,-11.270000
  0.420937,-11.020000
  0.422815,-10.750000
  0.424692,-10.480000
  0.426570,-10.190000
  0.428447, -9.900000
  0.430325, -9.600000
  0.432202, -9.310000
  0.434080, -9.010000
  0.435957, -8.710000
  0.437835, -8.410000
  0.439712, -8.120000
  0.441590, -7.830000
  0.443467, -7.540000
  0.445345, -7.250000
  0.447222, -6.970000
  0.449100, -6.700000
  0.450977, -6.430000
  0.452855, -6.170000
  0.454732, -5.910000
  0.456610, -5.670000
  0.458487, -5.420000
  0.460365, -5.190000
  0.462243, -4.970000
  0.464120, -4.770000
  0.465998, -4.570000
  0.467875, -4.390000
  0.469753, -4.220000
  0.471630, -4.060000
  0.473508, -3.930000
  0.475385, -3.820000
  0.477263, -3.730000
  0.479140, -3.670000
  0.481018, -3.630000
  0.482895, -3.610000
  0.484773, -3.620000
  0.486650, -3.650000
  0.488528, -3.690000
  0.490405, -3.750000
  0.492283, -3.820000
  0.494160, -3.910000
  0.496038, -3.990000
  0.497915, -4.070000
  0.499793, -4.140000
  0.501670, -4.200000
  0.503548, -4.250000
  0.505425, -4.280000
  0.507303, -4.280000
  0.509180, -4.270000
  0.511058, -4.240000
  0.512935, -4.190000
  0.514813, -4.120000
  0.516690, -4.040000
  0.518568, -3.940000
  0.520445, -3.830000
  0.522323, -3.720000
  0.524200, -3.600000
  0.526078, -3.470000
  0.527955, -3.340000
  0.529833, -3.210000
  0.531711, -3.080000
  0.533588, -2.950000
  0.535466, -2.820000
  0.537343, -2.690000
  0.539221, -2.570000
  0.541098, -2.460000
  0.542976, -2.350000
  0.544853, -2.250000
  0.546731, -2.140000
  0.548608, -2.040000
  0.550486, -1.940000
  0.552363, -1.830000
  0.554241, -1.720000
  0.556118, -1.610000
  0.557996, -1.490000
  0.559873, -1.380000
  0.561751, -1.260000
  0.563628, -1.160000
  0.565506, -1.060000
  0.567383, -0.970000
  0.569261, -0.890000
  0.571138, -0.820000
  0.573016, -0.760000
  0.574893, -0.710000
  0.576771, -0.670000
  0.578648, -0.640000
