# #h[nm], U[kJ/mol]
  0.139883, 63.170000
  0.142040, 56.780000
  0.144197, 50.330000
  0.146354, 43.890000
  0.148511, 37.490000
  0.150668, 31.190000
  0.152824, 25.050000
  0.154981, 19.100000
  0.157138, 13.400000
  0.159295,  8.000000
  0.161452,  2.930000
  0.163609, -1.790000
  0.165765, -6.130000
  0.167922,-10.100000
  0.170079,-13.710000
  0.172236,-16.980000
  0.174393,-19.940000
  0.176550,-22.610000
  0.178707,-25.040000
  0.180863,-27.240000
  0.183020,-29.220000
  0.185177,-31.000000
  0.187334,-32.600000
  0.189491,-34.020000
  0.191648,-35.300000
  0.193804,-36.450000
  0.195961,-37.500000
  0.198118,-38.460000
  0.200275,-39.370000
  0.202432,-40.200000
  0.204589,-40.940000
  0.206745,-41.570000
  0.208902,-42.040000
  0.211059,-42.330000
  0.213216,-42.450000
  0.215373,-42.410000
  0.217530,-42.250000
  0.219686,-42.010000
  0.221843,-41.720000
  0.224000,-41.390000
  0.226157,-41.020000
  0.228314,-40.620000
  0.230471,-40.160000
  0.232627,-39.630000
  0.234784,-39.010000
  0.236941,-38.300000
  0.239098,-37.510000
  0.241255,-36.630000
  0.243412,-35.700000
  0.245568,-34.710000
  0.247725,-33.700000
  0.249882,-32.680000
  0.252039,-31.680000
  0.254196,-30.710000
  0.256353,-29.760000
  0.258510,-28.860000
  0.260666,-27.990000
  0.262823,-27.150000
  0.264980,-26.350000
  0.267137,-25.590000
  0.269294,-24.860000
  0.271451,-24.170000
  0.273607,-23.520000
  0.275764,-22.930000
  0.277921,-22.400000
  0.280078,-21.920000
  0.282235,-21.520000
  0.284392,-21.200000
  0.286548,-20.930000
  0.288705,-20.720000
  0.290862,-20.550000
  0.293019,-20.430000
  0.295176,-20.320000
  0.297333,-20.230000
  0.299489,-20.150000
  0.301646,-20.080000
  0.303803,-20.010000
  0.305960,-19.960000
  0.308117,-19.910000
  0.310274,-19.890000
  0.312430,-19.870000
  0.314587,-19.860000
  0.316744,-19.840000
  0.318901,-19.800000
  0.321058,-19.740000
  0.323215,-19.640000
  0.325372,-19.510000
  0.327528,-19.330000
  0.329685,-19.130000
  0.331842,-18.890000
  0.333999,-18.630000
  0.336156,-18.350000
  0.338313,-18.060000
  0.340469,-17.760000
  0.342626,-17.470000
  0.344783,-17.180000
  0.346940,-16.880000
  0.349097,-16.590000
  0.351254,-16.310000
  0.353410,-16.020000
  0.355567,-15.740000
  0.357724,-15.460000
  0.359881,-15.180000
  0.362038,-14.910000
  0.364195,-14.640000
  0.366351,-14.380000
  0.368508,-14.130000
  0.370665,-13.890000
  0.372822,-13.670000
  0.374979,-13.460000
  0.377136,-13.270000
  0.379292,-13.090000
  0.381449,-12.910000
  0.383606,-12.740000
  0.385763,-12.580000
  0.387920,-12.420000
  0.390077,-12.250000
  0.392234,-12.080000
  0.394390,-11.910000
  0.396547,-11.730000
  0.398704,-11.530000
  0.400861,-11.330000
  0.403018,-11.120000
  0.405175,-10.880000
  0.407331,-10.620000
  0.409488,-10.340000
  0.411645,-10.030000
  0.413802, -9.690000
  0.415959, -9.320000
  0.418116, -8.930000
  0.420272, -8.530000
  0.422429, -8.140000
  0.424586, -7.750000
  0.426743, -7.400000
  0.428900, -7.080000
  0.431057, -6.810000
  0.433213, -6.570000
  0.435370, -6.380000
  0.437527, -6.210000
  0.439684, -6.070000
  0.441841, -5.940000
  0.443998, -5.830000
  0.446154, -5.750000
  0.448311, -5.660000
  0.450468, -5.600000
  0.452625, -5.540000
  0.454782, -5.490000
  0.456939, -5.430000
  0.459096, -5.350000
  0.461252, -5.250000
  0.463409, -5.120000
  0.465566, -4.950000
  0.467723, -4.740000
  0.469880, -4.490000
  0.472037, -4.200000
  0.474193, -3.870000
  0.476350, -3.530000
  0.478507, -3.170000
  0.480664, -2.820000
  0.482821, -2.480000
  0.484978, -2.170000
  0.487134, -1.900000
  0.489291, -1.670000
  0.491448, -1.480000
  0.493605, -1.330000
  0.495762, -1.230000
  0.497919, -1.170000
  0.500075, -1.140000
  0.502232, -1.150000
  0.504389, -1.180000
  0.506546, -1.240000
  0.508703, -1.310000
  0.510860, -1.400000
  0.513016, -1.510000
  0.515173, -1.610000
  0.517330, -1.730000
  0.519487, -1.840000
  0.521644, -1.950000
  0.523801, -2.050000
  0.525958, -2.140000
  0.528114, -2.210000
  0.530271, -2.260000
  0.532428, -2.280000
  0.534585, -2.280000
  0.536742, -2.260000
  0.538899, -2.220000
  0.541055, -2.160000
  0.543212, -2.090000
  0.545369, -2.000000
  0.547526, -1.900000
  0.549683, -1.800000
  0.551840, -1.690000
  0.553996, -1.580000
  0.556153, -1.470000
  0.558310, -1.350000
  0.560467, -1.240000
  0.562624, -1.120000
