# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos SER and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.138800, 80.885817
  0.140815, 75.420539
  0.142830, 69.936401
  0.144845, 64.458851
  0.146860, 59.027926
  0.148875, 53.671275
  0.150891, 48.423790
  0.152906, 43.314747
  0.154921, 38.371809
  0.156936, 33.622365
  0.158951, 29.090080
  0.160966, 24.793671
  0.162981, 20.748194
  0.164996, 16.965884
  0.167011, 13.450930
  0.169027, 10.204414
  0.171042,  7.225629
  0.173057,  4.507190
  0.175072,  2.045986
  0.177087, -0.173956
  0.179102, -2.161594
  0.181117, -3.933208
  0.183132, -5.506525
  0.185148, -6.896897
  0.187163, -8.124338
  0.189178, -9.213329
  0.191193,-10.175323
  0.193208,-11.025242
  0.195223,-11.773884
  0.197238,-12.435096
  0.199253,-13.015800
  0.201268,-13.529914
  0.203284,-13.992797
  0.205299,-14.430886
  0.207314,-14.863757
  0.209329,-15.297627
  0.211344,-15.719393
  0.213359,-16.081036
  0.215374,-16.322706
  0.217389,-16.409874
  0.219404,-16.343805
  0.221420,-16.164214
  0.223435,-15.936383
  0.225450,-15.706365
  0.227465,-15.498271
  0.229480,-15.306362
  0.231495,-15.108403
  0.233510,-14.883227
  0.235525,-14.618868
  0.237541,-14.305133
  0.239556,-13.943592
  0.241571,-13.537849
  0.243586,-13.094859
  0.245601,-12.626207
  0.247616,-12.138793
  0.249631,-11.648144
  0.251646,-11.159782
  0.253661,-10.686192
  0.255677,-10.235576
  0.257692, -9.815058
  0.259707, -9.431966
  0.261722, -9.079644
  0.263737, -8.765356
  0.265752, -8.487241
  0.267767, -8.240401
  0.269782, -8.025615
  0.271797, -7.835494
  0.273813, -7.669657
  0.275828, -7.519448
  0.277843, -7.386684
  0.279858, -7.260615
  0.281873, -7.142474
  0.283888, -7.025832
  0.285903, -6.913825
  0.287918, -6.791596
  0.289934, -6.664357
  0.291949, -6.528180
  0.293964, -6.380083
  0.295979, -6.219471
  0.297994, -6.041490
  0.300009, -5.849494
  0.302024, -5.640849
  0.304039, -5.411123
  0.306054, -5.162454
  0.308070, -4.890737
  0.310085, -4.598622
  0.312100, -4.288283
  0.314115, -3.959472
  0.316130, -3.612865
  0.318145, -3.247506
  0.320160, -2.871266
  0.322175, -2.481618
  0.324190, -2.082886
  0.326206, -1.682690
  0.328221, -1.278681
  0.330236, -0.877878
  0.332251, -0.474772
  0.334266, -0.079362
  0.336281,  0.307792
  0.338296,  0.689951
  0.340311,  1.065451
  0.342327,  1.429041
  0.344342,  1.786754
  0.346357,  2.135320
  0.348372,  2.476102
  0.350387,  2.808094
  0.352402,  3.133021
  0.354417,  3.447778
  0.356432,  3.757135
  0.358447,  4.053847
  0.360463,  4.341782
  0.362478,  4.613819
  0.364493,  4.878503
  0.366508,  5.126785
  0.368523,  5.357972
  0.370538,  5.577822
  0.372553,  5.781053
  0.374568,  5.968866
  0.376583,  6.137703
  0.378599,  6.291811
  0.380614,  6.426425
  0.382629,  6.544765
  0.384644,  6.645108
  0.386659,  6.733442
  0.388674,  6.803184
  0.390689,  6.858182
  0.392704,  6.901445
  0.394720,  6.928762
  0.396735,  6.945655
  0.398750,  6.954455
  0.400765,  6.951821
  0.402780,  6.937526
  0.404795,  6.915399
  0.406810,  6.885431
  0.408825,  6.841131
  0.410840,  6.787339
  0.412856,  6.723957
  0.414871,  6.649022
  0.416886,  6.558733
  0.418901,  6.455581
  0.420916,  6.340243
  0.422931,  6.211237
  0.424946,  6.064010
  0.426961,  5.900778
  0.428976,  5.722979
  0.430992,  5.528717
  0.433007,  5.318656
  0.435022,  5.095196
  0.437037,  4.856493
  0.439052,  4.607118
  0.441067,  4.341634
  0.443082,  4.068133
  0.445097,  3.788106
  0.447113,  3.501896
  0.449128,  3.210418
  0.451143,  2.915894
  0.453158,  2.621285
  0.455173,  2.325440
  0.457188,  2.033866
  0.459203,  1.743712
  0.461218,  1.461090
  0.463233,  1.183347
  0.465249,  0.910568
  0.467264,  0.644307
  0.469279,  0.388720
  0.471294,  0.145471
  0.473309, -0.092530
  0.475324, -0.317689
  0.477339, -0.531406
  0.479354, -0.729272
  0.481369, -0.911965
  0.483385, -1.079415
  0.485400, -1.229434
  0.487415, -1.363999
  0.489430, -1.481173
  0.491445, -1.576987
  0.493460, -1.659700
  0.495475, -1.723189
  0.497490, -1.773532
  0.499506, -1.806290
  0.501521, -1.827236
  0.503536, -1.836512
  0.505551, -1.833855
  0.507566, -1.824192
  0.509581, -1.807929
  0.511596, -1.789002
  0.513611, -1.764685
  0.515626, -1.735928
  0.517642, -1.706035
  0.519657, -1.677072
  0.521672, -1.646825
  0.523687, -1.618400
  0.525702, -1.593807
  0.527717, -1.570548
  0.529732, -1.549395
  0.531747, -1.529235
  0.533762, -1.510382
  0.535778, -1.493772
  0.537793, -1.478093
  0.539808, -1.465099
  0.541823, -1.453077
  0.543838, -1.446552
  0.545853, -1.438852
  0.547868, -1.433061
  0.549883, -1.428285
  0.551899, -1.425808
  0.553914, -1.425037
  0.555929, -1.422242
  0.557944, -1.420734
  0.559959, -1.420592
  0.561974, -1.418177
  0.563989, -1.418735
  0.566004, -1.418947
  0.568019, -1.418028
  0.570035, -1.414895
  0.572050, -1.410044
  0.574065, -1.403188
  0.576080, -1.388686
  0.578095, -1.374689
  0.580110, -1.354304
  0.582125, -1.332590
  0.584140, -1.305194
  0.586155, -1.272965
  0.588171, -1.235028
  0.590186, -1.187979
  0.592201, -1.139231
  0.594216, -1.083909
  0.596231, -1.023672
  0.598246, -0.958502
  0.600261, -0.888419
  0.602276, -0.815997
  0.604291, -0.736429
  0.606307, -0.656595
  0.608322, -0.573101
  0.610337, -0.486228
  0.612352, -0.400212
  0.614367, -0.312209
  0.616382, -0.220023
  0.618397, -0.125855
  0.620412, -0.037808
  0.622428,  0.052334
  0.624443,  0.141893
  0.626458,  0.231378
  0.628473,  0.317070
  0.630488,  0.401814
  0.632503,  0.481428
  0.634518,  0.561848
  0.636533,  0.637232
  0.638548,  0.712473
  0.640564,  0.781693
  0.642579,  0.848935
  0.644594,  0.910812
  0.646609,  0.972474
  0.648624,  1.027335
  0.650639,  1.079208
  0.652654,  1.127794
  0.654669,  1.171121
  0.656684,  1.209851
  0.658700,  1.246954
  0.660715,  1.279441
  0.662730,  1.308757
  0.664745,  1.333461
  0.666760,  1.355201
  0.668775,  1.374226
  0.670790,  1.392384
  0.672805,  1.406507
  0.674821,  1.417999
  0.676836,  1.426543
  0.678851,  1.433780
  0.680866,  1.438930
  0.682881,  1.439684
  0.684896,  1.439569
  0.686911,  1.438576
  0.688926,  1.435757
  0.690941,  1.432801
  0.692957,  1.426038
  0.694972,  1.417108
  0.696987,  1.407333
  0.699002,  1.394366
  0.701017,  1.378500
  0.703032,  1.361960
  0.705047,  1.343754
  0.707062,  1.324583
  0.709077,  1.305134
  0.711093,  1.282016
  0.713108,  1.259980
  0.715123,  1.232915
  0.717138,  1.206006
  0.719153,  1.176121
  0.721168,  1.147283
