# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos ARG and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.174190, 25.208546
  0.175811, 18.579760
  0.177433, 12.018235
  0.179054,  5.564327
  0.180676, -0.746886
  0.182298, -6.871719
  0.183919,-12.770704
  0.185541,-18.401335
  0.187163,-23.728858
  0.188784,-28.711760
  0.190406,-33.324271
  0.192028,-37.554696
  0.193649,-41.403539
  0.195271,-44.881654
  0.196893,-48.013461
  0.198514,-50.831240
  0.200136,-53.370432
  0.201758,-55.666697
  0.203379,-57.757808
  0.205001,-59.674639
  0.206623,-61.450532
  0.208244,-63.116019
  0.209866,-64.690907
  0.211488,-66.186847
  0.213109,-67.607017
  0.214731,-68.947218
  0.216353,-70.194768
  0.217974,-71.331498
  0.219596,-72.343902
  0.221218,-73.211922
  0.222839,-73.911801
  0.224461,-74.417473
  0.226083,-74.710677
  0.227704,-74.796663
  0.229326,-74.704664
  0.230948,-74.492292
  0.232569,-74.216027
  0.234191,-73.912680
  0.235813,-73.581493
  0.237434,-73.190225
  0.239056,-72.707569
  0.240678,-72.102623
  0.242299,-71.375058
  0.243921,-70.561051
  0.245543,-69.707306
  0.247164,-68.871653
  0.248786,-68.097145
  0.250408,-67.401067
  0.252029,-66.784016
  0.253651,-66.218474
  0.255273,-65.668128
  0.256894,-65.100238
  0.258516,-64.492183
  0.260138,-63.828532
  0.261759,-63.103755
  0.263381,-62.321807
  0.265003,-61.493920
  0.266624,-60.630736
  0.268246,-59.762540
  0.269867,-58.892816
  0.271489,-58.066746
  0.273111,-57.288009
  0.274732,-56.581454
  0.276354,-55.963622
  0.277976,-55.435766
  0.279597,-54.987175
  0.281219,-54.615862
  0.282841,-54.296303
  0.284462,-54.000855
  0.286084,-53.710749
  0.287706,-53.398290
  0.289327,-53.036054
  0.290949,-52.628596
  0.292571,-52.166418
  0.294192,-51.650432
  0.295814,-51.085950
  0.297436,-50.473210
  0.299057,-49.820361
  0.300679,-49.122878
  0.302301,-48.391381
  0.303922,-47.619477
  0.305544,-46.810611
  0.307166,-45.964512
  0.308787,-45.083397
  0.310409,-44.174929
  0.312031,-43.241686
  0.313652,-42.299579
  0.315274,-41.344842
  0.316896,-40.402377
  0.318517,-39.473313
  0.320139,-38.571762
  0.321761,-37.708140
  0.323382,-36.883335
  0.325004,-36.106109
  0.326626,-35.383934
  0.328247,-34.711097
  0.329869,-34.091636
  0.331491,-33.525929
  0.333112,-33.012243
  0.334734,-32.546676
  0.336356,-32.124049
  0.337977,-31.733138
  0.339599,-31.376711
  0.341221,-31.050094
  0.342842,-30.744970
  0.344464,-30.467233
  0.346086,-30.212244
  0.347707,-29.978246
  0.349329,-29.762214
  0.350951,-29.563910
  0.352572,-29.375362
  0.354194,-29.197459
  0.355816,-29.015622
  0.357437,-28.834376
  0.359059,-28.643196
  0.360681,-28.447430
  0.362302,-28.242245
  0.363924,-28.029626
  0.365545,-27.811060
  0.367167,-27.594443
  0.368789,-27.379853
  0.370410,-27.165870
  0.372032,-26.951242
  0.373654,-26.733620
  0.375275,-26.506153
  0.376897,-26.272551
  0.378519,-26.023497
  0.380140,-25.757424
  0.381762,-25.478151
  0.383384,-25.179672
  0.385005,-24.864645
  0.386627,-24.535726
  0.388249,-24.194138
  0.389870,-23.844147
  0.391492,-23.486867
  0.393114,-23.126387
  0.394735,-22.767431
  0.396357,-22.402221
  0.397979,-22.032533
  0.399600,-21.657472
  0.401222,-21.280128
  0.402844,-20.893493
  0.404465,-20.502491
  0.406087,-20.107428
  0.407709,-19.715443
  0.409330,-19.326695
  0.410952,-18.944693
  0.412574,-18.583163
  0.414195,-18.238268
  0.415817,-17.912104
  0.417439,-17.607131
  0.419060,-17.313941
  0.420682,-17.036339
  0.422304,-16.770157
  0.423925,-16.512296
  0.425547,-16.257787
  0.427169,-16.004491
  0.428790,-15.754039
  0.430412,-15.505895
  0.432034,-15.256342
  0.433655,-15.010141
  0.435277,-14.767976
  0.436899,-14.528403
  0.438520,-14.296996
  0.440142,-14.075971
  0.441764,-13.863950
  0.443385,-13.658893
  0.445007,-13.460153
  0.446629,-13.271880
  0.448250,-13.083587
  0.449872,-12.897863
  0.451494,-12.712957
  0.453115,-12.523600
  0.454737,-12.336892
  0.456358,-12.148983
  0.457980,-11.957783
  0.459602,-11.766487
  0.461223,-11.580235
  0.462845,-11.397439
  0.464467,-11.220306
  0.466088,-11.048814
  0.467710,-10.885955
  0.469332,-10.726736
  0.470953,-10.580868
  0.472575,-10.432470
  0.474197,-10.289722
  0.475818,-10.146690
  0.477440,-10.006890
  0.479062, -9.864259
  0.480683, -9.714162
  0.482305, -9.553745
  0.483927, -9.385831
  0.485548, -9.203607
  0.487170, -9.016012
  0.488792, -8.813867
  0.490413, -8.608310
  0.492035, -8.395015
  0.493657, -8.179560
  0.495278, -7.968712
  0.496900, -7.767580
  0.498522, -7.571299
  0.500143, -7.391116
  0.501765, -7.231217
  0.503387, -7.092516
  0.505008, -6.980762
  0.506630, -6.896232
  0.508252, -6.841170
  0.509873, -6.820134
  0.511495, -6.827099
  0.513117, -6.858766
  0.514738, -6.920969
  0.516360, -7.005491
  0.517982, -7.117053
  0.519603, -7.247843
  0.521225, -7.398411
  0.522847, -7.562096
  0.524468, -7.734594
  0.526090, -7.911046
  0.527712, -8.092295
  0.529333, -8.269639
  0.530955, -8.449505
  0.532577, -8.618787
  0.534198, -8.782197
  0.535820, -8.936518
  0.537442, -9.080343
  0.539063, -9.213669
  0.540685, -9.335219
  0.542307, -9.447275
  0.543928, -9.545684
  0.545550, -9.626866
  0.547172, -9.695266
  0.548793, -9.749359
  0.550415, -9.786354
  0.552036, -9.806697
  0.553658, -9.810627
  0.555280, -9.801901
  0.556901, -9.777915
  0.558523, -9.743631
  0.560145, -9.699145
  0.561766, -9.648460
  0.563388, -9.595441
  0.565010, -9.537334
  0.566631, -9.479643
  0.568253, -9.421308
  0.569875, -9.363808
  0.571496, -9.301278
  0.573118, -9.237883
  0.574740, -9.174711
  0.576361, -9.103465
  0.577983, -9.028806
  0.579605, -8.946880
  0.581226, -8.856456
  0.582848, -8.757967
  0.584470, -8.651787
  0.586091, -8.534539
  0.587713, -8.410890
  0.589335, -8.283064
  0.590956, -8.148395
  0.592578, -8.011626
  0.594200, -7.874439
  0.595821, -7.741133
  0.597443, -7.609945
  0.599065, -7.484931
  0.600686, -7.368199
  0.602308, -7.250597
  0.603930, -7.143520
  0.605551, -7.037619
  0.607173, -6.934042
  0.608795, -6.836262
  0.610416, -6.739835
  0.612038, -6.644797
  0.613660, -6.544943
  0.615281, -6.448399
  0.616903, -6.353387
  0.618525, -6.261382
  0.620146, -6.172032
  0.621768, -6.083586
  0.623390, -5.997866
  0.625011, -5.921394
  0.626633, -5.852634
  0.628255, -5.788547
  0.629876, -5.733384
  0.631498, -5.685065
  0.633120, -5.643530
  0.634741, -5.610856
  0.636363, -5.586787
  0.637985, -5.567551
  0.639606, -5.558509
  0.641228, -5.559713
  0.642849, -5.566544
  0.644471, -5.579909
  0.646093, -5.596984
  0.647714, -5.618007
  0.649336, -5.638453
  0.650958, -5.663889
  0.652579, -5.691423
  0.654201, -5.718423
  0.655823, -5.742253
  0.657444, -5.766727
  0.659066, -5.785373
  0.660688, -5.801863
  0.662309, -5.812487
  0.663931, -5.817659
  0.665553, -5.822459
  0.667174, -5.821973
  0.668796, -5.812258
  0.670418, -5.795604
  0.672039, -5.770915
  0.673661, -5.741811
  0.675283, -5.706404
  0.676904, -5.665415
  0.678526, -5.623193
  0.680148, -5.578351
  0.681769, -5.527300
  0.683391, -5.471018
  0.685013, -5.412382
  0.686634, -5.352104
  0.688256, -5.296041
  0.689878, -5.232735
  0.691499, -5.170441
  0.693121, -5.104107
  0.694743, -5.037034
  0.696364, -4.967877
  0.697986, -4.896799
  0.699608, -4.823072
  0.701229, -4.746044
  0.702851, -4.671809
  0.704473, -4.594648
  0.706094, -4.515198
  0.707716, -4.437875
  0.709338, -4.359499
  0.710959, -4.282193
  0.712581, -4.205472
  0.714203, -4.127919
  0.715824, -4.056033
  0.717446, -3.984092
  0.719068, -3.910971
  0.720689, -3.841760
  0.722311, -3.769604
  0.723933, -3.695855
  0.725554, -3.623314
  0.727176, -3.550034
  0.728798, -3.478951
  0.730419, -3.409853
  0.732041, -3.339833
  0.733662, -3.269987
  0.735284, -3.202220
  0.736906, -3.136083
  0.738527, -3.073711
  0.740149, -3.013187
  0.741771, -2.955980
  0.743392, -2.898081
  0.745014, -2.845390
  0.746636, -2.792500
  0.748257, -2.740524
  0.749879, -2.695410
  0.751501, -2.651474
  0.753122, -2.606126
  0.754744, -2.564027
  0.756366, -2.517734
  0.757987, -2.473786
  0.759609, -2.432045
  0.761231, -2.388867
  0.762852, -2.345041
  0.764474, -2.302922
  0.766096, -2.258245
  0.767717, -2.215546
  0.769339, -2.172492
  0.770961, -2.133845
  0.772582, -2.092122
  0.774204, -2.051210
  0.775826, -2.013585
  0.777447, -1.976821
  0.779069, -1.941497
  0.780691, -1.908582
  0.782312, -1.878337
  0.783934, -1.849357
  0.785556, -1.824513
  0.787177, -1.797318
  0.788799, -1.772565
  0.790421, -1.749226
  0.792042, -1.727686
  0.793664, -1.706305
  0.795286, -1.686906
  0.796907, -1.668638
  0.798529, -1.652948
  0.800151, -1.637584
  0.801772, -1.623757
  0.803394, -1.610195
  0.805016, -1.598178
  0.806637, -1.584032
  0.808259, -1.572150
  0.809881, -1.561529
  0.811502, -1.553159
  0.813124, -1.543633
  0.814746, -1.532081
  0.816367, -1.523480
  0.817989, -1.514497
  0.819611, -1.504111
  0.821232, -1.494987
  0.822854, -1.486966
  0.824476, -1.478325
  0.826097, -1.470994
  0.827719, -1.461899
  0.829340, -1.453066
  0.830962, -1.449301
  0.832584, -1.445313
  0.834205, -1.437791
  0.835827, -1.435814
  0.837449, -1.432633
  0.839070, -1.432040
  0.840692, -1.431649
  0.842314, -1.434148
  0.843935, -1.436356
  0.845557, -1.441797
  0.847179, -1.446347
  0.848800, -1.451782
  0.850422, -1.460387
  0.852044, -1.463631
  0.853665, -1.469332
  0.855287, -1.473336
  0.856909, -1.474943
  0.858530, -1.476995
  0.860152, -1.479014
  0.861774, -1.479993
  0.863395, -1.478328
  0.865017, -1.472658
  0.866639, -1.464618
  0.868260, -1.455445
  0.869882, -1.442805
  0.871504, -1.426465
  0.873125, -1.408217
  0.874747, -1.385192
  0.876369, -1.357957
  0.877990, -1.328049
  0.879612, -1.295787
  0.881234, -1.257782
  0.882855, -1.214447
  0.884477, -1.173322
  0.886099, -1.132737
  0.887720, -1.097607
  0.889342, -1.064372
  0.890964, -1.039279
  0.892585, -1.020906
  0.894207, -1.007504
  0.895829, -1.002404
  0.897450, -1.005688
  0.899072, -1.018498
  0.900694, -1.037317
  0.902315, -1.059343
  0.903937, -1.085620
  0.905559, -1.113260
  0.907180, -1.143354
  0.908802, -1.169571
