# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos LEU and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.143893, 98.218389
  0.145762, 94.604252
  0.147631, 90.895526
  0.149500, 87.099744
  0.151369, 83.224624
  0.153238, 79.279496
  0.155107, 75.282393
  0.156976, 71.243742
  0.158845, 67.178110
  0.160714, 63.103373
  0.162583, 59.038727
  0.164452, 55.004054
  0.166321, 51.017282
  0.168190, 47.100120
  0.170059, 43.273319
  0.171928, 39.554984
  0.173797, 35.964399
  0.175666, 32.526185
  0.177535, 29.252663
  0.179404, 26.161603
  0.181273, 23.258520
  0.183142, 20.553305
  0.185011, 18.049838
  0.186880, 15.747863
  0.188749, 13.646239
  0.190618, 11.740588
  0.192487, 10.024739
  0.194356,  8.489952
  0.196225,  7.126359
  0.198094,  5.927092
  0.199963,  4.878492
  0.201832,  3.968187
  0.203701,  3.180260
  0.205570,  2.501993
  0.207439,  1.913399
  0.209308,  1.401525
  0.211177,  0.949992
  0.213046,  0.544310
  0.214915,  0.177654
  0.216784, -0.153772
  0.218653, -0.455148
  0.220522, -0.724666
  0.222391, -0.962921
  0.224260, -1.162944
  0.226129, -1.323402
  0.227998, -1.446133
  0.229867, -1.527161
  0.231736, -1.570893
  0.233605, -1.583621
  0.235474, -1.567416
  0.237343, -1.531041
  0.239212, -1.480336
  0.241081, -1.418977
  0.242950, -1.352198
  0.244819, -1.279805
  0.246688, -1.202950
  0.248557, -1.115628
  0.250426, -1.013497
  0.252295, -0.893522
  0.254164, -0.749074
  0.256033, -0.577006
  0.257902, -0.372324
  0.259771, -0.135679
  0.261640,  0.133848
  0.263509,  0.428503
  0.265378,  0.745641
  0.267247,  1.080013
  0.269116,  1.425922
  0.270985,  1.771710
  0.272854,  2.123067
  0.274723,  2.473000
  0.276592,  2.817252
  0.278461,  3.158191
  0.280330,  3.501138
  0.282199,  3.837841
  0.284068,  4.174258
  0.285937,  4.508670
  0.287806,  4.849455
  0.289675,  5.193406
  0.291544,  5.539200
  0.293413,  5.888551
  0.295282,  6.237688
  0.297151,  6.593743
  0.299020,  6.948425
  0.300889,  7.298960
  0.302758,  7.648626
  0.304627,  7.994410
  0.306496,  8.337508
  0.308365,  8.672361
  0.310234,  8.999550
  0.312103,  9.315697
  0.313972,  9.621007
  0.315841,  9.911774
  0.317710, 10.189601
  0.319579, 10.456941
  0.321448, 10.710268
  0.323317, 10.946372
  0.325186, 11.171244
  0.327055, 11.379844
  0.328924, 11.579046
  0.330793, 11.764197
  0.332662, 11.938822
  0.334531, 12.099191
  0.336400, 12.252267
  0.338269, 12.393100
  0.340138, 12.525471
  0.342007, 12.647268
  0.343876, 12.761839
  0.345745, 12.865231
  0.347614, 12.962504
  0.349483, 13.050971
  0.351352, 13.132932
  0.353221, 13.205468
  0.355090, 13.274257
  0.356959, 13.333880
