# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos GLN and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.164428, 46.104021
  0.166488, 38.703732
  0.168549, 31.444529
  0.170609, 24.396228
  0.172670, 17.620775
  0.174730, 11.174894
  0.176791,  5.111324
  0.178851, -0.528030
  0.180912, -5.714485
  0.182972,-10.425874
  0.185033,-14.663146
  0.187094,-18.443200
  0.189154,-21.808327
  0.191215,-24.810298
  0.193275,-27.512870
  0.195336,-29.967298
  0.197396,-32.215060
  0.199457,-34.273694
  0.201517,-36.144260
  0.203578,-37.827304
  0.205638,-39.326083
  0.207699,-40.654360
  0.209759,-41.826971
  0.211820,-42.853785
  0.213880,-43.746927
  0.215941,-44.517993
  0.218001,-45.174611
  0.220062,-45.718642
  0.222122,-46.137002
  0.224183,-46.408423
  0.226243,-46.504743
  0.228304,-46.417930
  0.230365,-46.169120
  0.232425,-45.798103
  0.234486,-45.356767
  0.236546,-44.890355
  0.238607,-44.431189
  0.240667,-43.988330
  0.242728,-43.574360
  0.244788,-43.162546
  0.246849,-42.763460
  0.248909,-42.356552
  0.250970,-41.948730
  0.253030,-41.545661
  0.255091,-41.142036
  0.257151,-40.735827
  0.259212,-40.320977
  0.261272,-39.871612
  0.263333,-39.387271
  0.265393,-38.844078
  0.267454,-38.248752
  0.269514,-37.607456
  0.271575,-36.931108
  0.273636,-36.234563
  0.275696,-35.525404
  0.277757,-34.812115
  0.279817,-34.098036
  0.281878,-33.379653
  0.283938,-32.657740
  0.285999,-31.936171
  0.288059,-31.227791
  0.290120,-30.542025
  0.292180,-29.879974
  0.294241,-29.254903
  0.296301,-28.667839
  0.298362,-28.134320
  0.300422,-27.655664
  0.302483,-27.248051
  0.304543,-26.897652
  0.306604,-26.598980
  0.308664,-26.336453
  0.310725,-26.090271
  0.312785,-25.837142
  0.314846,-25.555133
  0.316907,-25.229396
  0.318967,-24.852780
  0.321028,-24.421267
  0.323088,-23.945422
  0.325149,-23.430727
  0.327209,-22.884693
  0.329270,-22.325308
  0.331330,-21.755181
  0.333391,-21.186219
  0.335451,-20.628039
  0.337512,-20.086473
  0.339572,-19.565245
  0.341633,-19.069011
  0.343693,-18.599424
  0.345754,-18.155275
  0.347814,-17.742591
  0.349875,-17.354563
  0.351935,-16.987918
  0.353996,-16.631543
  0.356056,-16.284790
  0.358117,-15.937991
  0.360178,-15.575729
  0.362238,-15.197899
  0.364299,-14.791820
  0.366359,-14.363346
  0.368420,-13.911530
  0.370480,-13.443211
  0.372541,-12.976025
  0.374601,-12.509443
  0.376662,-12.051213
  0.378722,-11.612106
  0.380783,-11.193103
  0.382843,-10.797893
  0.384904,-10.420564
  0.386964,-10.068234
  0.389025, -9.737767
  0.391085, -9.429834
  0.393146, -9.148177
  0.395206, -8.895635
