# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos PHE and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.170433, 48.844518
  0.172221, 41.793522
  0.174009, 34.843727
  0.175798, 28.060433
  0.177586, 21.498289
  0.179375, 15.217113
  0.181163,  9.257621
  0.182952,  3.658472
  0.184740, -1.561169
  0.186528, -6.395100
  0.188317,-10.850514
  0.190105,-14.941554
  0.191894,-18.682361
  0.193682,-22.095394
  0.195471,-25.201012
  0.197259,-28.015458
  0.199047,-30.560467
  0.200836,-32.856929
  0.202624,-34.936932
  0.204413,-36.828461
  0.206201,-38.552076
  0.207990,-40.132398
  0.209778,-41.589483
  0.211567,-42.933730
  0.213355,-44.170712
  0.215143,-45.303062
  0.216932,-46.323845
  0.218720,-47.223387
  0.220509,-47.995392
  0.222297,-48.627230
  0.224086,-49.109430
  0.225874,-49.436665
  0.227662,-49.608967
  0.229451,-49.633031
  0.231239,-49.521549
  0.233028,-49.290232
  0.234816,-48.955889
  0.236605,-48.537258
  0.238393,-48.050154
  0.240181,-47.491817
  0.241970,-46.876750
  0.243758,-46.198159
  0.245547,-45.450724
  0.247335,-44.633310
  0.249124,-43.752270
  0.250912,-42.809743
  0.252700,-41.812980
  0.254489,-40.778277
  0.256277,-39.717164
  0.258066,-38.640825
  0.259854,-37.558975
  0.261643,-36.483880
  0.263431,-35.428058
  0.265220,-34.413034
  0.267008,-33.452397
  0.268796,-32.560787
  0.270585,-31.742616
  0.272373,-31.012303
  0.274162,-30.372736
  0.275950,-29.825833
  0.277739,-29.370202
  0.279527,-29.005580
  0.281315,-28.733219
  0.283104,-28.543485
  0.284892,-28.435186
  0.286681,-28.394895
  0.288469,-28.415868
  0.290258,-28.480935
  0.292046,-28.575118
  0.293834,-28.683640
  0.295623,-28.794853
  0.297411,-28.894908
  0.299200,-28.981910
  0.300988,-29.051108
  0.302777,-29.103779
  0.304565,-29.140025
  0.306353,-29.174724
  0.308142,-29.205744
  0.309930,-29.224795
  0.311719,-29.234295
  0.313507,-29.233490
  0.315296,-29.209885
  0.317084,-29.152720
  0.318872,-29.058169
  0.320661,-28.928287
  0.322449,-28.764725
  0.324238,-28.568634
  0.326026,-28.342249
