# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos TRP and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.176219, 15.252470
  0.177933,  7.846023
  0.179646,  0.620307
  0.181360, -6.355395
  0.183074,-13.029953
  0.184787,-19.364322
  0.186501,-25.332100
  0.188214,-30.919508
  0.189928,-36.116674
  0.191641,-40.923347
  0.193355,-45.335998
  0.195069,-49.363467
  0.196782,-53.010167
  0.198496,-56.286946
  0.200209,-59.221296
  0.201923,-61.842185
  0.203637,-64.191708
  0.205350,-66.323227
  0.207064,-68.279928
  0.208777,-70.105918
  0.210491,-71.828451
  0.212204,-73.460199
  0.213918,-74.985088
  0.215632,-76.380483
  0.217345,-77.608131
  0.219059,-78.633908
  0.220772,-79.432185
  0.222486,-80.001553
  0.224200,-80.359355
  0.225913,-80.542138
  0.227627,-80.595588
  0.229340,-80.552792
  0.231054,-80.432273
  0.232767,-80.218390
  0.234481,-79.893723
  0.236195,-79.415788
  0.237908,-78.757675
  0.239622,-77.919086
  0.241335,-76.919223
  0.243049,-75.796734
  0.244763,-74.594588
  0.246476,-73.347503
  0.248190,-72.071284
  0.249903,-70.764150
  0.251617,-69.420043
  0.253330,-68.010514
  0.255044,-66.523775
  0.256758,-64.939739
  0.258471,-63.267389
  0.260185,-61.513971
  0.261898,-59.695894
  0.263612,-57.839029
  0.265326,-55.976346
  0.267039,-54.132921
  0.268753,-52.335951
  0.270466,-50.608052
  0.272180,-48.974829
  0.273893,-47.442814
  0.275607,-46.033700
  0.277321,-44.747170
  0.279034,-43.580626
  0.280748,-42.531081
  0.282461,-41.588949
  0.284175,-40.750216
  0.285889,-40.015574
  0.287602,-39.373684
  0.289316,-38.821513
  0.291029,-38.346554
  0.292743,-37.939097
  0.294456,-37.579669
  0.296170,-37.259389
  0.297884,-36.978603
  0.299597,-36.732070
  0.301311,-36.527329
  0.303024,-36.357486
  0.304738,-36.223655
  0.306452,-36.118452
  0.308165,-36.027814
  0.309879,-35.938916
  0.311592,-35.848734
  0.313306,-35.747991
  0.315019,-35.635976
  0.316733,-35.518212
  0.318447,-35.402385
  0.320160,-35.296998
  0.321874,-35.203300
  0.323587,-35.126735
  0.325301,-35.054641
  0.327015,-34.988240
  0.328728,-34.914463
  0.330442,-34.840671
  0.332155,-34.767413
  0.333869,-34.702199
  0.335582,-34.656225
  0.337296,-34.629694
  0.339010,-34.621031
  0.340723,-34.629522
  0.342437,-34.651532
  0.344150,-34.684196
  0.345864,-34.714603
  0.347577,-34.742832
  0.349291,-34.754287
  0.351005,-34.746024
  0.352718,-34.717878
  0.354432,-34.665908
  0.356145,-34.595254
  0.357859,-34.512717
  0.359573,-34.421364
  0.361286,-34.323821
  0.363000,-34.220155
  0.364713,-34.109152
  0.366427,-33.991420
  0.368140,-33.861229
  0.369854,-33.712040
  0.371568,-33.533813
  0.373281,-33.332422
  0.374995,-33.100537
  0.376708,-32.839208
  0.378422,-32.547211
  0.380136,-32.229928
  0.381849,-31.899492
  0.383563,-31.554163
  0.385276,-31.199390
  0.386990,-30.837698
  0.388703,-30.474561
  0.390417,-30.121561
  0.392131,-29.772708
  0.393844,-29.432812
  0.395558,-29.102201
  0.397271,-28.780680
  0.398985,-28.463536
  0.400699,-28.153010
  0.402412,-27.845169
  0.404126,-27.537854
  0.405839,-27.234006
  0.407553,-26.929653
  0.409266,-26.622277
  0.410980,-26.312540
  0.412694,-25.996072
  0.414407,-25.674976
  0.416121,-25.344209
  0.417834,-25.004504
  0.419548,-24.655945
  0.421262,-24.298142
  0.422975,-23.938807
  0.424689,-23.579271
  0.426402,-23.220859
  0.428116,-22.865982
  0.429829,-22.524694
  0.431543,-22.191512
  0.433257,-21.867927
  0.434970,-21.553561
  0.436684,-21.238939
  0.438397,-20.922237
  0.440111,-20.603795
  0.441825,-20.284533
  0.443538,-19.961688
  0.445252,-19.637997
  0.446965,-19.307568
  0.448679,-18.973137
  0.450392,-18.628046
  0.452106,-18.271865
  0.453820,-17.908476
  0.455533,-17.531425
  0.457247,-17.145960
  0.458960,-16.759566
  0.460674,-16.381154
  0.462388,-16.013034
  0.464101,-15.658609
  0.465815,-15.322860
  0.467528,-15.003022
  0.469242,-14.681175
  0.470955,-14.364218
  0.472669,-14.036192
  0.474383,-13.693824
