# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos ASN and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.153496, 51.139179
  0.155740, 43.449319
  0.157984, 35.975499
  0.160228, 28.776280
  0.162472, 21.910723
  0.164716, 15.427568
  0.166960,  9.366262
  0.169204,  3.757449
  0.171448, -1.368715
  0.173692, -5.997196
  0.175936,-10.131630
  0.178181,-13.791900
  0.180425,-17.014359
  0.182669,-19.850000
  0.184913,-22.362614
  0.187157,-24.607107
  0.189401,-26.631904
  0.191645,-28.466508
  0.193889,-30.123618
  0.196133,-31.606693
  0.198377,-32.917454
  0.200621,-34.056070
  0.202865,-35.036686
  0.205109,-35.879591
  0.207353,-36.601726
  0.209597,-37.220568
  0.211841,-37.749360
  0.214085,-38.186325
  0.216330,-38.524114
  0.218574,-38.758235
  0.220818,-38.877599
  0.223062,-38.871938
  0.225306,-38.737611
  0.227550,-38.470329
  0.229794,-38.067064
  0.232038,-37.537599
  0.234282,-36.893830
  0.236526,-36.153483
  0.238770,-35.342548
  0.241014,-34.492736
  0.243258,-33.634853
  0.245502,-32.801393
  0.247746,-32.011400
  0.249990,-31.281062
  0.252234,-30.611186
  0.254478,-30.004129
  0.256723,-29.447326
  0.258967,-28.924728
  0.261211,-28.427571
  0.263455,-27.937657
  0.265699,-27.456249
  0.267943,-26.979686
  0.270187,-26.507338
  0.272431,-26.039710
  0.274675,-25.575437
  0.276919,-25.114061
  0.279163,-24.658660
  0.281407,-24.194356
  0.283651,-23.714485
  0.285895,-23.210243
  0.288139,-22.674900
  0.290383,-22.100431
  0.292627,-21.488956
  0.294871,-20.834216
  0.297116,-20.142942
  0.299360,-19.420642
  0.301604,-18.675922
  0.303848,-17.910020
  0.306092,-17.141226
  0.308336,-16.368559
  0.310580,-15.604607
  0.312824,-14.847881
  0.315068,-14.098835
  0.317312,-13.368760
  0.319556,-12.656639
  0.321800,-11.966605
  0.324044,-11.311022
  0.326288,-10.689036
  0.328532,-10.108562
  0.330776, -9.582357
  0.333020, -9.107105
  0.335264, -8.688593
  0.337509, -8.337589
  0.339753, -8.038183
  0.341997, -7.811814
  0.344241, -7.639384
  0.346485, -7.534599
  0.348729, -7.496870
  0.350973, -7.519171
  0.353217, -7.592187
  0.355461, -7.696969
  0.357705, -7.823422
  0.359949, -7.949188
  0.362193, -8.050992
  0.364437, -8.116901
  0.366681, -8.130587
  0.368925, -8.081830
  0.371169, -7.973155
  0.373413, -7.801014
  0.375657, -7.572927
  0.377902, -7.290377
  0.380146, -6.962938
  0.382390, -6.593123
  0.384634, -6.187082
  0.386878, -5.744606
  0.389122, -5.269228
  0.391366, -4.759949
  0.393610, -4.220101
  0.395854, -3.651282
  0.398098, -3.064780
  0.400342, -2.461424
  0.402586, -1.849003
  0.404830, -1.235901
  0.407074, -0.633129
  0.409318, -0.048161
  0.411562,  0.512704
  0.413806,  1.042455
  0.416050,  1.534612
  0.418295,  1.991054
  0.420539,  2.401948
  0.422783,  2.769091
  0.425027,  3.089446
  0.427271,  3.370681
  0.429515,  3.611455
  0.431759,  3.810256
  0.434003,  3.964694
  0.436247,  4.084590
  0.438491,  4.167110
  0.440735,  4.210899
