# #Autogenerated fromHID,HIE at pH: 7.4
# #h[nm],U[kJ/mol]
  0.166968, 34.384012
  0.167968, 30.871023
  0.168968, 27.358978
  0.169968, 23.902517
  0.170968, 20.449398
  0.171968, 17.074864
  0.172968, 13.707782
  0.173968, 10.444613
  0.174968,  7.194313
  0.175968,  4.065025
  0.176968,  0.955091
  0.177968, -2.014294
  0.178968, -4.956141
  0.179968, -7.746316
  0.180968,-10.501313
  0.181968,-13.095954
  0.182968,-15.646738
  0.183968,-18.036791
  0.184968,-20.375664
  0.185968,-22.553038
  0.186968,-24.670660
  0.187968,-26.635638
  0.188968,-28.536050
  0.189968,-30.299350
  0.190968,-31.994306
  0.191968,-33.567414
  0.192968,-35.070389
  0.193968,-36.473260
  0.194968,-37.808680
  0.195968,-39.063324
  0.196968,-40.256748
  0.197968,-41.383704
  0.198968,-42.459121
  0.199968,-43.478932
  0.200968,-44.455713
  0.201968,-45.381786
  0.202968,-46.270227
  0.203968,-47.111353
  0.204968,-47.918829
  0.205968,-48.678383
  0.206968,-49.404604
  0.207968,-50.083296
  0.208968,-50.728282
  0.209968,-51.326904
  0.210968,-51.891131
  0.211968,-52.413342
  0.212968,-52.902761
  0.213968,-53.352770
  0.214968,-53.771133
  0.215968,-54.152501
  0.216968,-54.504785
  0.217968,-54.821688
  0.218968,-55.112858
  0.219968,-55.369398
  0.220968,-55.603325
  0.221968,-55.803423
  0.222968,-55.983565
  0.223968,-56.130091
  0.224968,-56.255096
  0.225968,-56.350154
  0.226968,-56.421428
  0.227968,-56.463971
  0.228968,-56.475813
  0.229968,-56.459824
  0.230968,-56.407309
  0.231968,-56.327706
  0.232968,-56.205694
  0.233968,-56.058148
  0.234968,-55.866452
  0.235968,-55.651214
  0.236968,-55.391252
  0.237968,-55.111698
  0.238968,-54.792039
  0.239968,-54.456793
  0.240968,-54.087489
  0.241968,-53.707404
  0.242968,-53.301892
  0.243968,-52.888802
  0.244968,-52.455392
  0.245968,-52.017276
  0.246968,-51.565134
  0.247968,-51.108898
  0.248968,-50.636929
  0.249968,-50.161402
  0.250968,-49.669694
  0.251968,-49.174979
  0.252968,-48.664543
  0.253968,-48.151622
  0.254968,-47.623299
  0.255968,-47.093355
  0.256968,-46.551514
  0.257968,-46.008755
  0.258968,-45.456436
  0.259968,-44.904714
  0.260968,-44.356010
  0.261968,-43.808022
  0.262968,-43.266511
  0.263968,-42.725955
  0.264968,-42.197075
  0.265968,-41.669528
  0.266968,-41.161371
  0.267968,-40.654633
  0.268968,-40.170270
  0.269968,-39.687943
  0.270968,-39.225980
  0.271968,-38.767203
  0.272968,-38.327407
  0.273968,-37.891676
  0.274968,-37.471031
  0.275968,-37.054927
  0.276968,-36.650580
  0.277968,-36.250484
  0.278968,-35.860803
  0.279968,-35.476213
  0.280968,-35.102024
  0.281968,-34.731622
  0.282968,-34.366117
  0.283968,-34.003145
  0.284968,-33.650057
  0.285968,-33.299732
  0.286968,-32.956032
  0.287968,-32.614167
  0.288968,-32.279697
  0.289968,-31.947956
  0.290968,-31.622662
  0.291968,-31.299608
  0.292968,-30.980845
  0.293968,-30.664324
  0.294968,-30.352873
  0.295968,-30.044224
  0.296968,-29.741601
  0.297968,-29.441969
  0.298968,-29.147660
  0.299968,-28.855896
  0.300968,-28.572524
  0.301968,-28.292651
  0.302968,-28.023208
  0.303968,-27.757916
  0.304968,-27.503635
  0.305968,-27.253688
  0.306968,-27.014818
  0.307968,-26.780775
  0.308968,-26.559709
  0.309968,-26.344641
  0.310968,-26.139226
  0.311968,-25.939624
  0.312968,-25.748510
  0.313968,-25.563285
  0.314968,-25.384319
  0.315968,-25.210084
  0.316968,-25.039860
  0.317968,-24.873275
  0.318968,-24.708737
  0.319968,-24.546649
  0.320968,-24.387736
  0.321968,-24.232188
  0.322968,-24.078420
  0.323968,-23.927159
  0.324968,-23.779790
  0.325968,-23.637605
  0.326968,-23.498889
  0.327968,-23.365326
  0.328968,-23.235137
  0.329968,-23.110388
  0.330968,-22.988048
  0.331968,-22.870563
  0.332968,-22.754850
  0.333968,-22.643372
  0.334968,-22.533128
  0.335968,-22.426780
  0.336968,-22.319999
  0.337968,-22.213422
  0.338968,-22.105818
  0.339968,-21.997870
  0.340968,-21.888765
  0.341968,-21.777343
  0.342968,-21.665469
  0.343968,-21.552473
  0.344968,-21.439648
  0.345968,-21.326728
  0.346968,-21.214681
  0.347968,-21.104076
  0.348968,-20.995177
  0.349968,-20.890652
  0.350968,-20.787525
  0.351968,-20.687744
  0.352968,-20.589159
  0.353968,-20.493933
  0.354968,-20.400049
  0.355968,-20.308259
  0.356968,-20.216461
  0.357968,-20.121064
  0.358968,-20.025923
  0.359968,-19.924788
  0.360968,-19.822742
  0.361968,-19.709752
  0.362968,-19.595919
  0.363968,-19.470025
  0.364968,-19.342540
