# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos THR and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.154025, 69.430564
  0.156241, 62.785489
  0.158458, 56.193769
  0.160675, 49.710938
  0.162892, 43.390891
  0.165108, 37.286004
  0.167325, 31.445257
  0.169542, 25.900330
  0.171758, 20.675408
  0.173975, 15.777551
  0.176192, 11.201697
  0.178409,  6.951901
  0.180625,  3.034957
  0.182842, -0.533822
  0.185059, -3.728556
  0.187276, -6.521666
  0.189492, -8.908748
  0.191709,-10.912465
  0.193926,-12.594039
  0.196142,-14.039589
  0.198359,-15.342150
  0.200576,-16.582092
  0.202793,-17.804139
  0.205009,-19.014774
  0.207226,-20.188625
  0.209443,-21.283143
  0.211659,-22.264391
  0.213876,-23.113215
  0.216093,-23.817395
  0.218310,-24.381279
  0.220526,-24.812154
  0.222743,-25.116195
  0.224960,-25.307957
  0.227177,-25.403104
  0.229393,-25.407369
  0.231610,-25.332042
  0.233827,-25.175835
  0.236043,-24.946823
  0.238260,-24.635706
  0.240477,-24.250584
  0.242694,-23.801057
  0.244910,-23.304263
  0.247127,-22.780612
  0.249344,-22.239219
  0.251561,-21.712276
  0.253777,-21.201650
  0.255994,-20.722288
  0.258211,-20.283059
  0.260427,-19.900742
  0.262644,-19.575076
  0.264861,-19.305610
  0.267078,-19.095378
  0.269294,-18.931801
  0.271511,-18.781149
  0.273728,-18.626669
  0.275945,-18.415380
  0.278161,-18.123164
  0.280378,-17.737367
  0.282595,-17.257615
  0.284811,-16.711046
  0.287028,-16.132479
  0.289245,-15.552697
  0.291462,-14.995346
  0.293678,-14.463686
  0.295895,-13.954715
  0.298112,-13.445564
  0.300328,-12.916806
  0.302545,-12.365205
  0.304762,-11.773072
  0.306979,-11.144541
  0.309195,-10.497934
  0.311412, -9.846292
  0.313629, -9.205445
  0.315846, -8.590742
  0.318062, -8.022233
  0.320279, -7.509487
  0.322496, -7.058260
  0.324712, -6.673883
  0.326929, -6.359755
  0.329146, -6.116370
  0.331363, -5.930662
  0.333579, -5.798254
  0.335796, -5.718188
  0.338013, -5.673622
  0.340230, -5.653273
  0.342446, -5.635500
  0.344663, -5.610816
  0.346880, -5.553043
  0.349096, -5.455623
  0.351313, -5.300328
  0.353530, -5.084162
  0.355747, -4.809040
  0.357963, -4.486394
  0.360180, -4.127007
  0.362397, -3.745426
  0.364614, -3.349351
  0.366830, -2.949022
  0.369047, -2.554664
  0.371264, -2.173603
  0.373480, -1.802276
  0.375697, -1.440055
  0.377914, -1.084518
  0.380131, -0.731996
  0.382347, -0.380819
  0.384564, -0.015465
  0.386781,  0.360065
  0.388998,  0.754253
  0.391214,  1.167558
  0.393431,  1.594160
  0.395648,  2.034515
  0.397864,  2.477082
  0.400081,  2.919651
  0.402298,  3.345910
  0.404515,  3.753490
  0.406731,  4.142136
  0.408948,  4.495542
  0.411165,  4.814832
  0.413381,  5.101541
  0.415598,  5.357965
  0.417815,  5.582301
  0.420032,  5.780151
  0.422248,  5.953752
  0.424465,  6.101152
  0.426682,  6.224966
  0.428899,  6.327424
  0.431115,  6.407878
  0.433332,  6.469489
  0.435549,  6.505314
  0.437765,  6.526231
  0.439982,  6.522913
  0.442199,  6.501548
  0.444416,  6.460198
  0.446632,  6.399875
  0.448849,  6.314435
  0.451066,  6.207270
  0.453283,  6.079494
  0.455499,  5.923671
  0.457716,  5.745046
  0.459933,  5.537735
  0.462149,  5.309026
  0.464366,  5.059176
  0.466583,  4.791231
  0.468800,  4.506386
  0.471016,  4.209049
  0.473233,  3.902361
  0.475450,  3.591328
  0.477667,  3.266489
  0.479883,  2.933230
  0.482100,  2.589706
  0.484317,  2.231829
  0.486533,  1.869067
  0.488750,  1.493760
  0.490967,  1.113447
  0.493184,  0.739789
  0.495400,  0.375396
  0.497617,  0.032053
  0.499834, -0.280293
  0.502050, -0.558264
  0.504267, -0.799124
  0.506484, -0.998926
  0.508701, -1.158281
  0.510917, -1.283711
  0.513134, -1.381399
  0.515351, -1.458797
  0.517568, -1.525486
  0.519784, -1.590298
  0.522001, -1.655234
  0.524218, -1.724074
  0.526434, -1.804748
  0.528651, -1.892584
  0.530868, -1.991336
  0.533085, -2.094292
  0.535301, -2.197157
  0.537518, -2.307303
  0.539735, -2.412710
  0.541952, -2.506714
  0.544168, -2.592703
  0.546385, -2.667705
  0.548602, -2.729001
  0.550818, -2.771940
  0.553035, -2.803926
  0.555252, -2.821989
  0.557469, -2.829205
  0.559685, -2.819736
  0.561902, -2.794482
  0.564119, -2.755140
  0.566336, -2.703135
  0.568552, -2.638086
  0.570769, -2.566184
  0.572986, -2.487915
  0.575202, -2.402359
  0.577419, -2.317178
  0.579636, -2.231162
  0.581853, -2.151911
  0.584069, -2.076917
  0.586286, -2.010993
  0.588503, -1.956655
  0.590719, -1.905073
  0.592936, -1.868953
  0.595153, -1.837422
  0.597370, -1.811687
  0.599586, -1.792662
  0.601803, -1.776946
  0.604020, -1.762258
  0.606237, -1.746605
  0.608453, -1.729674
  0.610670, -1.712093
  0.612887, -1.689520
  0.615103, -1.659022
  0.617320, -1.619637
  0.619537, -1.569852
  0.621754, -1.512557
  0.623970, -1.450713
  0.626187, -1.381731
  0.628404, -1.306740
  0.630621, -1.224258
  0.632837, -1.137979
  0.635054, -1.052963
  0.637271, -0.966471
  0.639487, -0.878642
  0.641704, -0.790576
  0.643921, -0.707923
  0.646138, -0.625965
  0.648354, -0.546965
  0.650571, -0.467182
  0.652788, -0.394342
  0.655005, -0.322465
  0.657221, -0.249931
  0.659438, -0.179067
  0.661655, -0.102233
  0.663871, -0.026284
  0.666088,  0.051346
  0.668305,  0.126939
  0.670522,  0.205238
  0.672738,  0.286426
  0.674955,  0.366209
  0.677172,  0.444779
  0.679388,  0.523134
  0.681605,  0.595228
  0.683822,  0.668766
  0.686039,  0.742172
  0.688255,  0.807503
  0.690472,  0.869288
  0.692689,  0.927648
  0.694906,  0.978692
  0.697122,  1.026180
  0.699339,  1.068687
  0.701556,  1.101822
  0.703772,  1.131460
  0.705989,  1.156289
  0.708206,  1.176010
  0.710423,  1.183478
  0.712639,  1.194767
  0.714856,  1.197214
  0.717073,  1.197457
  0.719290,  1.197301
  0.721506,  1.193933
  0.723723,  1.189732
  0.725940,  1.184836
  0.728156,  1.188750
  0.730373,  1.194849
  0.732590,  1.207797
  0.734807,  1.224791
  0.737023,  1.245812
  0.739240,  1.266981
  0.741457,  1.289184
  0.743674,  1.306068
  0.745890,  1.318614
  0.748107,  1.322382
  0.750324,  1.316804
  0.752540,  1.298190
  0.754757,  1.267004
  0.756974,  1.222518
  0.759191,  1.166530
  0.761407,  1.104282
  0.763624,  1.031311
  0.765841,  0.956025
  0.768058,  0.883153
  0.770274,  0.810890
  0.772491,  0.742178
  0.774708,  0.681646
  0.776924,  0.628010
  0.779141,  0.585719
  0.781358,  0.545297
  0.783575,  0.510900
  0.785791,  0.480380
  0.788008,  0.456623
  0.790225,  0.431381
  0.792441,  0.398895
  0.794658,  0.364076
  0.796875,  0.325083
  0.799092,  0.285148
  0.801308,  0.237945
  0.803525,  0.188087
  0.805742,  0.138296
  0.807959,  0.085234
  0.810175,  0.031475
  0.812392, -0.023560
  0.814609, -0.078263
  0.816825, -0.128777
  0.819042, -0.174787
  0.821259, -0.216985
  0.823476, -0.253191
  0.825692, -0.288150
  0.827909, -0.320012
  0.830126, -0.349963
  0.832343, -0.370519
  0.834559, -0.387084
  0.836776, -0.404517
  0.838993, -0.413035
  0.841209, -0.424001
  0.843426, -0.431091
  0.845643, -0.438349
  0.847860, -0.444028
  0.850076, -0.449076
  0.852293, -0.455181
  0.854510, -0.463038
  0.856727, -0.471918
  0.858943, -0.480545
  0.861160, -0.491655
  0.863377, -0.503674
  0.865593, -0.517421
  0.867810, -0.537007
  0.870027, -0.559693
  0.872244, -0.582598
  0.874460, -0.611763
  0.876677, -0.639687
  0.878894, -0.671417
  0.881110, -0.701224
  0.883327, -0.733628
  0.885544, -0.767607
  0.887761, -0.792948
  0.889977, -0.819583
  0.892194, -0.839595
  0.894411, -0.857838
  0.896628, -0.866690
  0.898844, -0.869588
  0.901061, -0.859843
  0.903278, -0.845106
  0.905494, -0.822250
  0.907711, -0.788955
  0.909928, -0.751173
  0.912145, -0.708730
  0.914361, -0.658669
  0.916578, -0.603314
  0.918795, -0.546109
  0.921012, -0.488535
  0.923228, -0.427586
  0.925445, -0.370039
  0.927662, -0.310880
  0.929878, -0.258646
  0.932095, -0.211796
  0.934312, -0.169966
  0.936529, -0.134686
  0.938745, -0.110162
  0.940962, -0.094909
  0.943179, -0.088006
  0.945396, -0.089529
  0.947612, -0.105753
  0.949829, -0.128418
  0.952046, -0.165824
  0.954262, -0.209714
  0.956479, -0.255878
  0.958696, -0.301602
  0.960913, -0.342891
  0.963129, -0.378255
  0.965346, -0.395476
  0.967563, -0.392721
  0.969779, -0.368651
  0.971996, -0.318614
  0.974213, -0.246983
  0.976430, -0.155857
  0.978646, -0.051640
  0.980863,  0.061779
  0.983080,  0.173971
  0.985297,  0.281587
  0.987513,  0.376914
  0.989730,  0.458343
  0.991947,  0.520947
  0.994163,  0.561905
  0.996380,  0.590114
  0.998597,  0.595695
  1.000814,  0.587790
  1.003030,  0.569089
  1.005247,  0.541630
  1.007464,  0.511792
  1.009681,  0.476195
  1.011897,  0.439821
  1.014114,  0.406376
  1.016331,  0.375503
  1.018547,  0.348396
  1.020764,  0.326610
  1.022981,  0.311331
  1.025198,  0.304719
  1.027414,  0.297911
  1.029631,  0.301332
  1.031848,  0.307470
  1.034065,  0.316367
  1.036281,  0.332825
  1.038498,  0.351629
  1.040715,  0.370019
  1.042931,  0.393215
  1.045148,  0.415697
  1.047365,  0.438434
  1.049582,  0.459915
  1.051798,  0.477896
  1.054015,  0.491501
  1.056232,  0.498035
  1.058448,  0.498386
  1.060665,  0.497112
  1.062882,  0.489428
  1.065099,  0.475413
  1.067315,  0.458711
  1.069532,  0.440324
  1.071749,  0.419306
  1.073966,  0.400916
  1.076182,  0.382519
  1.078399,  0.363461
  1.080616,  0.347905
  1.082832,  0.334797
  1.085049,  0.323460
  1.087266,  0.313469
  1.089483,  0.305516
  1.091699,  0.298282
  1.093916,  0.291620
  1.096133,  0.285151
  1.098350,  0.276038
  1.100566,  0.265466
  1.102783,  0.252435
  1.105000,  0.239724
  1.107216,  0.222797
  1.109433,  0.206537
  1.111650,  0.184785
  1.113867,  0.165508
  1.116083,  0.150440
  1.118300,  0.132209
  1.120517,  0.118194
  1.122734,  0.107071
  1.124950,  0.101176
  1.127167,  0.096030
  1.129384,  0.091067
  1.131600,  0.089045
  1.133817,  0.088203
  1.136034,  0.086444
  1.138251,  0.082753
  1.140467,  0.076039
  1.142684,  0.066126
  1.144901,  0.054941
  1.147117,  0.034927
  1.149334,  0.013614
  1.151551, -0.008599
  1.153768, -0.031299
  1.155984, -0.056301
  1.158201, -0.077573
  1.160418, -0.096243
  1.162635, -0.112041
  1.164851, -0.126198
