# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos GLY and Iron (fe-100) slab.
# 
# z(nm), (KJ/mol)
  0.151045, 43.061872
  0.152984, 36.029230
  0.154923, 29.110892
  0.156863, 22.364548
  0.158802, 15.843716
  0.160741,  9.594974
  0.162680,  3.661826
  0.164619, -1.919907
  0.166559, -7.117728
  0.168498,-11.910139
  0.170437,-16.292683
  0.172376,-20.259198
  0.174315,-23.829042
  0.176255,-27.032627
  0.178194,-29.905215
  0.180133,-32.489054
  0.182072,-34.832725
  0.184012,-36.976589
  0.185951,-38.950687
  0.187890,-40.774420
  0.189829,-42.458868
  0.191768,-44.001671
  0.193708,-45.401564
  0.195647,-46.661113
  0.197586,-47.786846
  0.199525,-48.788442
  0.201464,-49.679053
  0.203404,-50.471611
  0.205343,-51.162493
  0.207282,-51.750155
  0.209221,-52.228108
  0.211160,-52.582881
  0.213100,-52.809650
  0.215039,-52.908603
  0.216978,-52.888168
  0.218917,-52.754414
  0.220857,-52.521737
  0.222796,-52.195484
  0.224735,-51.791814
  0.226674,-51.317924
  0.228613,-50.776983
  0.230553,-50.180114
  0.232492,-49.543599
  0.234431,-48.891373
  0.236370,-48.238918
  0.238309,-47.605957
  0.240249,-47.005767
  0.242188,-46.447822
  0.244127,-45.932111
  0.246066,-45.446051
  0.248005,-44.994520
  0.249945,-44.552918
  0.251884,-44.098578
  0.253823,-43.616227
  0.255762,-43.106259
  0.257702,-42.559039
  0.259641,-41.974534
  0.261580,-41.364161
  0.263519,-40.730951
  0.265458,-40.087916
  0.267398,-39.443911
  0.269337,-38.808367
  0.271276,-38.166322
  0.273215,-37.525481
  0.275154,-36.881633
  0.277094,-36.236244
  0.279033,-35.594410
  0.280972,-34.958156
  0.282911,-34.344893
  0.284850,-33.760329
  0.286790,-33.214592
  0.288729,-32.696799
  0.290668,-32.210027
  0.292607,-31.737542
  0.294547,-31.274512
  0.296486,-30.800015
  0.298425,-30.302152
  0.300364,-29.776520
  0.302303,-29.210959
  0.304243,-28.617125
  0.306182,-27.991267
  0.308121,-27.340847
  0.310060,-26.673623
  0.311999,-26.002920
  0.313939,-25.339067
  0.315878,-24.689378
  0.317817,-24.063302
  0.319756,-23.467006
  0.321695,-22.907272
  0.323635,-22.385503
  0.325574,-21.909143
  0.327513,-21.476791
  0.329452,-21.083684
  0.331392,-20.724115
  0.333331,-20.395891
  0.335270,-20.086344
  0.337209,-19.787034
  0.339148,-19.492037
  0.341088,-19.191565
  0.343027,-18.884081
  0.344966,-18.565161
  0.346905,-18.229759
  0.348844,-17.877877
  0.350784,-17.507652
  0.352723,-17.117657
  0.354662,-16.700137
  0.356601,-16.257754
  0.358540,-15.797741
  0.360480,-15.318762
  0.362419,-14.827393
  0.364358,-14.323035
  0.366297,-13.822915
  0.368237,-13.327754
  0.370176,-12.846116
  0.372115,-12.386894
  0.374054,-11.954671
  0.375993,-11.557554
  0.377933,-11.196971
  0.379872,-10.871402
  0.381811,-10.587412
  0.383750,-10.331614
  0.385689,-10.106654
  0.387629, -9.906984
  0.389568, -9.722636
  0.391507, -9.554927
  0.393446, -9.399993
  0.395385, -9.249078
  0.397325, -9.102971
  0.399264, -8.947728
  0.401203, -8.789757
  0.403142, -8.620593
  0.405082, -8.441170
  0.407021, -8.244927
  0.408960, -8.036288
  0.410899, -7.823377
  0.412838, -7.607464
  0.414778, -7.396259
  0.416717, -7.186951
  0.418656, -6.989572
  0.420595, -6.797935
  0.422534, -6.604973
  0.424474, -6.406599
  0.426413, -6.193478
  0.428352, -5.961988
  0.430291, -5.697665
  0.432230, -5.401230
  0.434170, -5.080747
  0.436109, -4.732527
  0.438048, -4.363956
  0.439987, -3.986083
  0.441927, -3.608601
  0.443866, -3.242770
  0.445805, -2.900022
  0.447744, -2.581284
  0.449683, -2.297663
  0.451623, -2.053297
  0.453562, -1.846307
  0.455501, -1.676179
  0.457440, -1.547356
  0.459379, -1.455417
  0.461319, -1.395120
  0.463258, -1.366983
  0.465197, -1.365164
  0.467136, -1.391087
  0.469075, -1.443400
  0.471015, -1.520871
  0.472954, -1.624326
  0.474893, -1.752793
  0.476832, -1.908938
  0.478772, -2.084415
  0.480711, -2.282526
  0.482650, -2.496331
  0.484589, -2.716974
  0.486528, -2.943979
  0.488468, -3.161398
  0.490407, -3.371663
  0.492346, -3.570652
  0.494285, -3.753737
  0.496224, -3.921025
  0.498164, -4.078007
  0.500103, -4.222647
  0.502042, -4.355945
  0.503981, -4.484841
  0.505920, -4.612128
  0.507860, -4.733102
  0.509799, -4.850824
  0.511738, -4.969133
  0.513677, -5.085535
  0.515617, -5.190708
  0.517556, -5.290928
  0.519495, -5.381312
  0.521434, -5.455062
  0.523373, -5.515404
  0.525313, -5.566311
  0.527252, -5.601037
  0.529191, -5.621431
  0.531130, -5.637494
  0.533069, -5.646488
  0.535009, -5.649333
  0.536948, -5.653171
  0.538887, -5.653189
  0.540826, -5.660291
  0.542765, -5.667032
  0.544705, -5.672588
  0.546644, -5.678942
  0.548583, -5.680836
  0.550522, -5.685683
  0.552462, -5.685282
  0.554401, -5.683792
  0.556340, -5.675659
  0.558279, -5.662052
  0.560218, -5.644087
  0.562158, -5.623692
  0.564097, -5.600562
  0.566036, -5.580610
  0.567975, -5.559952
  0.569914, -5.541153
  0.571854, -5.524943
  0.573793, -5.511828
  0.575732, -5.498391
  0.577671, -5.484968
  0.579610, -5.470422
  0.581550, -5.455995
  0.583489, -5.436429
  0.585428, -5.419161
  0.587367, -5.397042
  0.589307, -5.364537
  0.591246, -5.329750
  0.593185, -5.286140
  0.595124, -5.236638
  0.597063, -5.178471
  0.599003, -5.115469
  0.600942, -5.046222
  0.602881, -4.966810
  0.604820, -4.882480
  0.606759, -4.795561
  0.608699, -4.704549
  0.610638, -4.609955
  0.612577, -4.517330
  0.614516, -4.425134
  0.616455, -4.338149
  0.618395, -4.254167
  0.620334, -4.175707
