# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos LEU and Iron (fe-110) slab.
# 
# z(nm), (KJ/mol)
  0.168459, 79.634858
  0.170158, 73.685645
  0.171858, 67.758135
  0.173557, 61.886146
  0.175257, 56.106651
  0.176956, 50.450797
  0.178656, 44.952390
  0.180355, 39.634166
  0.182055, 34.531748
  0.183754, 29.665363
  0.185454, 25.054366
  0.187153, 20.716951
  0.188853, 16.666372
  0.190552, 12.904323
  0.192252,  9.434248
  0.193951,  6.252847
  0.195651,  3.351972
  0.197350,  0.715880
  0.199050, -1.671075
  0.200749, -3.826903
  0.202449, -5.776149
  0.204148, -7.543893
  0.205848, -9.152417
  0.207547,-10.623024
  0.209247,-11.980463
  0.210946,-13.239576
  0.212646,-14.406664
  0.214345,-15.487732
  0.216045,-16.483937
  0.217744,-17.386077
  0.219444,-18.195908
  0.221143,-18.914514
  0.222843,-19.545554
  0.224542,-20.096787
  0.226242,-20.570751
  0.227941,-20.971859
  0.229641,-21.292944
  0.231340,-21.529153
  0.233040,-21.667640
  0.234739,-21.701906
  0.236439,-21.632006
  0.238138,-21.463085
  0.239838,-21.214813
  0.241537,-20.911076
  0.243237,-20.579615
  0.244936,-20.240939
  0.246636,-19.925975
  0.248335,-19.653248
  0.250035,-19.430166
  0.251734,-19.270086
  0.253434,-19.168852
  0.255133,-19.125213
  0.256833,-19.130720
  0.258533,-19.178403
  0.260232,-19.266195
  0.261932,-19.371764
  0.263631,-19.491236
  0.265331,-19.611918
  0.267030,-19.729589
  0.268730,-19.842996
  0.270429,-19.935214
  0.272129,-19.999908
  0.273828,-20.028169
  0.275528,-20.016877
  0.277227,-19.964448
  0.278927,-19.865731
  0.280626,-19.727783
  0.282326,-19.546570
  0.284025,-19.328199
  0.285725,-19.084643
  0.287424,-18.819330
  0.289124,-18.542194
  0.290823,-18.256986
  0.292523,-17.968836
  0.294222,-17.678353
  0.295922,-17.387102
  0.297621,-17.086000
  0.299321,-16.771729
  0.301020,-16.435773
  0.302720,-16.075312
  0.304419,-15.686505
  0.306119,-15.274643
  0.307818,-14.833692
  0.309518,-14.375103
  0.311217,-13.898298
  0.312917,-13.417274
  0.314616,-12.942697
  0.316316,-12.479223
  0.318015,-12.036711
  0.319715,-11.618673
  0.321414,-11.238030
  0.323114,-10.886102
  0.324813,-10.571849
  0.326513,-10.293125
  0.328212,-10.044151
  0.329912, -9.825992
  0.331611, -9.633143
  0.333311, -9.459809
  0.335010, -9.303018
  0.336710, -9.163299
  0.338409, -9.034464
  0.340109, -8.914784
  0.341808, -8.798399
  0.343508, -8.687116
  0.345207, -8.574733
  0.346907, -8.463987
  0.348606, -8.350147
  0.350306, -8.231426
  0.352005, -8.101756
  0.353705, -7.962279
  0.355404, -7.811674
  0.357104, -7.646454
  0.358803, -7.466216
  0.360503, -7.270295
  0.362202, -7.055133
