# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos HIS and Iron (fe-110) slab.
# 
# z(nm), (KJ/mol)
  0.155538, 54.341705
  0.156848, 49.764833
  0.158158, 45.191422
  0.159468, 40.630616
  0.160778, 36.089202
  0.162088, 31.583856
  0.163398, 27.131029
  0.164708, 22.751234
  0.166018, 18.458398
  0.167328, 14.271607
  0.168638, 10.202695
  0.169948,  6.260659
  0.171258,  2.454294
  0.172568, -1.207465
  0.173878, -4.720921
  0.175187, -8.083528
  0.176497,-11.289228
  0.177807,-14.342196
  0.179117,-17.242592
  0.180427,-19.989498
  0.181737,-22.587859
  0.183047,-25.039523
  0.184357,-27.344701
  0.185667,-29.504634
  0.186977,-31.526334
  0.188287,-33.409415
  0.189597,-35.155867
  0.190907,-36.771079
  0.192217,-38.257898
  0.193527,-39.622322
  0.194837,-40.868631
  0.196147,-42.007734
  0.197457,-43.047875
  0.198767,-44.000337
  0.200077,-44.877973
  0.201387,-45.692784
  0.202697,-46.457799
  0.204007,-47.179783
  0.205317,-47.873058
  0.206627,-48.536682
  0.207936,-49.172057
  0.209246,-49.776401
  0.210556,-50.343476
  0.211866,-50.865548
  0.213176,-51.332667
  0.214486,-51.733731
  0.215796,-52.065403
  0.217106,-52.320598
  0.218416,-52.498011
  0.219726,-52.597698
  0.221036,-52.629926
  0.222346,-52.597982
  0.223656,-52.513145
  0.224966,-52.374907
  0.226276,-52.199039
  0.227586,-51.985002
  0.228896,-51.735110
  0.230206,-51.450113
  0.231516,-51.129270
  0.232826,-50.768962
  0.234136,-50.370405
  0.235446,-49.935454
  0.236756,-49.456404
  0.238066,-48.942225
  0.239376,-48.399883
  0.240685,-47.828357
  0.241995,-47.234610
  0.243305,-46.621204
  0.244615,-45.999334
  0.245925,-45.369028
  0.247235,-44.738705
  0.248545,-44.107056
  0.249855,-43.470389
  0.251165,-42.833468
  0.252475,-42.199347
  0.253785,-41.565139
  0.255095,-40.926514
  0.256405,-40.290119
  0.257715,-39.655599
  0.259025,-39.022149
  0.260335,-38.395542
  0.261645,-37.774566
  0.262955,-37.161228
  0.264265,-36.558241
  0.265575,-35.966542
  0.266885,-35.399963
  0.268195,-34.851632
  0.269505,-34.330084
  0.270815,-33.839096
  0.272125,-33.381651
  0.273435,-32.949215
  0.274744,-32.552986
  0.276054,-32.190350
  0.277364,-31.855259
  0.278674,-31.544593
  0.279984,-31.256241
  0.281294,-30.981584
  0.282604,-30.716922
  0.283914,-30.460113
  0.285224,-30.211472
  0.286534,-29.964771
  0.287844,-29.725536
  0.289154,-29.495353
  0.290464,-29.271454
  0.291774,-29.059940
  0.293084,-28.859810
  0.294394,-28.680217
  0.295704,-28.516299
  0.297014,-28.370866
  0.298324,-28.246425
  0.299634,-28.141374
  0.300944,-28.052870
  0.302254,-27.979594
  0.303564,-27.918406
  0.304874,-27.864446
  0.306184,-27.819758
  0.307493,-27.777584
  0.308803,-27.739126
  0.310113,-27.697775
  0.311423,-27.657381
  0.312733,-27.612960
  0.314043,-27.564049
  0.315353,-27.509432
  0.316663,-27.447038
  0.317973,-27.379294
  0.319283,-27.302946
  0.320593,-27.216676
  0.321903,-27.117930
  0.323213,-27.010050
  0.324523,-26.888438
  0.325833,-26.754352
  0.327143,-26.606633
  0.328453,-26.446053
  0.329763,-26.272606
  0.331073,-26.086972
  0.332383,-25.892812
  0.333693,-25.694071
