# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos HIE (Histidine (e)) and Iron (fe-110) slab.
# 
# z(nm), (KJ/mol)
  0.160831, 46.625763
  0.162655, 40.131322
  0.164480, 33.829777
  0.166304, 27.776743
  0.168129, 22.002499
  0.169953, 16.526502
  0.171778, 11.350826
  0.173602,  6.467376
  0.175427,  1.861776
  0.177251, -2.478694
  0.179076, -6.574860
  0.180900,-10.433889
  0.182725,-14.068799
  0.184549,-17.481042
  0.186374,-20.673568
  0.188198,-23.646670
  0.190023,-26.403577
  0.191847,-28.953359
  0.193672,-31.301982
  0.195496,-33.463378
  0.197321,-35.452038
  0.199145,-37.280561
  0.200970,-38.956046
  0.202794,-40.488860
  0.204619,-41.885958
  0.206443,-43.158659
  0.208268,-44.307996
  0.210092,-45.340471
  0.211917,-46.259489
  0.213741,-47.063106
  0.215566,-47.750955
  0.217390,-48.322278
  0.219215,-48.770062
  0.221039,-49.090479
  0.222864,-49.289773
  0.224688,-49.366554
  0.226513,-49.329411
  0.228337,-49.190368
  0.230162,-48.963327
  0.231986,-48.660678
  0.233811,-48.292766
  0.235635,-47.865738
  0.237460,-47.387985
  0.239284,-46.865933
  0.241109,-46.311356
  0.242933,-45.728999
  0.244758,-45.137033
  0.246582,-44.549239
  0.248407,-43.973194
  0.250231,-43.424644
  0.252056,-42.904060
  0.253880,-42.400043
  0.255705,-41.916212
  0.257529,-41.437719
  0.259354,-40.953835
  0.261178,-40.457824
  0.263003,-39.946979
  0.264827,-39.418812
  0.266651,-38.878424
  0.268476,-38.332708
  0.270300,-37.781432
  0.272125,-37.241724
  0.273949,-36.714593
  0.275774,-36.202523
  0.277598,-35.712391
  0.279423,-35.248191
  0.281247,-34.817522
  0.283072,-34.422590
  0.284896,-34.066459
  0.286721,-33.756940
  0.288545,-33.489091
  0.290370,-33.256100
  0.292194,-33.050324
  0.294019,-32.874881
  0.295843,-32.713091
  0.297668,-32.568845
  0.299492,-32.441941
  0.301317,-32.329267
  0.303141,-32.231051
  0.304966,-32.138922
  0.306790,-32.055744
  0.308615,-31.969385
  0.310439,-31.875738
  0.312264,-31.767439
  0.314088,-31.644111
  0.315913,-31.497260
  0.317737,-31.323260
  0.319562,-31.117506
  0.321386,-30.880780
  0.323211,-30.615021
  0.325035,-30.317370
  0.326860,-29.997376
  0.328684,-29.654991
  0.330509,-29.292875
  0.332333,-28.915338
  0.334158,-28.515965
  0.335982,-28.096740
  0.337807,-27.659474
  0.339631,-27.202318
  0.341456,-26.736165
  0.343280,-26.260081
  0.345105,-25.770039
  0.346929,-25.274302
  0.348754,-24.772554
  0.350578,-24.274097
  0.352403,-23.767890
  0.354227,-23.258775
  0.356052,-22.747236
  0.357876,-22.233679
  0.359701,-21.723172
  0.361525,-21.219203
  0.363350,-20.729974
  0.365174,-20.254530
  0.366999,-19.805317
  0.368823,-19.377860
  0.370648,-18.983814
  0.372472,-18.615123
  0.374297,-18.267703
  0.376121,-17.946407
  0.377946,-17.641011
  0.379770,-17.343800
  0.381595,-17.057268
  0.383419,-16.769986
  0.385244,-16.485533
  0.387068,-16.198441
  0.388893,-15.904708
  0.390717,-15.603731
  0.392542,-15.297281
  0.394366,-14.984523
  0.396191,-14.669639
  0.398015,-14.358726
  0.399840,-14.046789
  0.401664,-13.734359
  0.403489,-13.424615
  0.405313,-13.119914
  0.407138,-12.815992
  0.408962,-12.512556
  0.410787,-12.209821
  0.412611,-11.907308
  0.414436,-11.599492
  0.416260,-11.279357
  0.418085,-10.948281
  0.419909,-10.601082
  0.421734,-10.238563
  0.423558, -9.855841
  0.425383, -9.461262
  0.427207, -9.049000
  0.429032, -8.627302
  0.430856, -8.196172
  0.432681, -7.764343
  0.434505, -7.342141
  0.436330, -6.928793
  0.438154, -6.535297
  0.439979, -6.163984
  0.441803, -5.820712
  0.443628, -5.508375
  0.445452, -5.227799
  0.447277, -4.983193
  0.449101, -4.771204
  0.450926, -4.596607
  0.452750, -4.459344
  0.454575, -4.353656
