# #Autogenerated fromHID,HIE at pH: 7.4
# #h[nm],U[kJ/mol]
  0.160831, 44.481995
  0.161831, 40.945717
  0.162831, 37.430553
  0.163831, 33.993239
  0.164831, 30.601606
  0.165831, 27.291372
  0.166831, 24.059471
  0.167831, 20.898143
  0.168831, 17.840353
  0.169831, 14.836762
  0.170831, 11.968203
  0.171831,  9.137667
  0.172831,  6.442710
  0.173831,  3.792601
  0.174831,  1.258877
  0.175831, -1.211572
  0.176831, -3.596919
  0.177831, -5.903458
  0.178831, -8.141846
  0.179831,-10.285720
  0.180831,-12.388490
  0.181831,-14.383309
  0.182831,-16.340734
  0.183831,-18.194098
  0.184831,-20.004729
  0.185831,-21.730492
  0.186831,-23.394982
  0.187831,-24.989557
  0.188831,-26.509253
  0.189831,-27.979705
  0.190831,-29.361943
  0.191831,-30.708753
  0.192831,-31.955229
  0.193831,-33.174623
  0.194831,-34.312880
  0.195831,-35.409327
  0.196831,-36.444643
  0.197831,-37.434602
  0.198831,-38.381269
  0.199831,-39.270921
  0.200831,-40.132138
  0.201831,-40.934090
  0.202831,-41.720078
  0.203831,-42.442731
  0.204831,-43.150277
  0.205831,-43.811996
  0.206831,-44.449549
  0.207831,-45.050446
  0.208831,-45.618335
  0.209831,-46.160113
  0.210831,-46.660703
  0.211831,-47.143265
  0.212831,-47.571672
  0.213831,-47.984262
  0.214831,-48.343361
  0.215831,-48.681612
  0.216831,-48.971153
  0.217831,-49.228143
  0.218831,-49.446593
  0.219831,-49.622675
  0.220831,-49.768129
  0.221831,-49.863682
  0.222831,-49.942250
  0.223831,-49.963319
  0.224831,-49.968745
  0.225831,-49.926389
  0.226831,-49.865808
  0.227831,-49.770805
  0.228831,-49.652631
  0.229831,-49.509944
  0.230831,-49.341266
  0.231831,-49.157643
  0.232831,-48.945752
  0.233831,-48.723107
  0.234831,-48.471104
  0.235831,-48.210476
  0.236831,-47.927510
  0.237831,-47.632333
  0.238831,-47.321573
  0.239831,-47.000014
  0.240831,-46.669104
  0.241831,-46.326460
  0.242831,-45.977883
  0.243831,-45.624477
  0.244831,-45.269888
  0.245831,-44.915854
  0.246831,-44.563134
  0.247831,-44.214268
  0.248831,-43.870156
  0.249831,-43.532363
  0.250831,-43.201966
  0.251831,-42.876810
  0.252831,-42.557326
  0.253831,-42.239409
  0.254831,-41.929379
  0.255831,-41.620320
  0.256831,-41.313417
  0.257831,-41.006018
  0.258831,-40.697195
  0.259831,-40.386621
  0.260831,-40.073833
  0.261831,-39.757528
  0.262831,-39.439956
  0.263831,-39.117377
  0.264831,-38.794620
  0.265831,-38.468254
  0.266831,-38.144344
  0.267831,-37.821261
  0.268831,-37.500016
  0.269831,-37.180124
  0.270831,-36.866221
  0.271831,-36.559798
  0.272831,-36.259873
  0.273831,-35.964825
  0.274831,-35.679473
  0.275831,-35.400181
  0.276831,-35.133114
  0.277831,-34.871403
  0.278831,-34.621023
  0.279831,-34.379469
  0.280831,-34.148327
  0.281831,-33.927534
  0.282831,-33.714278
  0.283831,-33.514795
  0.284831,-33.320533
  0.285831,-33.145739
  0.286831,-32.974736
  0.287831,-32.820734
  0.288831,-32.672484
  0.289831,-32.535858
  0.290831,-32.405713
