# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos LYS and Iron (fe-110) slab.
# 
# z(nm), (KJ/mol)
  0.158623, 62.032448
  0.160129, 55.959820
  0.161635, 50.090683
  0.163142, 44.464123
  0.164648, 39.117858
  0.166154, 34.076626
  0.167660, 29.359144
  0.169167, 24.962685
  0.170673, 20.879022
  0.172179, 17.086778
  0.173685, 13.564758
  0.175192, 10.288894
  0.176698,  7.238557
  0.178204,  4.398380
  0.179711,  1.753607
  0.181217, -0.723431
  0.182723, -3.056673
  0.184229, -5.273851
  0.185736, -7.396467
  0.187242, -9.437421
  0.188748,-11.414350
  0.190254,-13.344376
  0.191761,-15.246534
  0.193267,-17.129208
  0.194773,-18.987313
  0.196280,-20.801793
  0.197786,-22.551719
  0.199292,-24.209090
  0.200798,-25.753061
  0.202305,-27.169096
  0.203811,-28.452874
  0.205317,-29.607516
  0.206823,-30.647495
  0.208330,-31.580294
  0.209836,-32.421517
  0.211342,-33.183740
  0.212849,-33.875204
  0.214355,-34.499568
  0.215861,-35.059146
  0.217367,-35.543660
  0.218874,-35.953682
  0.220380,-36.291769
  0.221886,-36.554012
  0.223392,-36.744248
  0.224899,-36.866266
  0.226405,-36.928009
  0.227911,-36.935218
  0.229417,-36.892804
  0.230924,-36.793344
  0.232430,-36.647998
  0.233936,-36.454944
  0.235443,-36.217198
  0.236949,-35.938094
  0.238455,-35.626440
  0.239961,-35.292312
  0.241468,-34.942382
  0.242974,-34.587245
  0.244480,-34.232047
  0.245986,-33.884793
  0.247493,-33.546071
  0.248999,-33.221210
  0.250505,-32.910317
  0.252012,-32.606141
  0.253518,-32.307017
  0.255024,-32.006021
  0.256530,-31.696676
  0.258037,-31.382863
  0.259543,-31.057241
  0.261049,-30.718753
  0.262555,-30.365684
  0.264062,-29.997147
  0.265568,-29.617935
  0.267074,-29.227766
  0.268580,-28.831048
  0.270087,-28.426677
  0.271593,-28.017339
  0.273099,-27.603937
  0.274606,-27.191786
  0.276112,-26.782299
  0.277618,-26.377192
  0.279124,-25.980928
  0.280631,-25.597822
  0.282137,-25.234786
  0.283643,-24.891919
  0.285149,-24.569870
  0.286656,-24.273079
  0.288162,-23.996262
  0.289668,-23.740987
  0.291175,-23.502692
  0.292681,-23.276772
  0.294187,-23.055213
  0.295693,-22.831660
  0.297200,-22.607300
  0.298706,-22.374506
  0.300212,-22.136086
  0.301718,-21.877941
  0.303225,-21.608842
  0.304731,-21.332298
  0.306237,-21.044558
  0.307743,-20.746990
  0.309250,-20.440523
  0.310756,-20.140260
  0.312262,-19.843048
  0.313769,-19.551684
  0.315275,-19.267956
  0.316781,-18.998443
  0.318287,-18.740225
  0.319794,-18.498714
  0.321300,-18.271107
  0.322806,-18.056805
  0.324312,-17.859578
  0.325819,-17.668213
  0.327325,-17.484596
  0.328831,-17.306207
  0.330338,-17.131081
  0.331844,-16.957660
  0.333350,-16.786035
  0.334856,-16.617681
  0.336363,-16.454036
  0.337869,-16.296661
  0.339375,-16.149895
  0.340881,-16.018298
  0.342388,-15.894759
  0.343894,-15.780125
  0.345400,-15.668702
  0.346907,-15.558986
  0.348413,-15.447976
  0.349919,-15.343994
  0.351425,-15.243001
  0.352932,-15.146030
  0.354438,-15.057687
  0.355944,-14.986386
  0.357450,-14.927163
  0.358957,-14.881366
  0.360463,-14.852852
  0.361969,-14.832715
  0.363475,-14.821918
  0.364982,-14.812437
  0.366488,-14.792703
  0.367994,-14.758993
  0.369501,-14.706542
  0.371007,-14.632683
  0.372513,-14.534016
  0.374019,-14.413105
  0.375526,-14.267250
  0.377032,-14.103662
  0.378538,-13.920336
  0.380044,-13.720596
  0.381551,-13.512151
  0.383057,-13.291342
  0.384563,-13.059855
  0.386070,-12.826768
  0.387576,-12.585485
  0.389082,-12.338318
  0.390588,-12.088264
  0.392095,-11.832137
  0.393601,-11.572812
  0.395107,-11.305088
  0.396613,-11.033162
  0.398120,-10.756794
  0.399626,-10.477879
  0.401132,-10.199757
  0.402638, -9.926047
  0.404145, -9.652461
  0.405651, -9.380918
  0.407157, -9.117393
  0.408664, -8.858856
  0.410170, -8.606646
  0.411676, -8.364643
  0.413182, -8.128354
  0.414689, -7.897121
  0.416195, -7.673005
  0.417701, -7.454682
  0.419207, -7.244977
  0.420714, -7.047387
  0.422220, -6.858788
  0.423726, -6.673062
  0.425233, -6.497750
  0.426739, -6.331826
  0.428245, -6.170420
  0.429751, -6.020109
  0.431258, -5.872554
  0.432764, -5.729978
  0.434270, -5.593735
  0.435776, -5.460413
  0.437283, -5.325572
  0.438789, -5.193462
  0.440295, -5.056691
  0.441801, -4.920792
  0.443308, -4.783864
  0.444814, -4.643312
  0.446320, -4.490519
  0.447827, -4.338524
  0.449333, -4.177719
  0.450839, -4.011614
  0.452345, -3.843997
  0.453852, -3.667310
  0.455358, -3.488323
  0.456864, -3.305913
  0.458370, -3.123191
  0.459877, -2.935925
  0.461383, -2.749135
  0.462889, -2.566884
  0.464396, -2.391266
  0.465902, -2.217133
  0.467408, -2.047708
  0.468914, -1.881458
  0.470421, -1.721441
  0.471927, -1.566325
  0.473433, -1.418200
  0.474939, -1.272814
  0.476446, -1.135601
  0.477952, -1.004284
  0.479458, -0.887266
  0.480965, -0.780665
  0.482471, -0.687561
  0.483977, -0.613036
  0.485483, -0.554211
  0.486990, -0.515904
  0.488496, -0.494833
  0.490002, -0.488668
  0.491508, -0.495944
  0.493015, -0.522975
  0.494521, -0.558038
  0.496027, -0.605711
  0.497533, -0.656550
  0.499040, -0.712845
  0.500546, -0.772179
  0.502052, -0.833012
  0.503559, -0.903764
  0.505065, -0.975157
  0.506571, -1.044671
  0.508077, -1.112924
  0.509584, -1.182952
  0.511090, -1.253206
  0.512596, -1.324648
  0.514102, -1.394749
  0.515609, -1.465503
  0.517115, -1.539392
  0.518621, -1.611522
  0.520128, -1.677238
  0.521634, -1.743199
  0.523140, -1.806049
  0.524646, -1.864841
  0.526153, -1.916106
  0.527659, -1.959243
  0.529165, -1.995341
  0.530671, -2.023666
  0.532178, -2.042525
  0.533684, -2.052804
  0.535190, -2.060395
  0.536696, -2.058898
  0.538203, -2.056013
  0.539709, -2.048705
  0.541215, -2.042878
  0.542722, -2.036789
  0.544228, -2.029853
  0.545734, -2.024609
  0.547240, -2.023562
  0.548747, -2.023342
  0.550253, -2.027838
  0.551759, -2.032990
  0.553265, -2.037039
  0.554772, -2.046939
  0.556278, -2.051085
  0.557784, -2.051502
  0.559291, -2.047289
  0.560797, -2.040939
  0.562303, -2.033083
  0.563809, -2.018999
  0.565316, -1.999681
  0.566822, -1.977965
  0.568328, -1.953893
  0.569834, -1.927237
  0.571341, -1.893325
  0.572847, -1.862745
  0.574353, -1.830785
  0.575859, -1.802451
  0.577366, -1.771586
  0.578872, -1.742713
  0.580378, -1.712687
  0.581885, -1.683216
  0.583391, -1.651001
  0.584897, -1.619985
  0.586403, -1.588425
