# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos ILE and Iron (fe-110) slab.
# 
# z(nm), (KJ/mol)
  0.160930, 65.195547
  0.162688, 59.081312
  0.164445, 53.002549
  0.166203, 46.998496
  0.167960, 41.107921
  0.169718, 35.372038
  0.171475, 29.820019
  0.173233, 24.487345
  0.174990, 19.401786
  0.176748, 14.589013
  0.178505, 10.070779
  0.180263,  5.858476
  0.182020,  1.958085
  0.183778, -1.622190
  0.185535, -4.893710
  0.187292, -7.856815
  0.189050,-10.529403
  0.190807,-12.930950
  0.192565,-15.087305
  0.194322,-17.029334
  0.196080,-18.790972
  0.197837,-20.401009
  0.199595,-21.885754
  0.201352,-23.257697
  0.203110,-24.523279
  0.204867,-25.675878
  0.206625,-26.710133
  0.208382,-27.624768
  0.210140,-28.425437
  0.211897,-29.125743
  0.213655,-29.740587
  0.215412,-30.292942
  0.217170,-30.790819
  0.218927,-31.246346
  0.220685,-31.660439
  0.222442,-32.026967
  0.224200,-32.334937
  0.225957,-32.575965
  0.227715,-32.730996
  0.229472,-32.790384
  0.231230,-32.752219
  0.232987,-32.617239
  0.234745,-32.387752
  0.236502,-32.081731
  0.238260,-31.712421
  0.240017,-31.299653
  0.241775,-30.854395
  0.243532,-30.383882
  0.245290,-29.891699
  0.247047,-29.372583
  0.248805,-28.832020
  0.250562,-28.266232
  0.252320,-27.675725
  0.254077,-27.060545
  0.255835,-26.421372
  0.257592,-25.778676
  0.259350,-25.132023
  0.261107,-24.507795
  0.262865,-23.910784
  0.264622,-23.351574
  0.266380,-22.828953
  0.268137,-22.342950
  0.269895,-21.892389
  0.271652,-21.464295
  0.273410,-21.056442
  0.275167,-20.652889
  0.276924,-20.251090
  0.278682,-19.837610
  0.280439,-19.419688
  0.282197,-18.998255
  0.283954,-18.575046
  0.285712,-18.156629
  0.287469,-17.748651
  0.289227,-17.359030
  0.290984,-16.992058
  0.292742,-16.654092
  0.294499,-16.352413
  0.296257,-16.086920
  0.298014,-15.866116
  0.299772,-15.687472
  0.301529,-15.552232
  0.303287,-15.450661
  0.305044,-15.376921
  0.306802,-15.324896
  0.308559,-15.281234
  0.310317,-15.235922
  0.312074,-15.184400
  0.313832,-15.109910
  0.315589,-15.010386
  0.317347,-14.873435
  0.319104,-14.701675
  0.320862,-14.491217
  0.322619,-14.243701
  0.324377,-13.967907
  0.326134,-13.661280
  0.327892,-13.340385
  0.329649,-13.012623
  0.331407,-12.681243
  0.333164,-12.358683
  0.334922,-12.044397
  0.336679,-11.745796
  0.338437,-11.458017
  0.340194,-11.185068
  0.341952,-10.923273
  0.343709,-10.670219
  0.345467,-10.424791
  0.347224,-10.185177
  0.348982, -9.950359
  0.350739, -9.725967
  0.352497, -9.509071
  0.354254, -9.301357
  0.356012, -9.112472
  0.357769, -8.931135
  0.359527, -8.767263
  0.361284, -8.607169
  0.363042, -8.458058
  0.364799, -8.311858
  0.366556, -8.167563
  0.368314, -8.031622
  0.370071, -7.897567
  0.371829, -7.767959
  0.373586, -7.640585
  0.375344, -7.526020
  0.377101, -7.417916
  0.378859, -7.308365
  0.380616, -7.192156
  0.382374, -7.066767
  0.384131, -6.933753
  0.385889, -6.791014
  0.387646, -6.641929
  0.389404, -6.481836
  0.391161, -6.304387
  0.392919, -6.127657
  0.394676, -5.939644
  0.396434, -5.743824
  0.398191, -5.541807
  0.399949, -5.335756
  0.401706, -5.122519
  0.403464, -4.900248
  0.405221, -4.670142
  0.406979, -4.431234
  0.408736, -4.177596
  0.410494, -3.910404
  0.412251, -3.624183
  0.414009, -3.313595
  0.415766, -2.977421
  0.417524, -2.614055
  0.419281, -2.216993
  0.421039, -1.786565
  0.422796, -1.326315
  0.424554, -0.841794
  0.426311, -0.330923
  0.428069,  0.200345
  0.429826,  0.743718
  0.431584,  1.291688
  0.433341,  1.847820
  0.435099,  2.401894
  0.436856,  2.951427
  0.438614,  3.488238
  0.440371,  4.009471
  0.442129,  4.506506
  0.443886,  4.978748
  0.445644,  5.418453
  0.447401,  5.818889
  0.449159,  6.176587
  0.450916,  6.489764
  0.452674,  6.756785
  0.454431,  6.975306
  0.456188,  7.142740
  0.457946,  7.263650
  0.459703,  7.338094
  0.461461,  7.366963
  0.463218,  7.351200
  0.464976,  7.294251
  0.466733,  7.198916
  0.468491,  7.067622
  0.470248,  6.901983
  0.472006,  6.701188
  0.473763,  6.477777
  0.475521,  6.230894
  0.477278,  5.969825
  0.479036,  5.686837
  0.480793,  5.396373
  0.482551,  5.096141
  0.484308,  4.789635
  0.486066,  4.484202
  0.487823,  4.174309
  0.489581,  3.866606
  0.491338,  3.563093
  0.493096,  3.267093
  0.494853,  2.979545
  0.496611,  2.702989
  0.498368,  2.438376
  0.500126,  2.186831
  0.501883,  1.947009
  0.503641,  1.723119
  0.505398,  1.510027
  0.507156,  1.304450
  0.508913,  1.107228
  0.510671,  0.918635
  0.512428,  0.734113
  0.514186,  0.554004
  0.515943,  0.382054
  0.517701,  0.220783
  0.519458,  0.065623
  0.521216, -0.079140
  0.522973, -0.216269
  0.524731, -0.341177
  0.526488, -0.453013
  0.528246, -0.555070
  0.530003, -0.648771
  0.531761, -0.735310
  0.533518, -0.818084
  0.535276, -0.892589
  0.537033, -0.963830
  0.538791, -1.034771
  0.540548, -1.102043
  0.542306, -1.165066
  0.544063, -1.226530
  0.545820, -1.286459
  0.547578, -1.339921
  0.549335, -1.388553
  0.551093, -1.428879
  0.552850, -1.461880
  0.554608, -1.486580
  0.556365, -1.499541
  0.558123, -1.503269
  0.559880, -1.500404
  0.561638, -1.489350
  0.563395, -1.472037
  0.565153, -1.454670
  0.566910, -1.433549
  0.568668, -1.412676
  0.570425, -1.391279
  0.572183, -1.369914
  0.573940, -1.348843
  0.575698, -1.331421
  0.577455, -1.316933
  0.579213, -1.305501
  0.580970, -1.293028
  0.582728, -1.277749
  0.584485, -1.268036
  0.586243, -1.254351
  0.588000, -1.239472
  0.589758, -1.222635
  0.591515, -1.201776
  0.593273, -1.181085
  0.595030, -1.156094
  0.596788, -1.131952
  0.598545, -1.105179
  0.600303, -1.077162
  0.602060, -1.046938
  0.603818, -1.016268
  0.605575, -0.989112
  0.607333, -0.964403
  0.609090, -0.941592
  0.610848, -0.921239
  0.612605, -0.901974
  0.614363, -0.885213
  0.616120, -0.868414
  0.617878, -0.856967
  0.619635, -0.847967
  0.621393, -0.838632
  0.623150, -0.826772
  0.624908, -0.818508
  0.626665, -0.806329
  0.628423, -0.794735
  0.630180, -0.779349
  0.631938, -0.765397
  0.633695, -0.745946
  0.635452, -0.724197
  0.637210, -0.698088
  0.638967, -0.672191
  0.640725, -0.640195
  0.642482, -0.606924
  0.644240, -0.564363
  0.645997, -0.525487
  0.647755, -0.482054
  0.649512, -0.440263
  0.651270, -0.400296
  0.653027, -0.359831
  0.654785, -0.318386
  0.656542, -0.274929
  0.658300, -0.235578
  0.660057, -0.196140
  0.661815, -0.159687
  0.663572, -0.123477
  0.665330, -0.089359
  0.667087, -0.057360
  0.668845, -0.025983
  0.670602,  0.000957
  0.672360,  0.029745
  0.674117,  0.056323
  0.675875,  0.084934
  0.677632,  0.111714
  0.679390,  0.142266
  0.681147,  0.172641
  0.682905,  0.206055
  0.684662,  0.243178
  0.686420,  0.284666
  0.688177,  0.332529
  0.689935,  0.384077
  0.691692,  0.438442
  0.693450,  0.496633
  0.695207,  0.556994
  0.696965,  0.621922
  0.698722,  0.686200
  0.700480,  0.750417
  0.702237,  0.816379
  0.703995,  0.880591
  0.705752,  0.942838
  0.707510,  1.003886
  0.709267,  1.062205
  0.711025,  1.117777
  0.712782,  1.171017
  0.714540,  1.223670
  0.716297,  1.273235
  0.718055,  1.321065
  0.719812,  1.367470
  0.721570,  1.412002
  0.723327,  1.451708
  0.725084,  1.494777
  0.726842,  1.533623
  0.728599,  1.574503
  0.730357,  1.614290
  0.732114,  1.650312
  0.733872,  1.680378
  0.735629,  1.711666
  0.737387,  1.737040
  0.739144,  1.759031
  0.740902,  1.773268
  0.742659,  1.784810
  0.744417,  1.791304
  0.746174,  1.791733
  0.747932,  1.788756
  0.749689,  1.778479
  0.751447,  1.763651
  0.753204,  1.745518
  0.754962,  1.723538
  0.756719,  1.699459
  0.758477,  1.670899
  0.760234,  1.639401
  0.761992,  1.604508
  0.763749,  1.568825
  0.765507,  1.530466
  0.767264,  1.493075
  0.769022,  1.457923
  0.770779,  1.423817
  0.772537,  1.388624
  0.774294,  1.352953
  0.776052,  1.321119
  0.777809,  1.285147
  0.779567,  1.250227
  0.781324,  1.216350
  0.783082,  1.184232
  0.784839,  1.151115
  0.786597,  1.116343
  0.788354,  1.079616
  0.790112,  1.042555
  0.791869,  1.001767
  0.793627,  0.960898
  0.795384,  0.918951
  0.797142,  0.869346
  0.798899,  0.813418
  0.800657,  0.759468
