040-C06,X1B
045-CBA,X1Q
045-C6,X1Q
045-CAS,X1Q
045-OAG,X4O
045-C4,X1Q
045-O3,X4O
045-CAR,X1Q
045-C2,X1Q
045-O5,X4O
045-O1,X4O
045-OAC,X4O
045-CBF,X1Q
045-CAV,X1Q
045-OAI,X4O
045-CAZ,X1Q
045-OAO,X4O
049-C6,X1O
049-C23,X2U
049-C9,X1Q
049-O13,X1P
049-C11,X1B
04B-C12,X1Q
04B-C11,X1B
04B-C8,X41
04B-C5,X4S
04C-O45,X1P
04C-C12,X1Q
04C-C11,X1B
04C-C29,X2U
04C-C33,X44
04C-C38,X1B
04C-C26,X3P
04C-C41,X1O
04C-N22,X3P
04C-O21,X1P
04C-C6,X1O
04D-C27,X1Q
04D-C28,X1B
04D-CA,X41
04D-C23,X16
04N-CBC,X5M
04N-C6,X1Q
04N-O3,X4O
04N-C4,X1B
04N-O5,X4O
04N-C1,X42
04N-C3,X1B
04O-C16,X5H
04O-C61,X1Q
04O-O11,X1P
04O-O51,X4O
04O-O41,X4O
04O-C31,X42
04O-C41,X1B
04Q-C,GLY
04Q-C16,X1O
04X-CA,X2D
04X-C3,X44
04X-CD,BTE
056-C6,X67
056-O17,X4O
056-O18,X4Q
056-C10,X1O
056-S8,X1F
05N-C,X1Z
05N-C53,X1B
05N-C21,X42
05N-C20,X1B
05R-CBE,X1Z
05R-CBK,X66
05U-C11,X41
05U-C13,X16
05U-C17,X16
05W-C24,X1Q
05W-C23,X1B
05W-CA,X41
05W-C26,X16
060-C,GLY
060-S,CYS
060-C1,ALA
064-O9,X33
064-C3,X67
064-C10,X16
064-O11,X1P
064-C22,X5D
064-C26,X17
064-C30,X4S
064-O35,X4Q
064-O36,X4O
068-C14,X5O
068-C5,X1O
068-C2,X1Q
068-C18,X1Z
069-O2,X4O
069-C3,X5J
069-C,X2A
06D-O18,X1P
06D-C02,X1G
06D-C14,X5H
06D-C24,X1B
06L-C16,X1Q
06L-C15,X1B
06L-C14,X1B
06L-C26,X19
06L-C28,X1B
06L-C1,GAN
06L-C30,X1B
06L-C8,X4Y
06L-C11,X16
06L-C21,X1B
06L-C9,X1B
06L-C4,X4Y
06L-C23,X1B
06L-C3,X1B
06Y-C1,X1Z
06Y-C3,X5J
072-O3N,X4Q
072-O3M,X4O
072-C4C,X1O
072-C5C,X1O
072-C1D,X1G
072-S1B,X1F
072-C1A,X3P
072-C3F,X5H
072-C2D,X4Y
072-C2G,X15
074-C2,X16
074-C4,X1G
074-O2,X4O
074-C7,X3P
074-C11,X1K
074-N3,X2O
074-C15,X15
074-O,X4Q
074-OT,X4O
076-C3,X5J
076-C1,X2U
076-C10,X16
076-C13,X3P
076-C16,X1O
076-C26,X5S
076-C22,X1Q
077-C8,X64
077-C20,X1Q
077-C16,X1B
077-C18,X1Z
079-C3,X5J
079-C1,X2U
079-C10,X16
079-C13,X3P
079-C16,X1O
079-C26,X5S
079-C22,X42
07B-CBA,EST
07B-CAZ,EST
07B-CBJ,X1Q
07B-CAR,X1B
07B-CAQ,X1B
07B-OX0,X4O
07E-C2,X1Q
07E-C3,X1Q
07E-O5,X1P
07E-O4,X4O
07E-C1',X1Q
07E-C3',X1Q
07O-CA,X6J
07O-OD,X4Q
07O-C2,X5E
07P-CCJ,X4Y
07P-CCE,X4Y
07P-CBV,X4Y
07P-C6,X1Q
07P-CBQ,X4Y
07P-C1,X1Q
07P-O5,X4O
07P-O2,X4O
07P-CBL,X4Y
07P-C4,X1Q
07P-O3,X4O
07P-CBG,X4Y
07P-CBB,X4Y
07P-CAX,X3P
07P-CAA,X1B
07P-CAC,X1Q
07P-CAJ,X4Y
07P-CBZ,X16
07P-CCA,X1B
07V-OAD,X4Q
07V-CAE,BTE
07V-CAH,X19
07V-CAB,X1B
07Y-C5,X1Q
07Y-C1,X1Q
07Y-O2,X4O
07Y-O3,X1P
07Y-C20,X6A
07Y-O1,X4O
08N-C08,X78
08N-C13,X1B
08N-O01,X4Q
08N-C15,X43
08N-C19,X1B
08N-C22,X78
08N-O28,X1P
08O-C1,GAN
08O-C6,X4Y
08O-C11,X4Y
08O-C16,X4Y
08O-C20,X1K
097-O3,X4O
097-C10,X2U
097-C6,X1L
097-C4,X2A
097-C1,X1L
097-C12,X1G
097-O5,X4O
099-O25,X4O
099-C8,X5P
099-C16,X1G
099-C14,X5S
099-C17,X3P
09N-CAP,X4Y
09N-CAK,X4Y
09N-CAF,X4Y
09N-OAX,X4O
09N-CAB,X41
09N-C6,X1Q
09N-OAW,X4Q
09N-C1,X1Q
09N-O5,X4O
09N-O2,X4O
09N-CAZ,X4Y
09N-C4,X1Q
09N-O3,X4O
09N-CBE,X4Y
09N-CBI,X19
09N-CBM,X4Y
09U-O1,X1P
09U-C2,X16
09U-C3,X1B
09V-C1,X1Q
09V-C3,X15
0A0-CA,X71
0A0-CM,X1B
0A1-CB,X6O
0A1-OH,X1P
0A6-C08,X1Q
0A6-O01,X4Q
0A6-C03,X1Q
0A6-O07,X4Q
0A6-OXT,X4O
0A7-O09,X4Q
0A7-OXT,X4O
0A7-C11,X1Z
0A7-C02,X4S
0A9-C,GLY
0A9-CG,PHE
0A9-CM,ALA
0AA-C,GLY
0AA-CB,VAL
0AA-C1,ALA
0AB-C,GLY
0AB-CB,VAL
0AB-C1,ALA
0AC-C,GAN
0AC-CA,X41
0AC-CE1,X4S
0AF-CG,X6R
0AF-O1,X4O
0AG-O2,X2L
0AG-C,GAN
0AG-CG,X16
0AI-O1,X1P
0AI-C6,GAN
0AI-O4,X4O
0AI-O5,X1P
0AI-C7,X2U
0AI-O3,X1P
0AJ-SG,X1N
0AJ-S,X1F
0AJ-C2,X1B
0AS-C23,X1Q
0AS-C24,X1B
0AS-C3,X1Q
0AS-O2,X4O
0AS-C28,GAN
0AS-C14,X4Y
0AS-C12,X18
0AS-C27,X1B
0AS-C26,X1B
0AS-C20,X4Y
0AS-C30,X1B
0AS-C5,X4Y
0AS-C25,X1B
0AZ-C,X1Z
0AZ-CG,X42
0AZ-CB,X1B
0B2-C31,X22
0B2-C38,X1B
0B2-O40,X1P
0B2-C41,X1L
0B2-C44,X16
0BD-C3,X59
0BD-C22,X1L
0BD-C21,X1Q
0BD-C,X1K
0BD-C15,X1B
0BD-C10,X1Q
0BD-O8,X4O
0BD-C191,X1Q
0BD-O10,X4O
0BF-C12,X2T
0BF-C16,X2H
0BF-C25,X5Y
0BF-O14,X4Q
0BF-C06,X15
0BF-C03,X1B
0BF-S07,X1N
0BJ-C16,X5J
0BJ-O22,X4O
0BJ-O23,X4Q
0BJ-C1,X5Q
0BJ-C9,X1B
0BJ-O12,X4O
0CO-C3,X1Q
0CO-C1,X1Q
0CO-C10,X1A
0CO-C25,X1Q
0CO-C26,X1B
0CO-C27,X1B
0CO-C8,X19
0CO-C11,X16
0CO-C18,X1B
0CO-C17,X4Y
0CO-C28,X1Q
0CO-C21,X1B
0CP-C2,X78
0CP-C17,X2W
0CP-C15,X1B
0CP-C9,X1L
0CP-C6,X16
0CX-O4,X4Q
0CX-C17,X1Q
0CX-C24,X1B
0CX-C9,X1Q
0CX-C20,X4Y
0CX-C23,X1B
0CX-C1,GAN
0CX-C12,X19
0CX-C7,X19
0CX-C4,X1B
0D3-S',X1F
0D3-C4,X1D
0D3-C,X1G
0D3-C1,X1G
0D3-C2',X4S
0D8-C7,X32
0DB-CG3,X6R
0DB-O,X4Q
0DB-CD,X5H
0DB-OG1,X4Q
0DB-OG2,X4O
0DB-CA1,X1L
0DB-CG1,X15
0DS-O3,X4O
0DS-C21,X1G
0DS-C4,X1L
0DS-C1,X3P
0DS-CG,X1L
0DS-C,X3P
0DS-C6,X2A
0DS-CG1,X1O
0E8-CG,X5H
0E8-O,X4O
0E8-C,X2L
0E8-C2,X1B
0E8-C3,X1B
0E8-C31,X45
0E8-CG1,X5E
0E8-O21,X2L
0E8-C22,X1B
0E8-C32,X1B
0E9-C3,X5M
0E9-C1,X3P
0E9-CB,X16
0E9-N2,X3P
0E9-C1A,X1O
0E9-C12,X26
0E9-C32,X1O
0E9-C1B,X5H
0E9-O3,X4O
0E9-C9,X1G
0E9-CG11,X1B
0E9-CG21,X1B
0EA-C6,X5P
0EA-O5,X4O
0EA-O8,X4O
0EA-CA,X2D
0ED-C3,X5M
0ED-C1,X3P
0ED-C9,X2U
0ED-CG2,X1O
0ED-CD,X3W
0ED-C,X1G
0ED-CG1,X16
0ED-N4,X43
0ED-C21,X1B
0EF-C6,X26
0EF-C4,X1G
0EF-C,X2L
0EF-C2,X1B
0EF-C3,X1B
0EF-CG1,X5E
0EF-C5,X1G
0EF-CD,X15
0EH-C,GLY
0EH-CAA,ALA
0EH-CAP,ILE
0EH-CAS,VAL
0ER-C16,X5J
0ER-O22,X4O
0ER-O23,X4Q
0ER-C6,X5J
0ER-C9,X1B
0ER-O12,X4O
0ER-O4,X1P
0ER-O3,X4Q
0EZ-C4,X4J
0EZ-CG,X1O
0EZ-O1,X4Q
0EZ-C5,X2U
0EZ-CG11,X1K
0EZ-CT,X1Q
0EZ-C2,X1B
0EZ-C3,X1B
0EZ-N3,X3P
0EZ-CG1,X1O
0EZ-C8,X1Q
0FL-C1,X2A
0FL-C,X24
0FW-OAA,X4Q
0FW-OAD,X4O
0FW-OAB,X4O
0FW-OAE,X4Q
0FW-CBB,X5J
0FW-CAS,X4S
0FW-CAZ,X2A
0FW-CBE,X64
0GA-OAE,X4Q
0GA-OAC,X4O
0GA-CAN,X7A
0GA-CAP,X5J
0GA-OAF,X4O
0GF-C27,X5G
0GF-C30,X1B
0GF-O7,X4Q
0GF-OXT,X4O
0GV-O7,X4Q
0GV-C3,X1Q
0GV-C5,X19
0GV-C19,X1B
0GV-C1,X1B
0GV-C4,X1B
0GV-C25,X1L
0GV-C12,X15
0GV-C20,X4Y
0GV-C14,X1K
0GV-C18,X1B
0GV-C21,X1B
0H0-C9,X1Q
0H0-O8,X4O
0H0-C10,X2U
0H0-C4,X1Q
0H0-C1,X1Z
0H0-C12,X1Q
0H0-C15,X15
0H0-C6,X1Q
0H0-O7,X4O
0HG-C4,X5G
0HG-SG,X1N
0HG-CD,X1G
0HG-C1,X3P
0HG-N,ETA
0HG-O2,X4Q
0HG-OXT1,X4O
0HG-O,X4Q
0HG-OXT,X4O
0HH-SG,X1N
0HH-C,GLY
0HH-CD,X1G
0HH-C1,X3P
0HH-C4,X4Y
0HH-C8,X16
0HH-O2,X4Q
0HH-OXT1,X4O
0HN-OAA,X4Q
0HN-OAB,X4O
0HN-CAK,X5J
0HN-OAH,X1P
0HT-C3,EST
0HT-CG3,X1O
0HT-C2,X1G
0HT-CG11,X15
0HT-CG21,X1B
0HT-C1,X1G
0HT-CG1,X1B
0HT-CG2,X1B
0HT-C,X4J
0HT-CG,X1L
0HZ-NE,X1C
0HZ-C,X2U
0HZ-N,X3P
0HZ-CB,X15
0I3-OAM,X4Q
0I3-CBA,X1B
0I3-CAA,X15
0I3-CAX,X1Z
0I3-CBC,GAN
0I3-CBB,X1B
0I3-CAU,X1L
0I3-CAP,X4Y
0I3-CAE,X4Y
0I3-CAK,X1B
0IL-C1E,GAN
0IL-C6E,X4Y
0IL-C1F,GAN
0IL-C2S,X4Y
0IL-C9E,X1B
0IL-C2T,X4Y
0IL-C6F,X4Y
0IL-C9F,X1B
0IT-S,X4H
0IT-C6,X4S
0IT-NE,X1C
0IT-O2,X4Q
0IT-C1,X2U
0IT-C,X2U
0IT-CG,X15
0JD-CAJ,GAN
0JD-CAL,X5J
0JD-OAH,X4O
0JY-CA,X6M
0JY-CAA,X1B
0KN-C16,X31
0KN-O39,X1P
0KN-C25,X1L
0KN-C28,X1B
0KN-C3,X4J
0KN-C18,X4Y
0KN-C31,X1B
0KN-O36,X4Q
0KN-C37,X15
0KN-C7,X1B
0KN-C11,X5J
0KN-O32,X1P
0L1-C2,GAN
0L1-C7,GAN
0L8-C3,X5G
0L8-C10,X5J
0L8-O1,X4T
0L8-O17,X1P
0LF-C31,X5H
0LF-O26,X1P
0LF-C,X2D
0LF-CG,X15
0LR-C2,X4S
0LR-C10,X15
0LR-C7,X1B
0LR-C8,X42
0LR-C14,X1B
0LR-C19,X5Y
0LV-CAJ,X5T
0LV-CAM,X1Q
0LV-CAB,X1B
0MK-C1,X1Q
0MK-O2,X4O
0MK-C3,X1Q
0MK-O5,X1P
0MK-O4,X4O
0N1-C1,X1O
0N1-C12,X4S
0N1-C8,X3P
0N1-C19,X18
0N1-C21,X1B
0N1-C32,X1O
0N1-C38,X16
0N1-O22,X1P
0N1-O26,X4Q
0N1-C27,X4J
0NX-O13,X1P
0NX-O11,X33
0NX-C4,X4S
0OO-CAN,X5J
0OO-CAM,X5M
0OP-CAN,X5M
0OP-CAO,X5M
0PA-C1,GAN
0PA-C5,X1K
0PZ-C3,X4Y
0PZ-O,X1P
0Q1-CAC,X35
0Q1-CAG,X5E
0Q1-CAK,X5M
0Q6-CAL,X5G
0Q6-OAH,X1P
0Q6-CAQ,X4S
0Q6-CAB,X2A
0QI-S,X1F
0QI-OH,X1P
0QI-CG,X6O
0QI-O1,X4Q
0QI-C3,X1K
0QI-C5,X1B
0QZ-C,X24
0QZ-OB,X4O
0R0-CAI,X5K
0R0-OAB,X4O
0R2-C21,X5D
0R2-C1,X5I
0R2-C14,GAN
0R2-C16,X15
0R2-C11,X3P
0R2-C10,X15
0R2-O4,X4Q
0R2-C24,X1Q
0R2-C26,X1B
0R2-C27,X1B
0R3-C16,X5D
0R3-C10,X5I
0R3-C2,X15
0R3-C25,GAN
0R3-C24,X1B
0R3-C5,X3P
0R3-C19,X15
0R3-C20,X1Q
0RE-C02,X1Q
0RE-O04,X4O
0RE-C07,X1K
0RY-CAN,X2A
0RY-CAI,X4S
0RY-CAO,X2S
0RY-OAB,X4Q
0RY-OAE,X4O
0RZ-CAN,X2A
0RZ-CAQ,X4S
0RZ-CAO,X2S
0RZ-OAB,X4Q
0RZ-OAE,X4O
0S4-O22,X4O
0S4-C14,X1O
0S4-C21,X1D
0S4-C25,X1L
0S4-C29,X1Q
0S4-O32,X4O
0S4-C3,X1O
0S4-C7,X4Y
0S4-O19,X4O
0SA-C6',X1Q
0SA-C1',X1Q
0SA-O2',X4O
0SA-S1',X1F
0SA-C3',X1Q
0SA-CJ,X4Y
0SA-CD,X4Y
0SA-C6,X1Q
0SA-C1,X1Q
0SA-O5,X4O
0SA-O2,X4O
0SA-C4,X1Q
0SA-O3,X4O
0SH-C16,X4Y
0SH-C11,X4Y
0SH-C6,X4Y
0SH-O4,X4O
0SH-C2,X41
0SH-C6A,X1Q
0SH-OAA,X4Q
0SH-C1A,X1Q
0SH-O6A,X4O
0SH-O2A,X4O
0SH-CAD,X4Y
0SH-C4A,X1Q
0SH-O3A,X4O
0SH-CAI,X4Y
0SH-CAN,X4Y
0T3-C13,X5K
0T3-C02,X16
0T3-C08,X1I
0T9-O2,X4Q
0T9-O3,X4Q
0T9-C1,X1Q
0T9-C25,X4Y
0T9-C27,X1B
0T9-C17,X4Y
0T9-C11,BTE
0T9-C9,X4Y
0T9-C6,X1B
0T9-C13,X15
0T9-C7,X1B
0TH-S1,X4H
0TH-C8,X15
0TH-C15,GAN
0TH-O2,X4O
0TH-C3,X1B
0TS-S1A,X1F
0TS-C2A,X1Q
0TS-O3A,X4O
0TS-C6A,X1Q
0TS-O5A,X4O
0TS-O4A,X1P
0TS-C6B,X1Q
0TS-C1B,X1Q
0TS-O2B,X4O
0TS-C3B,X1Q
0TS-S4B,X1F
0TS-C2C,X1Q
0TS-O3C,X4O
0TS-C6C,X1Q
0TS-O5C,X4O
0TS-O4C,X1P
0TS-C6D,X1Q
0TS-C1D,X1Q
0TS-O2D,X4O
0TS-C3D,X1Q
0TS-S4D,X1F
0TS-C2E,X1Q
0TS-O3E,X4O
0TS-C4E,X1Q
0TS-O6E,X1P
0TS-O5E,X4O
0U3-O22,X4O
0U3-C14,X1O
0U3-C21,X1D
0U3-C25,X1L
0U3-C29,X1Q
0U3-O32,X4O
0U3-C3,X1O
0U3-C7,X4Y
0U3-O19,X4O
0U8-C1',X1Q
0U8-C6,X1Q
0U8-O5,X4O
0U8-C1,X1Q
0U8-C6',X1Q
0U8-O5',X4O
0U8-C3,X1Q
0U8-O4,X4O
0U8-C4',X1Q
0U8-O3',X4O
0UB-C1',X1Q
0UB-O2',X4O
0UB-C3',X1Q
0UB-O4',X4O
0UB-C5',X1Q
0UB-O2,X4O
0UB-C1,X1Q
0UB-C3,X1Q
0UB-O4,X4O
0UB-C5,X1Q
0UB-O2A,X4O
0UB-C1A,X1Q
0UB-C3A,X1Q
0UB-O4A,X4O
0UB-C5A,X1Q
0UB-O6A,X4O
0UO-O3,X1P
0UO-C18,X6R
0UR-O42,X4Q
0UR-C30,X1Q
0UR-C25,X1Q
0UR-C54,X4Y
0UR-C27,BTE
0UR-C23,X16
0UR-C26,X1B
0UR-C49,X4Y
0UR-C45,EST
0UR-C5,X1A
0UR-C21,X1B
0UR-C7,X18
0UR-C9,X1B
0UR-C22,X1B
0UR-C11,X18
0UR-C13,X1B
0UR-C32,X19
0UR-C38,X1B
0UR-C18,X1B
0UR-C33,X1B
0UR-C36,X1B
0UR-C15,X18
0UR-C17,X1B
0UT-C02,X1Z
0UT-O05,X4O
0UT-C10,X4S
0UT-C4,X4S
0UZ-C,GLY
0UZ-C3,X65
0V1-C4,X1Q
0V1-C2,X1Q
0V1-O1,X4O
0VD-C3,X1J
0VD-C6,X22
0VD-C11,X5J
0VD-C15,X1O
0VK-C2,X5M
0VK-O49,X1P
0VK-O1,X1P
0VK-C19,X1O
0VK-C11,X5H
0VK-C24,X1Q
0VK-C26,X15
0VK-C29,X1B
0VP-C2,X5M
0VP-O49,X1P
0VP-O1,X1P
0VP-C19,X5E
0VP-C11,X5H
0VP-C24,X1Q
0VP-C26,X15
0VP-C29,X1B
0VT-O9,X4Q
0VT-C8,X1B
0VT-C3,X19
0VT-C7,X1B
0VT-C1,X1B
0W3-O5,X4Q
0W3-C11,X1Q
0W3-C13,X1B
0W3-C15,X1B
0W3-O6,X4Q
0W3-C30,X1B
0W3-C2,X1Q
0W3-C6,X15
0W3-C10,X1B
0W3-C42,GAN
0W3-C5,X1Q
0W3-C7,X1B
0W3-C31,X4Y
0W3-C40,X15
0W3-C38,X1B
0W3-C14,X1Q
0W3-C17,X1Q
0W3-C18,X1B
0W3-C20,X19
0W3-C28,X4Y
0W3-C33,X1B
0W5-C27,X7A
0W5-C32,X4Y
0W5-C36,X1L
0WQ-C08,X5G
0WQ-C01,X1B
0WQ-C02,X1B
0WQ-N04,X2P
0WU-O1,X4Q
0WU-C3,BTE
0WU-C8,X19
0WU-C10,X1B
0XA-O33,X34
0XA-C34,X1L
0XA-C25,X16
0XA-C22,X4J
0XA-O21,X4Q
0XA-O15,X1P
0XA-C5,X5O
0XA-C7,X1B
0XA-C10,X1B
0XA-C13,X18
0XA-C11,X1B
0XL-C,GLY
0XL-CAZ,ALA
0XL-CBE,ALA
0XL-CBA,ALA
0XL-CBD,ALA
0XR-C4',X1Q
0XR-O1',X4Q
0XR-C1',X17
0XR-C4,X5J
0XR-O3,X4O
0Y0-C5,X51
0Y0-CAC,X1Q
0Y0-OAH,X4O
0Y0-C,X2M
0Y0-CAF,X45
0Y0-CAD,X1B
0Y1-C5,X51
0Y1-CBC,X1R
0Y1-CAF,X43
0Y1-C,X2M
0Y1-CAB,X1Q
0Y1-OAI,X4O
0Y1-CAD,X1B
0Y7-C21,X5D
0Y7-C1,X5I
0Y7-C14,GAN
0Y7-C16,X15
0Y7-C11,X3P
0Y7-O4,X1P
0Y7-C10,X15
0YA-S29,X4H
0YA-C34,X15
0YD-C20,X5D
0YD-C12,GAN
0YD-O12,X33
0YD-C8,X4S
0YE-C11,GAN
0YE-O5,X33
0YE-C23,X4S
0YF-C2,GAN
0YF-C17,X64
0YQ-N3,X53
0YQ-C22,X2U
0YQ-C31,X2D
0YQ-C16,X2U
0YQ-O29,X4Q
0YQ-O28,X4O
0YQ-C11,X1Q
0YQ-O14,X4O
0YQ-O13,X1P
0YT-C6,X1Q
0YT-S5,X1F
0YT-O1,X4O
0YT-C7,X2U
0YT-C3,X1Q
0YT-O4,X4O
0YW-OAB,X4Q
0YW-OAE,X4O
0YW-CBC,X6A
0YW-CAZ,X2A
0YW-CBA,X5J
0YW-CAT,X4Y
0YW-CAO,X4Y
0Z9-OH,X4O
0Z9-C1,X1G
0Z9-C,X1G
0Z9-CG,X16
0Z9-C10,X26
0Z9-C12,X1O
0ZL-C1,X2L
0ZL-C,X2U
0ZL-CG,X1L
0ZL-CG1,X1L
0ZL-C2,X3P
0ZL-C21,X1Q
0ZL-O31,X4O
0ZL-C5,X1L
0ZL-C1',X1L
0ZL-C4',X16
0ZP-CG,X1U
0ZP-C12,X63
0ZP-C14,X63
0ZP-C,X2U
0ZP-N1,X3P
0ZP-CG1,X1L
0ZP-CZ,X16
0ZP-CH,X1Q
0ZP-C2,X2U
0ZP-CG2,X1L
0ZP-CG11,X1K
0ZR-CD,X1G
0ZR-C7,X1G
0ZR-CD12,X4S
0ZR-C6,X1D
0ZR-C5,X1G
0ZR-CE11,X4S
0ZR-C4,X4J
0ZR-CG,X1O
0ZR-O1,X4Q
0ZR-CT,X1Q
0ZR-C2,X1B
0ZR-C3,X1B
0ZS-C7,X1G
0ZS-CE22,X4S
0ZS-C6,X1G
0ZS-CD,X1Z
0ZS-C4,X1G
0ZS-CD2,X4S
0ZS-C5,X4J
0ZS-CG1,X1O
0ZS-O1,X4Q
0ZS-CT,X1Q
0ZS-C2,X1B
0ZS-C3,X1B
0ZT-C7,X1G
0ZT-CD12,X4S
0ZT-C6,X1G
0ZT-CD,X1Z
0ZT-C5,X1G
0ZT-CD21,X4S
0ZT-C4,X4J
0ZT-CG,X1O
0ZT-O1,X4Q
0ZT-CT,X1Q
0ZT-C2,X1B
0ZT-C3,X1B
0ZZ-C5,X5G
0ZZ-O1,X1P
0ZZ-C41,X1O
0ZZ-S2,X1F
0ZZ-C,X2U
0ZZ-CB,X16
0ZZ-C8,X3P
0ZZ-O3,X1P
0ZZ-CG,X1Z
10A-N1,CHL
10A-C3,X4Y
10A-C8,X1K
10A-C16,X4Y
10A-C21,X1K
10M-C13,X1Q
10M-O10,X4O
10M-C11,X1Q
10M-C21,X1Q
10M-S,X1F
10M-C17,X1Q
10M-C7,X4Y
10M-C2,X1K
10M-C15,X1Q
10M-O8,X4O
10M-O4,X4O
10M-C19,X1Q
10M-O6,X4O
10X-CAD,X19
10X-CAS,GAN
10X-CAK,X4Y
10X-CAT,X1Q
10X-CAG,X19
10Y-C1,GAN
10Y-C16,X19
10Y-C6,X4Y
10Y-C10,X19
10Y-C13,X1Q
11A-CAM,GAN
11A-CAE,X4Y
11A-CAI,X16
11C-C,X3W
11C-CAI,GAN
11J-C1,X5N
11J-C7,X2A
11J-C10,X64
11O-C1,GAN
11O-C11,X1Q
11O-C6,X4Y
11O-C9,X1B
11O-C16,X4Y
11O-O22,X1P
11O-C13,X1B
11Q-CA,X2D
11Q-CB,X15
11Q-C1,X1L
11Q-C4,X16
11W-NAT,X6G
11W-CAF,X19
11W-C,X2M
11W-OAE,X4Q
11W-OAC,X4O
11Z-C17,GAN
11Z-C12,X4Y
11Z-C4,X4Y
11Z-C5,X1K
12H-C1,X1Q
12H-C12,GAN
12H-C5,X4Y
12H-C8,X15
12J-C1,X5N
12J-C7,X2A
12J-C10,X5J
12J-C14,X16
12K-C1,X26
12K-C4,X1L
12K-C8,X16
12L-C20,X1B
12L-C26,X1B
12L-C27,GLY
12L-C24,X16
12L-C23,X1B
12M-CAA,X5E
12M-OAJ,X1P
12N-C40,X24
12N-O36,X4O
12N-C32,X1L
12N-C35,X1B
12P-C36,X1Q
12P-C33,X1Q
12P-C30,X1Q
12P-C27,X1Q
12P-C24,X1Q
12P-C21,X1Q
12P-C18,X1Q
12P-C15,X1Q
12P-C12,X1Q
12P-C9,X1Q
12P-C6,X1Q
12P-C3,X1Q
12P-O1,X4O
12W-O26,X4Q
12W-OXT,X4O
12W-C28,X1Q
12W-C31,X16
13C-C6,X65
13C-O3,X4O
13C-C1,X3P
13C-C8,X1B
13C-O5,X4Q
13C-C11,X16
13C-C14,X18
13C-C16,X1B
13H-C16,X1K
13H-C13,X1Q
13H-C11,X1A
13H-C6,X4Y
13H-C1,GAN
13I-O20,X4Q
13I-C04,X65
13I-C19,X1B
13I-O28,X4O
13I-C07,X3P
13I-C21,X1Q
13I-C24,X1Q
13I-C16,X15
13I-C12,X18
13I-C14,X1B
13N-CBD,X65
13N-OAE,X4O
13N-CAY,X3P
13N-CAU,X1B
13N-OAA,X4Q
13N-CBC,X1O
13N-CAZ,X1G
13N-CAG,X19
13N-CAP,X1B
13Q-C15,X5D
13Q-C3,X5I
13Q-C23,GAN
13Q-C11,X15
13Q-C8,X3P
13Q-C20,X1V
13R-O22,X4O
13R-C1,GAN
13R-C13,X1Q
13R-C16,X4Y
13R-C6,X1K
13R-C9,X18
13R-C11,X1B
13S-O22,X4O
13S-C1,GAN
13S-C13,X1Q
13S-C16,X4Y
13S-C6,X1K
13S-C9,X18
13S-C11,X1B
