# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.243000,  5.868209
  0.244000,  5.583733
  0.245000,  5.299258
  0.246000,  5.007947
  0.247000,  4.716637
  0.248000,  4.378700
  0.249000,  4.040764
  0.250000,  3.703000
  0.251000,  3.365237
  0.252000,  3.028295
  0.253000,  2.691353
  0.254000,  2.343728
  0.255000,  1.996104
  0.256000,  1.629144
  0.257000,  1.262184
  0.258000,  0.890940
  0.259000,  0.519697
  0.260000,  0.142395
  0.261000, -0.234907
  0.262000, -0.619154
  0.263000, -1.003400
  0.264000, -1.383413
  0.265000, -1.763425
  0.266000, -2.147091
  0.267000, -2.530758
  0.268000, -2.912909
  0.269000, -3.295059
  0.270000, -3.677237
  0.271000, -4.059415
  0.272000, -4.442269
  0.273000, -4.825124
  0.274000, -5.205908
  0.275000, -5.586692
  0.276000, -5.969607
  0.277000, -6.352522
  0.278000, -6.733188
  0.279000, -7.113854
  0.280000, -7.491321
  0.281000, -7.868788
  0.282000, -8.244263
  0.283000, -8.619737
  0.284000, -8.991648
  0.285000, -9.363559
  0.286000, -9.730143
  0.287000,-10.096726
  0.288000,-10.456887
  0.289000,-10.817047
  0.290000,-11.170979
  0.291000,-11.524910
  0.292000,-11.870605
  0.293000,-12.216299
  0.294000,-12.553964
  0.295000,-12.891629
  0.296000,-13.222095
  0.297000,-13.552560
  0.298000,-13.875808
  0.299000,-14.199055
  0.300000,-14.513155
  0.301000,-14.827254
  0.302000,-15.130053
  0.303000,-15.432852
  0.304000,-15.726447
  0.305000,-16.020043
  0.306000,-16.303843
  0.307000,-16.587644
  0.308000,-16.859363
  0.309000,-17.131083
  0.310000,-17.391569
  0.311000,-17.652055
  0.312000,-17.901033
  0.313000,-18.150011
  0.314000,-18.385538
  0.315000,-18.621064
  0.316000,-18.843365
  0.317000,-19.065667
  0.318000,-19.275264
  0.319000,-19.484861
  0.320000,-19.680802
  0.321000,-19.876742
  0.322000,-20.059264
  0.323000,-20.241786
  0.324000,-20.410931
  0.325000,-20.580077
  0.326000,-20.735253
  0.327000,-20.890429
  0.328000,-21.031346
  0.329000,-21.172263
