# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.263315,212.231890
  0.264315,208.260785
  0.265315,204.289370
  0.266315,200.265419
  0.267315,196.039475
  0.268315,191.521242
  0.269315,186.810323
  0.270315,182.128275
  0.271315,177.617639
  0.272315,173.240006
  0.273315,168.838801
  0.274315,164.298870
  0.275315,159.555587
  0.276315,154.702884
  0.277315,149.929713
  0.278315,145.400429
  0.279315,141.136816
  0.280315,137.060505
  0.281315,133.062368
  0.282315,129.081872
  0.283315,125.124194
  0.284315,121.207044
  0.285315,117.354340
  0.286315,113.583163
  0.287315,109.884345
  0.288315,106.239341
  0.289315,102.621913
  0.290315, 99.004342
  0.291315, 95.427834
  0.292315, 91.957369
  0.293315, 88.665864
  0.294315, 85.493767
  0.295315, 82.298789
  0.296315, 78.969635
  0.297315, 75.504644
  0.298315, 71.979623
  0.299315, 68.499810
  0.300315, 65.100691
  0.301315, 61.795832
  0.302315, 58.565137
  0.303315, 55.380956
  0.304315, 52.245421
  0.305315, 49.156411
  0.306315, 46.110605
  0.307315, 43.118895
  0.308315, 40.195261
  0.309315, 37.340310
  0.310315, 34.564205
  0.311315, 31.871476
  0.312315, 29.290144
  0.313315, 26.826526
  0.314315, 24.465987
  0.315315, 22.190503
  0.316315, 19.947711
  0.317315, 17.710325
  0.318315, 15.462943
  0.319315, 13.260578
  0.320315, 11.165842
  0.321315,  9.219928
  0.322315,  7.413750
  0.323315,  5.710774
  0.324315,  4.047612
  0.325315,  2.399708
  0.326315,  0.744040
  0.327315, -0.868249
  0.328315, -2.424752
  0.329315, -3.935315
  0.330315, -5.417717
  0.331315, -6.892473
  0.332315, -8.361705
  0.333315, -9.808866
  0.334315,-11.169392
  0.335315,-12.400733
  0.336315,-13.501708
  0.337315,-14.502599
  0.338315,-15.468069
  0.339315,-16.440930
  0.340315,-17.440554
  0.341315,-18.440135
  0.342315,-19.420702
  0.343315,-20.359363
  0.344315,-21.252204
  0.345315,-22.104184
  0.346315,-22.919120
  0.347315,-23.697868
  0.348315,-24.439774
  0.349315,-25.127941
  0.350315,-25.746324
  0.351315,-26.283137
  0.352315,-26.740641
  0.353315,-27.134390
  0.354315,-27.494434
  0.355315,-27.865812
  0.356315,-28.304052
  0.357315,-28.823437
  0.358315,-29.393206
  0.359315,-29.929771
  0.360315,-30.348708
  0.361315,-30.596447
  0.362315,-30.703274
  0.363315,-30.729288
  0.364315,-30.758129
  0.365315,-30.830028
  0.366315,-30.962725
  0.367315,-31.115308
  0.368315,-31.268831
  0.369315,-31.395256
  0.370315,-31.491098
  0.371315,-31.538406
  0.372315,-31.535842
  0.373315,-31.500299
  0.374315,-31.431505
  0.375315,-31.341549
  0.376315,-31.233212
  0.377315,-31.104963
  0.378315,-30.968037
  0.379315,-30.826610
  0.380315,-30.689387
  0.381315,-30.556840
  0.382315,-30.414196
  0.383315,-30.248368
  0.384315,-30.038221
  0.385315,-29.785685
  0.386315,-29.507774
  0.387315,-29.219440
  0.388315,-28.936246
  0.389315,-28.670583
  0.390315,-28.407113
  0.391315,-28.144801
  0.392315,-27.877434
  0.393315,-27.601510
  0.394315,-27.314011
  0.395315,-27.017596
  0.396315,-26.715696
  0.397315,-26.395733
  0.398315,-26.075626
  0.399315,-25.751554
  0.400315,-25.423848
  0.401315,-25.098484
  0.402315,-24.755664
  0.403315,-24.400857
  0.404315,-24.035232
  0.405315,-23.678066
  0.406315,-23.352733
  0.407315,-23.063827
  0.408315,-22.811995
  0.409315,-22.568646
  0.410315,-22.300123
  0.411315,-21.994777
  0.412315,-21.650298
  0.413315,-21.271859
  0.414315,-20.904315
  0.415315,-20.561207
  0.416315,-20.252735
  0.417315,-19.977918
  0.418315,-19.726398
  0.419315,-19.489778
  0.420315,-19.260359
  0.421315,-19.017075
  0.422315,-18.771839
  0.423315,-18.512745
  0.424315,-18.240481
  0.425315,-17.967088
  0.426315,-17.685123
  0.427315,-17.404614
  0.428315,-17.130143
  0.429315,-16.867960
  0.430315,-16.628402
  0.431315,-16.415888
  0.432315,-16.233217
  0.433315,-16.077016
  0.434315,-15.930177
  0.435315,-15.792176
  0.436315,-15.651316
  0.437315,-15.510016
  0.438315,-15.362038
  0.439315,-15.207408
  0.440315,-15.050735
  0.441315,-14.895608
  0.442315,-14.759501
  0.443315,-14.647903
  0.444315,-14.553355
  0.445315,-14.504511
  0.446315,-14.481834
  0.447315,-14.489820
  0.448315,-14.503041
  0.449315,-14.511247
  0.450315,-14.504232
  0.451315,-14.475028
  0.452315,-14.433772
  0.453315,-14.394154
  0.454315,-14.366148
  0.455315,-14.352988
  0.456315,-14.365431
  0.457315,-14.393235
  0.458315,-14.434252
  0.459315,-14.478352
  0.460315,-14.519515
  0.461315,-14.558487
  0.462315,-14.591642
  0.463315,-14.629409
  0.464315,-14.680078
  0.465315,-14.739901
  0.466315,-14.814541
  0.467315,-14.876813
  0.468315,-14.915356
  0.469315,-14.922385
  0.470315,-14.899837
  0.471315,-14.855169
  0.472315,-14.803448
  0.473315,-14.767521
  0.474315,-14.755061
  0.475315,-14.761093
  0.476315,-14.764006
  0.477315,-14.763104
  0.478315,-14.741885
  0.479315,-14.701759
  0.480315,-14.645996
  0.481315,-14.581315
  0.482315,-14.512189
  0.483315,-14.437471
  0.484315,-14.349227
  0.485315,-14.254157
  0.486315,-14.152694
  0.487315,-14.038747
  0.488315,-13.919952
  0.489315,-13.795175
  0.490315,-13.652155
  0.491315,-13.499282
  0.492315,-13.342364
  0.493315,-13.177569
  0.494315,-13.012776
  0.495315,-12.844172
  0.496315,-12.674003
  0.497315,-12.508266
  0.498315,-12.353361
  0.499315,-12.208287
  0.500315,-12.069371
  0.501315,-11.935516
  0.502315,-11.778589
  0.503315,-11.587571
  0.504315,-11.359527
  0.505315,-11.122864
  0.506315,-10.902776
  0.507315,-10.703559
  0.508315,-10.508406
  0.509315,-10.321086
  0.510315,-10.128672
  0.511315, -9.918198
  0.512315, -9.681470
  0.513315, -9.435572
  0.514315, -9.185183
  0.515315, -8.947786
  0.516315, -8.737956
  0.517315, -8.576938
  0.518315, -8.437551
  0.519315, -8.282818
  0.520315, -8.113502
  0.521315, -7.936356
  0.522315, -7.750208
  0.523315, -7.537262
  0.524315, -7.311558
  0.525315, -7.091761
  0.526315, -6.900472
  0.527315, -6.730101
  0.528315, -6.568094
  0.529315, -6.413564
  0.530315, -6.257169
  0.531315, -6.077973
  0.532315, -5.883857
  0.533315, -5.681541
  0.534315, -5.481869
  0.535315, -5.313826
  0.536315, -5.190561
  0.537315, -5.108416
  0.538315, -5.056067
  0.539315, -5.025539
  0.540315, -4.998472
  0.541315, -4.960736
  0.542315, -4.900561
  0.543315, -4.819737
  0.544315, -4.711378
  0.545315, -4.584016
  0.546315, -4.453249
  0.547315, -4.336812
  0.548315, -4.246634
  0.549315, -4.187513
  0.550315, -4.157530
  0.551315, -4.147009
  0.552315, -4.167036
  0.553315, -4.196447
  0.554315, -4.225956
  0.555315, -4.247312
  0.556315, -4.262183
  0.557315, -4.258935
  0.558315, -4.247574
  0.559315, -4.227420
  0.560315, -4.198032
  0.561315, -4.169282
  0.562315, -4.150009
  0.563315, -4.146817
  0.564315, -4.157281
  0.565315, -4.178165
  0.566315, -4.198532
  0.567315, -4.214380
  0.568315, -4.226250
  0.569315, -4.233312
  0.570315, -4.216605
  0.571315, -4.185945
  0.572315, -4.146885
  0.573315, -4.095470
  0.574315, -4.035550
  0.575315, -3.964764
  0.576315, -3.892755
  0.577315, -3.820964
  0.578315, -3.752697
  0.579315, -3.684069
  0.580315, -3.615774
  0.581315, -3.552412
  0.582315, -3.498937
  0.583315, -3.469046
  0.584315, -3.440729
  0.585315, -3.389449
  0.586315, -3.275868
  0.587315, -3.095783
  0.588315, -2.889649
  0.589315, -2.703802
  0.590315, -2.560781
  0.591315, -2.447650
  0.592315, -2.350880
  0.593315, -2.259954
  0.594315, -2.164560
  0.595315, -2.060363
  0.596315, -1.943723
  0.597315, -1.808005
  0.598315, -1.646390
  0.599315, -1.463255
  0.600315, -1.275605
  0.601315, -1.089389
  0.602315, -0.916957
  0.603315, -0.766275
  0.604315, -0.634858
  0.605315, -0.516440
  0.606315, -0.387106
  0.607315, -0.245060
  0.608315, -0.074094
  0.609315,  0.126262
  0.610315,  0.341733
  0.611315,  0.557575
  0.612315,  0.757042
  0.613315,  0.909921
  0.614315,  1.027978
  0.615315,  1.100900
  0.616315,  1.136684
  0.617315,  1.155044
  0.618315,  1.180475
  0.619315,  1.234908
  0.620315,  1.328436
  0.621315,  1.455872
  0.622315,  1.594869
  0.623315,  1.715613
  0.624315,  1.799485
  0.625315,  1.829656
  0.626315,  1.805612
  0.627315,  1.736656
  0.628315,  1.630893
  0.629315,  1.513450
  0.630315,  1.393151
  0.631315,  1.286568
  0.632315,  1.202844
  0.633315,  1.120104
  0.634315,  1.043339
  0.635315,  0.961478
  0.636315,  0.874729
  0.637315,  0.754609
  0.638315,  0.629447
  0.639315,  0.498264
  0.640315,  0.368626
  0.641315,  0.240858
  0.642315,  0.108149
  0.643315, -0.020843
  0.644315, -0.153246
  0.645315, -0.274597
  0.646315, -0.392306
  0.647315, -0.508533
  0.648315, -0.609908
  0.649315, -0.691039
  0.650315, -0.759915
