# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.255000, -2.952948
  0.256000, -3.209926
  0.257000, -3.466905
  0.258000, -3.824778
  0.259000, -4.182650
  0.260000, -4.533879
  0.261000, -4.885108
  0.262000, -5.250526
  0.263000, -5.615943
  0.264000, -5.981283
  0.265000, -6.346623
  0.266000, -6.707386
  0.267000, -7.068149
  0.268000, -7.424906
  0.269000, -7.781663
  0.270000, -8.132213
  0.271000, -8.482764
  0.272000, -8.829166
  0.273000, -9.175569
  0.274000, -9.515690
  0.275000, -9.855811
  0.276000,-10.187426
  0.277000,-10.519041
  0.278000,-10.845265
  0.279000,-11.171489
  0.280000,-11.491898
  0.281000,-11.812308
  0.282000,-12.123373
  0.283000,-12.434438
  0.284000,-12.737162
  0.285000,-13.039886
  0.286000,-13.334946
  0.287000,-13.630007
  0.288000,-13.915520
  0.289000,-14.201034
  0.290000,-14.476333
  0.291000,-14.751632
  0.292000,-15.016987
  0.293000,-15.282342
  0.294000,-15.537336
  0.295000,-15.792329
  0.296000,-16.036927
  0.297000,-16.281525
  0.298000,-16.515947
  0.299000,-16.750369
  0.300000,-16.974403
  0.301000,-17.198438
  0.302000,-17.411976
  0.303000,-17.625514
  0.304000,-17.828055
  0.305000,-18.030596
  0.306000,-18.221467
  0.307000,-18.412338
  0.308000,-18.592191
  0.309000,-18.772045
  0.310000,-18.940638
  0.311000,-19.109231
  0.312000,-19.266821
  0.313000,-19.424410
  0.314000,-19.571044
  0.315000,-19.717677
  0.316000,-19.852744
  0.317000,-19.987810
  0.318000,-20.111518
  0.319000,-20.235225
  0.320000,-20.347804
  0.321000,-20.460382
  0.322000,-20.562085
  0.323000,-20.663787
  0.324000,-20.754739
  0.325000,-20.845691
  0.326000,-20.925799
  0.327000,-21.005906
  0.328000,-21.075452
  0.329000,-21.144997
  0.330000,-21.203976
  0.331000,-21.262956
  0.332000,-21.311722
  0.333000,-21.360488
  0.334000,-21.399140
  0.335000,-21.437792
  0.336000,-21.466719
  0.337000,-21.495647
  0.338000,-21.515381
  0.339000,-21.535114
  0.340000,-21.545597
  0.341000,-21.556079
  0.342000,-21.557514
  0.343000,-21.558948
  0.344000,-21.551574
  0.345000,-21.544201
  0.346000,-21.528162
  0.347000,-21.512124
  0.348000,-21.488458
  0.349000,-21.464793
  0.350000,-21.433708
  0.351000,-21.402623
  0.352000,-21.364692
  0.353000,-21.326761
  0.354000,-21.283020
  0.355000,-21.239279
  0.356000,-21.189118
