#Name  kT        Joules        kJ/mol    
GLY    1.510     6.253E-21     3.774     
ALA    3.033     1.256E-20     7.582     
ARG    3.497     1.448E-20     8.743     
ASN    3.709     1.536E-20     9.272     
ASP    1.755     7.268E-21     4.387     
CYS    3.662     1.517E-20     9.155     
GLN    3.544     1.468E-20     8.861     
GLU    3.426     1.419E-20     8.565     
HID    3.106     1.286E-20     7.764     
HIE    3.106     1.286E-20     7.764     
HIP    3.106     1.286E-20     7.764     
HIS    3.106     1.286E-20     7.764     
ILE    2.722     1.127E-20     6.804     
LEU    2.697     1.117E-20     6.742     
LYS    3.106     1.286E-20     7.764     
MET    3.354     1.389E-20     8.386     
PHE    3.639     1.507E-20     9.096     
PRO    2.951     1.222E-20     7.379     
SER    3.592     1.488E-20     8.979     
THR    3.130     1.296E-20     7.825     
TRP    4.192     1.736E-20     10.480    
TYR    3.331     1.379E-20     8.326     
VAL    2.746     1.138E-20     6.866     
CYM    3.662     1.517E-20     9.155     
PAS    1.755     7.268E-21     4.387     
PGL    3.426     1.419E-20     8.565     
BGL    1.979     8.199E-21     4.949     
MAN    2.763     1.144E-20     6.907     
FUC    2.927     1.212E-20     7.317     
NGL    2.788     1.155E-20     6.969     
NGA    2.505     1.038E-20     6.263     
NC4    1.137     4.709E-21     2.842     
MAS    0.876     3.628E-21     2.190     
DMP    1.368     5.668E-21     3.421     
MMM    1.720     7.123E-21     4.300     
BTE    1.893     7.842E-21     4.733     
CHO    1.137     4.709E-21     2.842     
CHL    2.363     9.786E-21     5.907     
