#Name  kT        Joules        kJ/mol    
GLY    2.698     1.117E-20     6.744     
ALA    7.890     3.268E-20     19.724    
ARG    9.486     3.929E-20     23.715    
ASN    10.216    4.231E-20     25.540    
ASP    3.528     1.461E-20     8.821     
CYS    10.055    4.165E-20     25.136    
GLN    9.649     3.997E-20     24.122    
GLU    9.241     3.827E-20     23.102    
HID    8.140     3.371E-20     20.350    
HIE    8.140     3.371E-20     20.350    
HIP    8.140     3.371E-20     20.350    
HIS    8.140     3.371E-20     20.350    
ILE    6.823     2.826E-20     17.058    
LEU    6.738     2.791E-20     16.846    
LYS    8.140     3.371E-20     20.350    
MET    8.995     3.726E-20     22.487    
PHE    9.974     4.131E-20     24.934    
PRO    7.611     3.152E-20     19.026    
SER    9.811     4.064E-20     24.529    
THR    8.223     3.406E-20     20.558    
TRP    11.887    4.924E-20     29.718    
TYR    8.912     3.691E-20     22.281    
VAL    6.908     2.861E-20     17.270    
CYM    10.055    4.165E-20     25.136    
PAS    3.528     1.461E-20     8.821     
PGL    9.241     3.827E-20     23.102    
BGL    4.292     1.778E-20     10.730    
MAN    6.964     2.885E-20     17.411    
FUC    7.527     3.117E-20     18.817    
NGL    7.049     2.920E-20     17.623    
NGA    6.084     2.520E-20     15.211    
NC4    1.437     5.951E-21     3.592     
MAS    0.556     2.302E-21     1.390     
DMP    2.219     9.193E-21     5.548     
MMM    3.410     1.412E-20     8.525     
BTE    3.999     1.656E-20     9.998     
CHO    1.437     5.951E-21     3.592     
CHL    5.597     2.318E-20     13.993    
