#Name  kT        Joules        kJ/mol    
GLY    3.315     1.373E-20     8.288     
ALA    11.589    4.800E-20     28.974    
ARG    14.406    5.967E-20     36.015    
ASN    15.719    6.511E-20     39.297    
ASP    4.500     1.864E-20     11.251    
CYS    15.427    6.390E-20     38.568    
GLN    14.698    6.088E-20     36.745    
GLU    13.968    5.786E-20     34.921    
HID    12.025    4.981E-20     30.063    
HIE    12.025    4.981E-20     30.063    
HIP    12.025    4.981E-20     30.063    
HIS    12.025    4.981E-20     30.063    
ILE    9.759     4.042E-20     24.398    
LEU    9.615     3.983E-20     24.039    
LYS    12.025    4.981E-20     30.063    
MET    13.531    5.604E-20     33.827    
PHE    15.281    6.330E-20     38.204    
PRO    11.106    4.600E-20     27.765    
SER    14.990    6.209E-20     37.474    
THR    12.171    5.041E-20     30.427    
TRP    18.768    7.774E-20     46.921    
TYR    13.385    5.544E-20     33.462    
VAL    9.903     4.102E-20     24.757    
CYM    15.427    6.390E-20     38.568    
PAS    4.500     1.864E-20     11.251    
PGL    13.968    5.786E-20     34.921    
BGL    5.651     2.341E-20     14.127    
MAN    9.999     4.141E-20     24.997    
FUC    10.961    4.540E-20     27.403    
NGL    10.143    4.201E-20     25.357    
NGA    8.521     3.529E-20     21.302    
NC4    1.690     7.001E-21     4.226     
MAS    0.738     3.059E-21     1.846     
DMP    2.670     1.106E-20     6.676     
MMM    4.327     1.792E-20     10.818    
BTE    5.204     2.155E-20     13.009    
CHO    1.690     7.001E-21     4.226     
CHL    7.720     3.198E-20     19.301    
