#Name  kT        Joules        kJ/mol    
GLY    -0.432    -1.791E-21    -1.081    
ALA    -1.728    -7.158E-21    -4.320    
ARG    -2.122    -8.788E-21    -5.304    
ASN    -2.301    -9.530E-21    -5.752    
ASP    -0.641    -2.656E-21    -1.603    
CYS    -2.261    -9.366E-21    -5.653    
GLN    -2.162    -8.953E-21    -5.404    
GLU    -2.061    -8.538E-21    -5.153    
HID    -1.790    -7.414E-21    -4.475    
HIE    -1.790    -7.414E-21    -4.475    
HIP    -1.790    -7.414E-21    -4.475    
HIS    -1.790    -7.414E-21    -4.475    
ILE    -1.464    -6.064E-21    -3.660    
LEU    -1.443    -5.976E-21    -3.607    
LYS    -1.790    -7.414E-21    -4.475    
MET    -2.001    -8.287E-21    -5.002    
PHE    -2.241    -9.283E-21    -5.603    
PRO    -1.659    -6.872E-21    -4.148    
SER    -2.202    -9.119E-21    -5.504    
THR    -1.811    -7.499E-21    -4.526    
TRP    -2.709    -1.122E-20    -6.772    
TYR    -1.981    -8.203E-21    -4.951    
VAL    -1.485    -6.151E-21    -3.713    
CYM    -2.261    -9.366E-21    -5.653    
PAS    -0.641    -2.656E-21    -1.603    
PGL    -2.061    -8.538E-21    -5.153    
BGL    -0.833    -3.450E-21    -2.082    
MAN    -1.499    -6.209E-21    -3.748    
FUC    -1.638    -6.786E-21    -4.096    
NGL    -1.520    -6.296E-21    -3.800    
NGA    -1.280    -5.303E-21    -3.201    
NC4    -0.114    -4.726E-22    -0.285    
MAS    0.109     4.516E-22     0.273     
DMP    -0.312    -1.291E-21    -0.780    
MMM    -0.612    -2.533E-21    -1.529    
BTE    -0.759    -3.146E-21    -1.899    
CHO    -0.114    -4.726E-22    -0.285    
CHL    -1.159    -4.800E-21    -2.897    
