#Name  kT        Joules        kJ/mol    
GLY    1.240     5.135E-21     3.099     
ALA    3.481     1.442E-20     8.702     
ARG    4.158     1.722E-20     10.396    
ASN    4.465     1.849E-20     11.162    
ASP    1.597     6.616E-21     3.993     
CYS    4.397     1.821E-20     10.993    
GLN    4.227     1.751E-20     10.567    
GLU    4.055     1.679E-20     10.137    
HID    3.587     1.486E-20     8.969     
HIE    3.587     1.486E-20     8.969     
HIP    3.587     1.486E-20     8.969     
HIS    3.587     1.486E-20     8.969     
ILE    3.023     1.252E-20     7.558     
LEU    2.987     1.237E-20     7.466     
LYS    3.587     1.486E-20     8.969     
MET    3.951     1.636E-20     9.877     
PHE    4.363     1.807E-20     10.908    
PRO    3.361     1.392E-20     8.403     
SER    4.295     1.779E-20     10.738    
THR    3.623     1.501E-20     9.057     
TRP    5.158     2.136E-20     12.895    
TYR    3.916     1.622E-20     9.790     
VAL    3.060     1.267E-20     7.649     
CYM    4.397     1.821E-20     10.993    
PAS    1.597     6.616E-21     3.993     
PGL    4.055     1.679E-20     10.137    
BGL    1.928     7.986E-21     4.820     
MAN    3.084     1.277E-20     7.710     
FUC    3.325     1.377E-20     8.313     
NGL    3.120     1.292E-20     7.801     
NGA    2.704     1.120E-20     6.761     
NC4    0.707     2.928E-21     1.768     
MAS    0.352     1.457E-21     0.880     
DMP    1.036     4.290E-21     2.589     
MMM    1.546     6.405E-21     3.866     
BTE    1.801     7.460E-21     4.503     
CHO    0.707     2.928E-21     1.768     
CHL    2.494     1.033E-20     6.234     
