
# PMF between COMs of AILE and CLOH.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  226.586395
  0.255  222.394827
  0.258  217.820084
  0.261  212.816725
  0.264  207.329287
  0.267  201.311243
  0.270  194.720090
  0.273  187.533838
  0.276  179.744319
  0.279  171.370736
  0.282  162.464904
  0.285  153.133793
  0.288  143.520268
  0.291  133.780850
  0.294  124.102231
  0.297  114.764761
  0.300  106.108954
  0.303   98.312211
  0.306   91.316134
  0.309   84.962823
  0.312   79.178590
  0.315   73.944429
  0.318   69.228613
  0.321   64.896100
  0.324   60.790352
  0.327   56.821932
  0.330   53.022678
  0.333   49.474901
  0.336   46.210198
  0.339   43.191798
  0.342   40.346035
  0.345   37.605082
  0.348   34.948776
  0.351   32.411617
  0.354   30.056182
  0.357   27.951549
  0.360   26.130526
  0.363   24.591885
  0.366   23.257323
  0.369   22.038848
  0.372   20.845821
  0.375   19.644356
  0.378   18.437211
  0.381   17.251514
  0.384   16.133556
  0.387   15.119303
  0.390   14.212535
  0.393   13.393305
  0.396   12.641746
  0.399   11.932615
  0.402   11.242148
  0.405   10.558055
  0.408    9.887000
  0.411    9.228823
  0.414    8.588607
  0.417    7.970166
  0.420    7.388601
  0.423    6.848135
  0.426    6.352680
  0.429    5.895470
  0.432    5.483295
  0.435    5.107587
  0.438    4.771392
  0.441    4.457042
  0.444    4.152811
  0.447    3.856366
  0.450    3.555294
  0.453    3.252414
  0.456    2.952548
  0.459    2.658265
  0.462    2.385953
  0.465    2.151766
  0.468    1.956839
  0.471    1.810936
  0.474    1.705717
  0.477    1.625731
  0.480    1.553323
  0.483    1.483515
  0.486    1.400023
  0.489    1.301083
  0.492    1.191121
  0.495    1.074564
  0.498    0.961181
  0.501    0.860733
  0.504    0.767692
  0.507    0.691955
  0.510    0.629770
  0.513    0.572310
  0.516    0.528467
  0.519    0.496858
  0.522    0.466520
  0.525    0.436100
  0.528    0.408987
  0.531    0.373610
  0.534    0.343571
  0.537    0.317937
  0.540    0.300083
  0.543    0.289845
  0.546    0.278953
  0.549    0.277436
  0.552    0.290466
  0.555    0.305603
  0.558    0.325979
  0.561    0.340948
  0.564    0.352827
  0.567    0.368706
  0.570    0.380755
  0.573    0.396456
  0.576    0.407644
  0.579    0.425448
  0.582    0.443190
  0.585    0.466014
  0.588    0.492548
  0.591    0.524501
  0.594    0.567763
  0.597    0.600100
  0.600    0.631310
  0.603    0.662458
  0.606    0.698788
  0.609    0.728087
  0.612    0.756947
  0.615    0.783355
  0.618    0.815338
  0.621    0.849021
  0.624    0.885891
  0.627    0.925703
  0.630    0.967916
  0.633    1.016473
  0.636    1.063862
  0.639    1.115811
  0.642    1.163306
  0.645    1.211516
  0.648    1.261510
  0.651    1.310620
  0.654    1.358528
  0.657    1.410560
  0.660    1.456234
  0.663    1.505927
  0.666    1.553453
  0.669    1.597653
  0.672    1.649271
  0.675    1.699375
  0.678    1.748248
  0.681    1.803690
  0.684    1.856072
  0.687    1.911613
  0.690    1.974791
  0.693    2.034986
  0.696    2.093358
  0.699    2.154603
  0.702    2.212388
  0.705    2.260267
  0.708    2.306830
  0.711    2.341671
  0.714    2.368918
  0.717    2.386755
  0.720    2.387731
  0.723    2.382302
  0.726    2.360623
  0.729    2.334673
  0.732    2.307783
  0.735    2.280672
  0.738    2.259791
  0.741    2.241514
  0.744    2.228721
  0.747    2.219306
  0.750    2.204966
  0.753    2.187490
  0.756    2.165985
  0.759    2.141289
  0.762    2.112995
  0.765    2.078660
  0.768    2.050844
  0.771    2.022152
  0.774    1.987402
  0.777    1.962705
  0.780    1.938942
  0.783    1.914511
  0.786    1.893499
  0.789    1.870611
  0.792    1.845731
  0.795    1.821292
  0.798    1.790094
  0.801    1.757237
  0.804    1.723195
  0.807    1.688852
  0.810    1.652598
  0.813    1.613638
  0.816    1.572047
  0.819    1.532345
  0.822    1.492281
  0.825    1.457716
  0.828    1.418605
  0.831    1.389242
  0.834    1.358467
  0.837    1.330041
  0.840    1.305719
  0.843    1.288541
  0.846    1.274318
  0.849    1.270396
  0.852    1.266689
  0.855    1.263079
  0.858    1.264905
  0.861    1.263888
  0.864    1.253638
  0.867    1.243115
  0.870    1.220235
  0.873    1.187384
  0.876    1.147577
  0.879    1.106756
  0.882    1.055133
  0.885    1.007131
  0.888    0.954719
  0.891    0.908998
  0.894    0.869366
  0.897    0.827024
  0.900    0.789202
  0.903    0.753247
  0.906    0.723985
  0.909    0.702882
  0.912    0.689227
  0.915    0.683961
  0.918    0.692433
