
# PMF between COMs of AARG and CLOH.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  160.194470
  0.255  150.569578
  0.258  140.980901
  0.261  131.646644
  0.264  122.704583
  0.267  114.227097
  0.270  106.278509
  0.273   98.930940
  0.276   92.249862
  0.279   86.257627
  0.282   80.870052
  0.285   75.949244
  0.288   71.355983
  0.291   67.004654
  0.294   62.826839
  0.297   58.778301
  0.300   54.838170
  0.303   51.022881
  0.306   47.361721
  0.309   43.919834
  0.312   40.726390
  0.315   37.813584
  0.318   35.166894
  0.321   32.765132
  0.324   30.570371
  0.327   28.549044
  0.330   26.686545
  0.333   24.987747
  0.336   23.452200
  0.339   22.069795
  0.342   20.810188
  0.345   19.640413
  0.348   18.542562
  0.351   17.497219
  0.354   16.514288
  0.357   15.586795
  0.360   14.724045
  0.363   13.918436
  0.366   13.179493
  0.369   12.501563
  0.372   11.890093
  0.375   11.317825
  0.378   10.775546
  0.381   10.250252
  0.384    9.731377
  0.387    9.218677
  0.390    8.704383
  0.393    8.208961
  0.396    7.736300
  0.399    7.301062
  0.402    6.915230
  0.405    6.564201
  0.408    6.243556
  0.411    5.942631
  0.414    5.667532
  0.417    5.417072
  0.420    5.162945
  0.423    4.920687
  0.426    4.681433
  0.429    4.449859
  0.432    4.231136
  0.435    4.026766
  0.438    3.847403
  0.441    3.688627
  0.444    3.562893
  0.447    3.460868
  0.450    3.371183
  0.453    3.290714
  0.456    3.209974
  0.459    3.130727
  0.462    3.044113
  0.465    2.955248
  0.468    2.862769
  0.471    2.777724
  0.474    2.701659
  0.477    2.633509
  0.480    2.581288
  0.483    2.542221
  0.486    2.512041
  0.489    2.496791
  0.492    2.477495
  0.495    2.463587
  0.498    2.451560
  0.501    2.440233
  0.504    2.429247
  0.507    2.421022
  0.510    2.411196
  0.513    2.404615
  0.516    2.398941
  0.519    2.396726
  0.522    2.402262
  0.525    2.413902
  0.528    2.428673
  0.531    2.443110
  0.534    2.458528
  0.537    2.464783
  0.540    2.469918
  0.543    2.469637
  0.546    2.463356
  0.549    2.454343
  0.552    2.442350
  0.555    2.436536
  0.558    2.437971
  0.561    2.441545
  0.564    2.447833
  0.567    2.452485
  0.570    2.452754
  0.573    2.435439
  0.576    2.412918
  0.579    2.380875
  0.582    2.345947
  0.585    2.307188
  0.588    2.269702
  0.591    2.235988
  0.594    2.207236
  0.597    2.186098
  0.600    2.182860
  0.603    2.184610
  0.606    2.191868
  0.609    2.198692
  0.612    2.206405
  0.615    2.208906
  0.618    2.206511
  0.621    2.191249
  0.624    2.173368
  0.627    2.143012
  0.630    2.113148
  0.633    2.082299
  0.636    2.051893
  0.639    2.030180
  0.642    2.012053
  0.645    2.000306
  0.648    1.998201
  0.651    1.999930
  0.654    2.002633
  0.657    2.004941
  0.660    2.012946
  0.663    2.025350
  0.666    2.033898
  0.669    2.032091
  0.672    2.031400
  0.675    2.017793
  0.678    1.992508
  0.681    1.964654
  0.684    1.936078
  0.687    1.907992
  0.690    1.889048
  0.693    1.889404
  0.696    1.909990
  0.699    1.941333
  0.702    1.989709
  0.705    2.042199
  0.708    2.087636
  0.711    2.123689
  0.714    2.129630
  0.717    2.116581
  0.720    2.088499
  0.723    2.044301
  0.726    1.992087
  0.729    1.934932
  0.732    1.883066
  0.735    1.833660
  0.738    1.791279
  0.741    1.764976
  0.744    1.757689
  0.747    1.745349
  0.750    1.741480
  0.753    1.731051
  0.756    1.718220
  0.759    1.697284
  0.762    1.672046
  0.765    1.647486
  0.768    1.634852
  0.771    1.629993
  0.774    1.634801
  0.777    1.631117
  0.780    1.624170
  0.783    1.595671
  0.786    1.550629
  0.789    1.490002
  0.792    1.431630
  0.795    1.370370
  0.798    1.318750
  0.801    1.283692
  0.804    1.263244
  0.807    1.256099
  0.810    1.258965
  0.813    1.269600
  0.816    1.278896
  0.819    1.280270
  0.822    1.266969
  0.825    1.240561
  0.828    1.196183
  0.831    1.144349
  0.834    1.076001
  0.837    1.011918
  0.840    0.950859
  0.843    0.892893
  0.846    0.854552
  0.849    0.825072
  0.852    0.812128
  0.855    0.820000
  0.858    0.836603
  0.861    0.855759
  0.864    0.873791
  0.867    0.886610
  0.870    0.886003
  0.873    0.880455
  0.876    0.861924
  0.879    0.837509
  0.882    0.797762
  0.885    0.763660
  0.888    0.725464
  0.891    0.692049
  0.894    0.671364
  0.897    0.656493
  0.900    0.655635
  0.903    0.660389
  0.906    0.671055
  0.909    0.687491
  0.912    0.698312
  0.915    0.714535
  0.918    0.727004
  0.921    0.736151
  0.924    0.751103
  0.927    0.765667
  0.930    0.787333
  0.933    0.806793
  0.936    0.827682
  0.939    0.838888
  0.942    0.832724
  0.945    0.803497
  0.948    0.747316
  0.951    0.657211
  0.954    0.554990
