
# PMF between COMs of AVAL and ALEU.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  242.080452
  0.255  238.184848
  0.258  234.328991
  0.261  230.419856
  0.264  226.385375
  0.267  222.207947
  0.270  217.818171
  0.273  213.194516
  0.276  208.293045
  0.279  203.092300
  0.282  197.557839
  0.285  191.671082
  0.288  185.410237
  0.291  178.771835
  0.294  171.750599
  0.297  164.373277
  0.300  156.677331
  0.303  148.719841
  0.306  140.577452
  0.309  132.346959
  0.312  124.126082
  0.315  116.021545
  0.318  108.145508
  0.321  100.618075
  0.324   93.524639
  0.327   86.930131
  0.330   80.867516
  0.333   75.306107
  0.336   70.194592
  0.339   65.469017
  0.342   61.082245
  0.345   57.015660
  0.348   53.267838
  0.351   49.820097
  0.354   46.601015
  0.357   43.536708
  0.360   40.580934
  0.363   37.732368
  0.366   35.043162
  0.369   32.548138
  0.372   30.237242
  0.375   28.063507
  0.378   25.976539
  0.381   23.960734
  0.384   22.026610
  0.387   20.208243
  0.390   18.536064
  0.393   17.020818
  0.396   15.653800
  0.399   14.420926
  0.402   13.297781
  0.405   12.276773
  0.408   11.328626
  0.411   10.457141
  0.414    9.658535
  0.417    8.918366
  0.420    8.242776
  0.423    7.612152
  0.426    7.027176
  0.429    6.477784
  0.432    5.962406
  0.435    5.474237
  0.438    5.011216
  0.441    4.583295
  0.444    4.185100
  0.447    3.829645
  0.450    3.506308
  0.453    3.211549
  0.456    2.939513
  0.459    2.692058
  0.462    2.461975
  0.465    2.244227
  0.468    2.038949
  0.471    1.840416
  0.474    1.655592
  0.477    1.481003
  0.480    1.317420
  0.483    1.164776
  0.486    1.027841
  0.489    0.909868
  0.492    0.807364
  0.495    0.720523
  0.498    0.643233
  0.501    0.581751
  0.504    0.528910
  0.507    0.479711
  0.510    0.432821
  0.513    0.390377
  0.516    0.337742
  0.519    0.293462
  0.522    0.244212
  0.525    0.192964
  0.528    0.147550
  0.531    0.107496
  0.534    0.070969
  0.537    0.044590
  0.540    0.027526
  0.543    0.020886
  0.546    0.023941
  0.549    0.041118
  0.552    0.065594
  0.555    0.098381
  0.558    0.141618
  0.561    0.189255
  0.564    0.236696
  0.567    0.292691
  0.570    0.345239
  0.573    0.397647
  0.576    0.450551
  0.579    0.496185
  0.582    0.543696
  0.585    0.593534
  0.588    0.644500
  0.591    0.694871
  0.594    0.748619
  0.597    0.801214
  0.600    0.856142
  0.603    0.912623
  0.606    0.973795
  0.609    1.032988
  0.612    1.094230
  0.615    1.156214
  0.618    1.209620
  0.621    1.265440
  0.624    1.320695
  0.627    1.377675
  0.630    1.430621
  0.633    1.484801
  0.636    1.544993
  0.639    1.600470
  0.642    1.662830
  0.645    1.726330
  0.648    1.792587
  0.651    1.870934
  0.654    1.950791
  0.657    2.033046
  0.660    2.117467
  0.663    2.196711
  0.666    2.277751
  0.669    2.348743
  0.672    2.411992
  0.675    2.466646
  0.678    2.510844
  0.681    2.546352
  0.684    2.572808
  0.687    2.597423
  0.690    2.618748
  0.693    2.640166
  0.696    2.667409
  0.699    2.702944
  0.702    2.749231
  0.705    2.804317
  0.708    2.861006
  0.711    2.920743
  0.714    2.975544
  0.717    3.024358
  0.720    3.053543
  0.723    3.069477
  0.726    3.068796
  0.729    3.057599
  0.732    3.025341
  0.735    2.991007
  0.738    2.951982
  0.741    2.908812
  0.744    2.865558
  0.747    2.825907
  0.750    2.792896
  0.753    2.762951
  0.756    2.732217
  0.759    2.705247
  0.762    2.668892
  0.765    2.634640
  0.768    2.596330
