#Name  kT        Joules        kJ/mol    
GLY    4.605     1.907E-20     11.512    
ALA    18.992    7.867E-20     47.481    
ARG    24.514    1.015E-19     61.285    
ASN    27.182    1.126E-19     67.956    
ASP    6.467     2.679E-20     16.167    
CYS    26.585    1.101E-19     66.462    
GLN    25.102    1.040E-19     62.755    
GLU    23.638    9.791E-20     59.094    
HIS    19.828    8.213E-20     49.571    
ILE    15.560    6.445E-20     38.899    
LEU    15.296    6.335E-20     38.239    
LYS    19.828    8.213E-20     49.571    
MET    22.768    9.430E-20     56.920    
PHE    26.287    1.089E-19     65.717    
PRO    18.073    7.486E-20     45.184    
SER    25.693    1.064E-19     64.233    
THR    20.109    8.329E-20     50.272    
TRP    33.605    1.392E-19     84.013    
TYR    22.479    9.311E-20     56.199    
VAL    15.825    6.554E-20     39.561    
DGL    8.348     3.457E-20     20.869    
ETA    6.190     2.564E-20     15.475    
CHL    2.203     9.124E-21     5.507     
PHO    3.628     1.503E-20     9.071     
EST    0.905     3.747E-21     2.262     
CYM    26.585    1.101E-19     66.462    
HID    19.828    8.213E-20     49.571    
HIE    19.828    8.213E-20     49.571    
HIP    19.828    8.213E-20     49.571    
ASPP   6.467     2.679E-20     16.167    
GLUP   23.638    9.791E-20     59.094    
BGLC   8.348     3.457E-20     20.869    
AMAN   16.002    6.628E-20     40.004    
AFUC   17.800    7.373E-20     44.500    
BGLCNA 16.269    6.738E-20     40.671    
BGALNA 13.311    5.513E-20     33.278    
NC4    2.203     9.124E-21     5.507     
MAS    0.905     3.747E-21     2.262     
DMEP   3.628     1.503E-20     9.071     
MAMM   6.190     2.564E-20     15.475    
