# PEG_BGALNA
# Upscaled from ../surface/PEG/BGALNA.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 34.205064
  0.002000, 34.052835
  0.004000, 33.894948
  0.006000, 33.739218
  0.008000, 33.576324
  0.010000, 33.414965
  0.012000, 33.265247
  0.014000, 33.118319
  0.016000, 32.965751
  0.018000, 32.813369
  0.020000, 32.657557
  0.022000, 32.495731
  0.024000, 32.381765
  0.026000, 32.226242
  0.028000, 32.096327
  0.030000, 31.913392
  0.032000, 31.672917
  0.034000, 31.466502
  0.036000, 31.304467
  0.038000, 31.144214
  0.040000, 30.869994
  0.042000, 30.581930
  0.044000, 30.319840
  0.046000, 30.072786
  0.048000, 29.775028
  0.050000, 29.470705
  0.052000, 29.141555
  0.054000, 28.820204
  0.056000, 28.511257
  0.058000, 28.203341
  0.060000, 27.879808
  0.062000, 27.575956
  0.064000, 27.271495
  0.066000, 26.945758
  0.068000, 26.655731
  0.070000, 26.364171
  0.072000, 26.048643
  0.074000, 25.741989
  0.076000, 25.457544
  0.078000, 25.159047
  0.080000, 24.852504
  0.082000, 24.554884
  0.084000, 24.274672
  0.086000, 23.993322
  0.088000, 23.720576
  0.090000, 23.438930
  0.092000, 23.172562
  0.094000, 22.910232
  0.096000, 22.641273
  0.098000, 22.377213
  0.100000, 22.132880
  0.102000, 21.895922
  0.104000, 21.659590
  0.106000, 21.439351
  0.108000, 21.214155
  0.110000, 20.990974
  0.112000, 20.777620
  0.114000, 20.574380
  0.116000, 20.376789
  0.118000, 20.189461
  0.120000, 20.006291
  0.122000, 19.826120
  0.124000, 19.649502
  0.126000, 19.476408
  0.128000, 19.300497
  0.130000, 19.131683
  0.132000, 18.970626
  0.134000, 18.813250
  0.136000, 18.660554
  0.138000, 18.513628
  0.140000, 18.368414
  0.142000, 18.223155
  0.144000, 18.084711
  0.146000, 17.955501
  0.148000, 17.829950
  0.150000, 17.717870
  0.152000, 17.603838
  0.154000, 17.497198
  0.156000, 17.395424
  0.158000, 17.296284
  0.160000, 17.190440
  0.162000, 17.103388
  0.164000, 17.010277
  0.166000, 16.913339
  0.168000, 16.825705
  0.170000, 16.737122
  0.172000, 16.655472
  0.174000, 16.571338
  0.176000, 16.494374
  0.178000, 16.417794
  0.180000, 16.338102
  0.182000, 16.253205
  0.184000, 16.167036
  0.186000, 16.081922
  0.188000, 15.993114
  0.190000, 15.904174
  0.192000, 15.813912
  0.194000, 15.720348
  0.196000, 15.625791
  0.198000, 15.524277
  0.200000, 15.420923
  0.202000, 15.316785
  0.204000, 15.212000
  0.206000, 15.102264
  0.208000, 14.995940
  0.210000, 14.884910
  0.212000, 14.766925
  0.214000, 14.634063
  0.216000, 14.500980
  0.218000, 14.364493
  0.220000, 14.218909
  0.222000, 14.067705
  0.224000, 13.914665
  0.226000, 13.754683
  0.228000, 13.593578
  0.230000, 13.425219
  0.232000, 13.252259
  0.234000, 13.072322
  0.236000, 12.883819
  0.238000, 12.692007
  0.240000, 12.498977
  0.242000, 12.299340
  0.244000, 12.094311
  0.246000, 11.888570
  0.248000, 11.681746
  0.250000, 11.470077
  0.252000, 11.261093
  0.254000, 11.051155
  0.256000, 10.844821
  0.258000, 10.633016
  0.260000, 10.425860
  0.262000, 10.218621
  0.264000, 10.007050
  0.266000,  9.792573
  0.268000,  9.575042
