# PEG_TYR
# Upscaled from ../surface/PEG/TYR.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.002000, -9.149022
  0.004000, -9.264728
  0.006000, -9.400815
  0.008000, -9.541428
  0.010000, -9.676537
  0.012000, -9.809596
  0.014000, -9.942693
  0.016000,-10.072659
  0.018000,-10.197310
  0.020000,-10.321558
  0.022000,-10.453345
  0.024000,-10.581358
  0.026000,-10.705068
  0.028000,-10.819146
  0.030000,-10.937185
  0.032000,-11.041598
  0.034000,-11.144713
  0.036000,-11.239095
  0.038000,-11.325185
  0.040000,-11.408840
  0.042000,-11.481711
  0.044000,-11.554715
  0.046000,-11.629467
  0.048000,-11.703619
  0.050000,-11.779148
  0.052000,-11.848098
  0.054000,-11.914045
  0.056000,-11.978436
  0.058000,-12.034638
  0.060000,-12.092893
  0.062000,-12.147872
  0.064000,-12.202980
  0.066000,-12.251688
  0.068000,-12.297092
  0.070000,-12.336124
  0.072000,-12.374258
  0.074000,-12.416451
  0.076000,-12.456691
  0.078000,-12.490686
  0.080000,-12.521113
  0.082000,-12.545096
  0.084000,-12.559261
  0.086000,-12.573615
  0.088000,-12.585611
  0.090000,-12.601330
  0.092000,-12.615544
  0.094000,-12.625550
  0.096000,-12.634179
  0.098000,-12.643252
  0.100000,-12.648145
  0.102000,-12.650410
  0.104000,-12.651350
  0.106000,-12.645717
  0.108000,-12.637907
  0.110000,-12.628210
  0.112000,-12.617997
  0.114000,-12.602321
  0.116000,-12.584160
  0.118000,-12.567361
  0.120000,-12.551776
  0.122000,-12.542303
  0.124000,-12.528531
  0.126000,-12.523858
  0.128000,-12.522724
  0.130000,-12.518478
  0.132000,-12.513542
  0.134000,-12.509691
  0.136000,-12.506528
  0.138000,-12.502617
  0.140000,-12.499992
  0.142000,-12.499436
  0.144000,-12.507367
  0.146000,-12.520633
  0.148000,-12.538365
  0.150000,-12.564757
  0.152000,-12.600660
  0.154000,-12.647223
  0.156000,-12.704993
  0.158000,-12.767860
  0.160000,-12.848635
  0.162000,-12.947820
  0.164000,-13.060052
  0.166000,-13.186765
  0.168000,-13.324760
  0.170000,-13.472847
  0.172000,-13.621254
  0.174000,-13.770611
  0.176000,-13.924178
  0.178000,-14.079479
  0.180000,-14.229445
  0.182000,-14.376820
  0.184000,-14.521105
  0.186000,-14.652487
  0.188000,-14.774424
  0.190000,-14.887045
  0.192000,-14.997158
  0.194000,-15.105334
  0.196000,-15.201990
  0.198000,-15.296794
  0.200000,-15.393089
  0.202000,-15.478857
  0.204000,-15.559649
  0.206000,-15.630537
  0.208000,-15.692258
  0.210000,-15.754155
  0.212000,-15.813819
  0.214000,-15.869603
  0.216000,-15.922069
  0.218000,-15.964199
  0.220000,-16.003469
  0.222000,-16.048607
  0.224000,-16.092437
  0.226000,-16.132671
  0.228000,-16.167457
  0.230000,-16.202728
  0.232000,-16.237367
  0.234000,-16.260816
  0.236000,-16.282128
  0.238000,-16.305118
  0.240000,-16.326325
  0.242000,-16.346631
  0.244000,-16.367357
  0.246000,-16.392761
  0.248000,-16.418430
  0.250000,-16.440850
  0.252000,-16.453365
  0.254000,-16.469946
  0.256000,-16.490489
  0.258000,-16.510162
  0.260000,-16.528093
  0.262000,-16.543763
  0.264000,-16.556776
  0.266000,-16.568475
  0.268000,-16.581091
  0.270000,-16.586558
  0.272000,-16.584708
  0.274000,-16.581377
  0.276000,-16.580936
