# PEG_SER
# Upscaled from ../surface/PEG/SER.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 30.425360
  0.002000, 30.306079
  0.004000, 30.182886
  0.006000, 30.051997
  0.008000, 29.923694
  0.010000, 29.798086
  0.012000, 29.675758
  0.014000, 29.562199
  0.016000, 29.454652
  0.018000, 29.344295
  0.020000, 29.230745
  0.022000, 29.106940
  0.024000, 28.991021
  0.026000, 28.866637
  0.028000, 28.745133
  0.030000, 28.621822
  0.032000, 28.490615
  0.034000, 28.375556
  0.036000, 28.260867
  0.038000, 28.143964
  0.040000, 28.019434
  0.042000, 27.885157
  0.044000, 27.751379
  0.046000, 27.612660
  0.048000, 27.466549
  0.050000, 27.320887
  0.052000, 27.178848
  0.054000, 27.045785
  0.056000, 26.913653
  0.058000, 26.774599
  0.060000, 26.642888
  0.062000, 26.517891
  0.064000, 26.392608
  0.066000, 26.266436
  0.068000, 26.139804
  0.070000, 26.008547
  0.072000, 25.880767
  0.074000, 25.749383
  0.076000, 25.612600
  0.078000, 25.472988
  0.080000, 25.341350
  0.082000, 25.211695
  0.084000, 25.077972
  0.086000, 24.936022
  0.088000, 24.783381
  0.090000, 24.620935
  0.092000, 24.445510
  0.094000, 24.259968
  0.096000, 24.068196
  0.098000, 23.872366
  0.100000, 23.676857
  0.102000, 23.480515
  0.104000, 23.275368
  0.106000, 23.062687
  0.108000, 22.842078
  0.110000, 22.612928
  0.112000, 22.376753
  0.114000, 22.123701
  0.116000, 21.853305
  0.118000, 21.579815
  0.120000, 21.306317
  0.122000, 21.032944
  0.124000, 20.753544
  0.126000, 20.471047
  0.128000, 20.187624
  0.130000, 19.904290
  0.132000, 19.620504
  0.134000, 19.338921
  0.136000, 19.063760
  0.138000, 18.790208
  0.140000, 18.520543
  0.142000, 18.258736
  0.144000, 17.996782
  0.146000, 17.741765
  0.148000, 17.492536
  0.150000, 17.245466
  0.152000, 17.002144
  0.154000, 16.760713
  0.156000, 16.519325
  0.158000, 16.280556
  0.160000, 16.047657
  0.162000, 15.808929
  0.164000, 15.569926
  0.166000, 15.331083
  0.168000, 15.095606
  0.170000, 14.859276
  0.172000, 14.630099
  0.174000, 14.405040
  0.176000, 14.180362
  0.178000, 13.968407
  0.180000, 13.764838
  0.182000, 13.571482
  0.184000, 13.394945
  0.186000, 13.228489
  0.188000, 13.065182
  0.190000, 12.908894
  0.192000, 12.755142
  0.194000, 12.608895
  0.196000, 12.464242
  0.198000, 12.321335
  0.200000, 12.183475
  0.202000, 12.050661
  0.204000, 11.927619
  0.206000, 11.808149
  0.208000, 11.686066
  0.210000, 11.569637
  0.212000, 11.451176
  0.214000, 11.329370
  0.216000, 11.208509
  0.218000, 11.084841
  0.220000, 10.956119
  0.222000, 10.831982
  0.224000, 10.707001
  0.226000, 10.573509
  0.228000, 10.437389
  0.230000, 10.304953
  0.232000, 10.171908
  0.234000, 10.037552
  0.236000,  9.895581
  0.238000,  9.752817
  0.240000,  9.606339
  0.242000,  9.459526
  0.244000,  9.308786
  0.246000,  9.153272
  0.248000,  8.989585
  0.250000,  8.822135
  0.252000,  8.646229
  0.254000,  8.468660
  0.256000,  8.282040
  0.258000,  8.094677
  0.260000,  7.901988
  0.262000,  7.701733
  0.264000,  7.491181
  0.266000,  7.286160
  0.268000,  7.077991
  0.270000,  6.864711
  0.272000,  6.656247
  0.274000,  6.438412
  0.276000,  6.220002
  0.278000,  5.997356
  0.280000,  5.779163
  0.282000,  5.562949
  0.284000,  5.350604
  0.286000,  5.139093
  0.288000,  4.921858
  0.290000,  4.708656
  0.292000,  4.503726
  0.294000,  4.302538
  0.296000,  4.105869
  0.298000,  3.910991
  0.300000,  3.722757
  0.302000,  3.544228
  0.304000,  3.365988
  0.306000,  3.188302
  0.308000,  3.018086
  0.310000,  2.851454
  0.312000,  2.687888
  0.314000,  2.525435
  0.316000,  2.367270
  0.318000,  2.208850
  0.320000,  2.053777
  0.322000,  1.904461
  0.324000,  1.761313
  0.326000,  1.620973
  0.328000,  1.482827
  0.330000,  1.347011
  0.332000,  1.214249
  0.334000,  1.090322
  0.336000,  0.964764
  0.338000,  0.838196
  0.340000,  0.710354
  0.342000,  0.586825
  0.344000,  0.468357
  0.346000,  0.353308
  0.348000,  0.242357
  0.350000,  0.131247
  0.352000,  0.024291
  0.354000, -0.078321
  0.356000, -0.183654
  0.358000, -0.284251
  0.360000, -0.384014
  0.362000, -0.483370
  0.364000, -0.582947
  0.366000, -0.684687
  0.368000, -0.779776
  0.370000, -0.869246
  0.372000, -0.956875
  0.374000, -1.044305
  0.376000, -1.131092
  0.378000, -1.216297
  0.380000, -1.299318
  0.382000, -1.379934
  0.384000, -1.465198
  0.386000, -1.544738
  0.388000, -1.617341
  0.390000, -1.689134
  0.392000, -1.759459
  0.394000, -1.825324
  0.396000, -1.888688
  0.398000, -1.948465
  0.400000, -2.003877
  0.402000, -2.056725
  0.404000, -2.109074
  0.406000, -2.159843
  0.408000, -2.205114
  0.410000, -2.247451
  0.412000, -2.289439
  0.414000, -2.326974
  0.416000, -2.363227
  0.418000, -2.396211
  0.420000, -2.425890
  0.422000, -2.457571
  0.424000, -2.485983
  0.426000, -2.513865
  0.428000, -2.539491
  0.430000, -2.562336
  0.432000, -2.583523
  0.434000, -2.598801
  0.436000, -2.607156
  0.438000, -2.611484
  0.440000, -2.612208
  0.442000, -2.610522
