# PEG_ILE
# Upscaled from ../surface/PEG/ILE.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 22.934966
  0.002000, 22.728447
  0.004000, 22.508347
  0.006000, 22.250662
  0.008000, 22.043278
  0.010000, 21.853536
  0.012000, 21.596289
  0.014000, 21.341204
  0.016000, 21.080620
  0.018000, 20.823191
  0.020000, 20.575727
  0.022000, 20.337902
  0.024000, 20.088408
  0.026000, 19.836830
  0.028000, 19.580837
  0.030000, 19.339262
  0.032000, 19.083164
  0.034000, 18.839298
  0.036000, 18.602121
  0.038000, 18.356952
  0.040000, 18.110442
  0.042000, 17.880691
  0.044000, 17.656384
  0.046000, 17.439313
  0.048000, 17.229457
  0.050000, 17.017993
  0.052000, 16.808108
  0.054000, 16.588457
  0.056000, 16.384336
  0.058000, 16.191637
  0.060000, 15.992482
  0.062000, 15.784955
  0.064000, 15.586953
  0.066000, 15.399774
  0.068000, 15.219953
  0.070000, 15.050981
  0.072000, 14.884587
  0.074000, 14.730487
  0.076000, 14.575180
  0.078000, 14.425183
  0.080000, 14.285723
  0.082000, 14.154854
  0.084000, 14.021734
  0.086000, 13.893688
  0.088000, 13.778978
  0.090000, 13.663427
  0.092000, 13.545723
  0.094000, 13.428014
  0.096000, 13.325573
  0.098000, 13.214794
  0.100000, 13.103965
  0.102000, 12.996127
  0.104000, 12.893036
  0.106000, 12.792915
  0.108000, 12.685162
  0.110000, 12.577331
  0.112000, 12.475994
  0.114000, 12.367753
  0.116000, 12.268043
  0.118000, 12.175794
  0.120000, 12.090941
  0.122000, 12.009262
  0.124000, 11.934569
  0.126000, 11.856494
  0.128000, 11.778263
  0.130000, 11.697308
  0.132000, 11.614230
  0.134000, 11.532459
  0.136000, 11.449448
  0.138000, 11.362420
  0.140000, 11.276488
  0.142000, 11.188501
  0.144000, 11.095245
  0.146000, 10.995349
  0.148000, 10.891812
  0.150000, 10.779668
  0.152000, 10.659297
  0.154000, 10.525108
  0.156000, 10.377415
  0.158000, 10.210599
  0.160000, 10.023872
  0.162000,  9.815853
  0.164000,  9.589537
  0.166000,  9.341457
  0.168000,  9.082311
  0.170000,  8.814297
  0.172000,  8.535851
  0.174000,  8.250031
  0.176000,  7.963633
  0.178000,  7.676765
  0.180000,  7.395145
  0.182000,  7.113971
  0.184000,  6.833599
  0.186000,  6.564370
  0.188000,  6.302996
  0.190000,  6.042288
