# PEG_BGLCNA
# Upscaled from ../surface/PEG/BGLCNA.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 47.359525
  0.002000, 47.141795
  0.004000, 46.921277
  0.006000, 46.693631
  0.008000, 46.488798
  0.010000, 46.247138
  0.012000, 45.996097
  0.014000, 45.762888
  0.016000, 45.529244
  0.018000, 45.282706
  0.020000, 44.990708
  0.022000, 44.678008
  0.024000, 44.359980
  0.026000, 44.042076
  0.028000, 43.755476
  0.030000, 43.484089
  0.032000, 43.176826
  0.034000, 42.869073
  0.036000, 42.546123
  0.038000, 42.256320
  0.040000, 41.956936
  0.042000, 41.675344
  0.044000, 41.359192
  0.046000, 41.037157
  0.048000, 40.732022
  0.050000, 40.433868
  0.052000, 40.125068
  0.054000, 39.830011
  0.056000, 39.525647
  0.058000, 39.213482
  0.060000, 38.896655
  0.062000, 38.595339
  0.064000, 38.298635
  0.066000, 38.001789
  0.068000, 37.700227
  0.070000, 37.411328
  0.072000, 37.124446
  0.074000, 36.837761
  0.076000, 36.552142
  0.078000, 36.277874
  0.080000, 36.008246
  0.082000, 35.737098
  0.084000, 35.471007
  0.086000, 35.206724
  0.088000, 34.952634
  0.090000, 34.699142
  0.092000, 34.444483
  0.094000, 34.198214
  0.096000, 33.950472
  0.098000, 33.709502
  0.100000, 33.470699
  0.102000, 33.228343
  0.104000, 32.992980
  0.106000, 32.759703
  0.108000, 32.524260
  0.110000, 32.299476
  0.112000, 32.076059
  0.114000, 31.850630
  0.116000, 31.626458
  0.118000, 31.401997
  0.120000, 31.188502
  0.122000, 30.976898
  0.124000, 30.761249
  0.126000, 30.561980
  0.128000, 30.358720
  0.130000, 30.163926
  0.132000, 29.965151
  0.134000, 29.775164
  0.136000, 29.588529
  0.138000, 29.399233
  0.140000, 29.212442
  0.142000, 29.026447
  0.144000, 28.845632
  0.146000, 28.676145
  0.148000, 28.507408
  0.150000, 28.338552
  0.152000, 28.163363
  0.154000, 27.994838
  0.156000, 27.823160
  0.158000, 27.654674
  0.160000, 27.486802
  0.162000, 27.313693
  0.164000, 27.135728
  0.166000, 26.956629
  0.168000, 26.777871
  0.170000, 26.596993
  0.172000, 26.417812
  0.174000, 26.239392
  0.176000, 26.056767
  0.178000, 25.873643
  0.180000, 25.686254
  0.182000, 25.496540
  0.184000, 25.301969
  0.186000, 25.099617
  0.188000, 24.894202
  0.190000, 24.688245
  0.192000, 24.480505
  0.194000, 24.268687
  0.196000, 24.057577
  0.198000, 23.836595
  0.200000, 23.614502
  0.202000, 23.393069
  0.204000, 23.167041
  0.206000, 22.939836
  0.208000, 22.709642
  0.210000, 22.475521
  0.212000, 22.236450
  0.214000, 21.997012
  0.216000, 21.764300
  0.218000, 21.527627
  0.220000, 21.286826
  0.222000, 21.042712
  0.224000, 20.798081
  0.226000, 20.555097
  0.228000, 20.308561
  0.230000, 20.067961
  0.232000, 19.838250
  0.234000, 19.607943
  0.236000, 19.376022
  0.238000, 19.143167
  0.240000, 18.912732
  0.242000, 18.679630
  0.244000, 18.444738
  0.246000, 18.212832
  0.248000, 17.983720
  0.250000, 17.761531
  0.252000, 17.535901
  0.254000, 17.310098
  0.256000, 17.084261
  0.258000, 16.859814
  0.260000, 16.634618
  0.262000, 16.412932
  0.264000, 16.189043
  0.266000, 15.964671
  0.268000, 15.737882
  0.270000, 15.513430
  0.272000, 15.289552
  0.274000, 15.069273
  0.276000, 14.846908
  0.278000, 14.627010
  0.280000, 14.407502
  0.282000, 14.187684
  0.284000, 13.976283
  0.286000, 13.767970
  0.288000, 13.565043
  0.290000, 13.365576
  0.292000, 13.165751
  0.294000, 12.966119
  0.296000, 12.770583
  0.298000, 12.567859
  0.300000, 12.365403
  0.302000, 12.160728
  0.304000, 11.956640
  0.306000, 11.757333
  0.308000, 11.560729
  0.310000, 11.365929
  0.312000, 11.169955
  0.314000, 10.967703
  0.316000, 10.761727
  0.318000, 10.553878
  0.320000, 10.343710
  0.322000, 10.132607
  0.324000,  9.919028
  0.326000,  9.701530
  0.328000,  9.475503
  0.330000,  9.245687
  0.332000,  9.007810
  0.334000,  8.765201
  0.336000,  8.512511
  0.338000,  8.250172
  0.340000,  7.988874
  0.342000,  7.723385
  0.344000,  7.450898
  0.346000,  7.169177
  0.348000,  6.888444
  0.350000,  6.604409
  0.352000,  6.324730
  0.354000,  6.043263
  0.356000,  5.752769
  0.358000,  5.468325
  0.360000,  5.179673
  0.362000,  4.897186
  0.364000,  4.618536
  0.366000,  4.340663
  0.368000,  4.060873
  0.370000,  3.781603
  0.372000,  3.508835
  0.374000,  3.237908
  0.376000,  2.973176
  0.378000,  2.707034
  0.380000,  2.444528
  0.382000,  2.187487
  0.384000,  1.933750
  0.386000,  1.677576
  0.388000,  1.424414
  0.390000,  1.176739
  0.392000,  0.935110
  0.394000,  0.695789
  0.396000,  0.461353
  0.398000,  0.232052
  0.400000,  0.004886
  0.402000, -0.225994
  0.404000, -0.455468
  0.406000, -0.674693
  0.408000, -0.887782
  0.410000, -1.099009
  0.412000, -1.304402
  0.414000, -1.507963
  0.416000, -1.706832
  0.418000, -1.899755
  0.420000, -2.086638
  0.422000, -2.266493
  0.424000, -2.444329
  0.426000, -2.621663
  0.428000, -2.790927
  0.430000, -2.956321
  0.432000, -3.112399
  0.434000, -3.261310
  0.436000, -3.408294
  0.438000, -3.551726
  0.440000, -3.689729
  0.442000, -3.825827
  0.444000, -3.960126
  0.446000, -4.088530
  0.448000, -4.213355
  0.450000, -4.333827
  0.452000, -4.450408
  0.454000, -4.566385
  0.456000, -4.678143
  0.458000, -4.787197
  0.460000, -4.891672
  0.462000, -4.989282
  0.464000, -5.084021
  0.466000, -5.178689
  0.468000, -5.271721
  0.470000, -5.358169
  0.472000, -5.441435
  0.474000, -5.520270
  0.476000, -5.598974
  0.478000, -5.673056
  0.480000, -5.740074
  0.482000, -5.801258
  0.484000, -5.862151
  0.486000, -5.921042
  0.488000, -5.976228
  0.490000, -6.025849
  0.492000, -6.074235
  0.494000, -6.116652
  0.496000, -6.157694
  0.498000, -6.196786
  0.500000, -6.230559
  0.502000, -6.262780
  0.504000, -6.292215
  0.506000, -6.317145
  0.508000, -6.335914
  0.510000, -6.355017
  0.512000, -6.369874
  0.514000, -6.381483
  0.516000, -6.394537
  0.518000, -6.402123
  0.520000, -6.410326
  0.522000, -6.416898
  0.524000, -6.419340
  0.526000, -6.418441
  0.528000, -6.420579
  0.530000, -6.416425
  0.532000, -6.413530
  0.534000, -6.409750
  0.536000, -6.402376
  0.538000, -6.394897
  0.540000, -6.382364
  0.542000, -6.364073
  0.544000, -6.347209
  0.546000, -6.332253
  0.548000, -6.317515
  0.550000, -6.299221
  0.552000, -6.277215
  0.554000, -6.256568
  0.556000, -6.236328
  0.558000, -6.218232
  0.560000, -6.197204
  0.562000, -6.172805
  0.564000, -6.145719
  0.566000, -6.111802
  0.568000, -6.076898
  0.570000, -6.044541
  0.572000, -6.009633
  0.574000, -5.974460
  0.576000, -5.939457
  0.578000, -5.901129
  0.580000, -5.862338
  0.582000, -5.821453
  0.584000, -5.777112
  0.586000, -5.732768
  0.588000, -5.691518
  0.590000, -5.646112
  0.592000, -5.600425
  0.594000, -5.553774
  0.596000, -5.505380
  0.598000, -5.455229
  0.600000, -5.406419
  0.602000, -5.359680
  0.604000, -5.312774
  0.606000, -5.266721
  0.608000, -5.218294
  0.610000, -5.167896
  0.612000, -5.117703
  0.614000, -5.067313
  0.616000, -5.016969
  0.618000, -4.970275
  0.620000, -4.922754
  0.622000, -4.872769
  0.624000, -4.817265
  0.626000, -4.759984
  0.628000, -4.704700
  0.630000, -4.650166
  0.632000, -4.596284
  0.634000, -4.542938
  0.636000, -4.489858
  0.638000, -4.439689
  0.640000, -4.386572
  0.642000, -4.333071
  0.644000, -4.282145
  0.646000, -4.226458
  0.648000, -4.172172
  0.650000, -4.117881
  0.652000, -4.063227
  0.654000, -4.010366
  0.656000, -3.954944
  0.658000, -3.901496
  0.660000, -3.849819
  0.662000, -3.799499
  0.664000, -3.751151
  0.666000, -3.699980
  0.668000, -3.648851
  0.670000, -3.600078
  0.672000, -3.556287
  0.674000, -3.509810
  0.676000, -3.463405
  0.678000, -3.419676
  0.680000, -3.380743
  0.682000, -3.343525
  0.684000, -3.307427
  0.686000, -3.271516
  0.688000, -3.230989
  0.690000, -3.195579
  0.692000, -3.157733
  0.694000, -3.123532
  0.696000, -3.087189
  0.698000, -3.050085
  0.700000, -3.014379
  0.702000, -2.979748
  0.704000, -2.945850
  0.706000, -2.914127
  0.708000, -2.881109
  0.710000, -2.847902
  0.712000, -2.817499
  0.714000, -2.784577
  0.716000, -2.750220
  0.718000, -2.716378
  0.720000, -2.684925
  0.722000, -2.657325
  0.724000, -2.630786
  0.726000, -2.600552
  0.728000, -2.573312
  0.730000, -2.546647
  0.732000, -2.521616
  0.734000, -2.495602
  0.736000, -2.476379
  0.738000, -2.458618
  0.740000, -2.439112
  0.742000, -2.419305
  0.744000, -2.401230
  0.746000, -2.380935
  0.748000, -2.361846
  0.750000, -2.343024
  0.752000, -2.324239
  0.754000, -2.303135
  0.756000, -2.278360
  0.758000, -2.254282
  0.760000, -2.234020
  0.762000, -2.213890
  0.764000, -2.193505
  0.766000, -2.171704
  0.768000, -2.146607
  0.770000, -2.121721
  0.772000, -2.096692
  0.774000, -2.075344
  0.776000, -2.054398
  0.778000, -2.035577
  0.780000, -2.017496
  0.782000, -1.997890
  0.784000, -1.978886
  0.786000, -1.960773
  0.788000, -1.945375
  0.790000, -1.932262
  0.792000, -1.916680
  0.794000, -1.902553
  0.796000, -1.888054
  0.798000, -1.874728
  0.800000, -1.861846
  0.802000, -1.851061
  0.804000, -1.840412
  0.806000, -1.830013
  0.808000, -1.818269
  0.810000, -1.810577
  0.812000, -1.801433
  0.814000, -1.791049
  0.816000, -1.777978
  0.818000, -1.767659
  0.820000, -1.757262
  0.822000, -1.746157
  0.824000, -1.734718
  0.826000, -1.724497
  0.828000, -1.710999
  0.830000, -1.698189
  0.832000, -1.684624
  0.834000, -1.671843
  0.836000, -1.659454
  0.838000, -1.648229
  0.840000, -1.636084
  0.842000, -1.621173
  0.844000, -1.608448
  0.846000, -1.595347
  0.848000, -1.581249
  0.850000, -1.569248
  0.852000, -1.556007
  0.854000, -1.544013
  0.856000, -1.534384
  0.858000, -1.523464
  0.860000, -1.510706
  0.862000, -1.498737
  0.864000, -1.487009
  0.866000, -1.476124
  0.868000, -1.466353
  0.870000, -1.453890
  0.872000, -1.442186
  0.874000, -1.430633
  0.876000, -1.416822
  0.878000, -1.402779
  0.880000, -1.390935
  0.882000, -1.380620
  0.884000, -1.369498
  0.886000, -1.357613
  0.888000, -1.348223
  0.890000, -1.339727
  0.892000, -1.332815
  0.894000, -1.324229
  0.896000, -1.314567
  0.898000, -1.303141
  0.900000, -1.288514
  0.902000, -1.269844
  0.904000, -1.255229
  0.906000, -1.240311
  0.908000, -1.224884
  0.910000, -1.211126
  0.912000, -1.197936
  0.914000, -1.184833
  0.916000, -1.170547
  0.918000, -1.155377
  0.920000, -1.139574
  0.922000, -1.128845
  0.924000, -1.117003
  0.926000, -1.102306
  0.928000, -1.088648
  0.930000, -1.074398
  0.932000, -1.057302
  0.934000, -1.041965
  0.936000, -1.029930
  0.938000, -1.018421
  0.940000, -1.006528
  0.942000, -0.993892
  0.944000, -0.982787
  0.946000, -0.969728
  0.948000, -0.955543
  0.950000, -0.942859
  0.952000, -0.932531
  0.954000, -0.922849
  0.956000, -0.912786
  0.958000, -0.901252
  0.960000, -0.885298
  0.962000, -0.870483
  0.964000, -0.857558
  0.966000, -0.844056
  0.968000, -0.830813
  0.970000, -0.817025
  0.972000, -0.804794
  0.974000, -0.791933
  0.976000, -0.778656
  0.978000, -0.766475
  0.980000, -0.753745
  0.982000, -0.741801
  0.984000, -0.730600
  0.986000, -0.719266
  0.988000, -0.707244
  0.990000, -0.694734
  0.992000, -0.680034
  0.994000, -0.666282
  0.996000, -0.651660
  0.998000, -0.639144
  1.000000, -0.625683
  1.002000, -0.612577
  1.004000, -0.600661
  1.006000, -0.590104
  1.008000, -0.580231
  1.010000, -0.569363
  1.012000, -0.560134
  1.014000, -0.551393
  1.016000, -0.543879
  1.018000, -0.536742
  1.020000, -0.530667
  1.022000, -0.521734
  1.024000, -0.512508
  1.026000, -0.504054
  1.028000, -0.494160
  1.030000, -0.486116
  1.032000, -0.475744
  1.034000, -0.465602
  1.036000, -0.455352
  1.038000, -0.443654
  1.040000, -0.434647
  1.042000, -0.426700
  1.044000, -0.419454
  1.046000, -0.412285
  1.048000, -0.403453
  1.050000, -0.391631
  1.052000, -0.380575
  1.054000, -0.371014
  1.056000, -0.362859
  1.058000, -0.356414
  1.060000, -0.348465
  1.062000, -0.340778
