# PEG_PRO
# Upscaled from ../surface/PEG/PRO.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 26.440832
  0.002000, 26.289796
  0.004000, 26.195286
  0.006000, 26.049480
  0.008000, 25.888530
  0.010000, 25.678279
  0.012000, 25.484165
  0.014000, 25.300685
  0.016000, 25.131031
  0.018000, 24.936379
  0.020000, 24.719299
  0.022000, 24.516164
  0.024000, 24.324775
  0.026000, 24.126258
  0.028000, 23.905147
  0.030000, 23.690158
  0.032000, 23.482335
  0.034000, 23.252542
  0.036000, 23.029362
  0.038000, 22.818587
  0.040000, 22.612764
  0.042000, 22.409658
  0.044000, 22.199583
  0.046000, 21.992863
  0.048000, 21.794626
  0.050000, 21.598393
  0.052000, 21.421399
  0.054000, 21.246848
  0.056000, 21.068189
  0.058000, 20.886304
  0.060000, 20.714590
  0.062000, 20.544883
  0.064000, 20.368814
  0.066000, 20.200158
  0.068000, 20.042753
  0.070000, 19.880526
  0.072000, 19.725198
  0.074000, 19.581401
  0.076000, 19.440060
  0.078000, 19.308234
  0.080000, 19.182143
  0.082000, 19.061930
  0.084000, 18.951048
  0.086000, 18.838920
  0.088000, 18.732492
  0.090000, 18.632044
  0.092000, 18.535880
  0.094000, 18.437672
  0.096000, 18.348847
  0.098000, 18.258620
  0.100000, 18.171892
  0.102000, 18.084294
  0.104000, 18.002239
  0.106000, 17.920588
  0.108000, 17.841932
  0.110000, 17.764429
  0.112000, 17.688045
  0.114000, 17.614334
  0.116000, 17.550606
  0.118000, 17.490367
  0.120000, 17.429386
  0.122000, 17.371412
  0.124000, 17.316621
  0.126000, 17.264025
  0.128000, 17.211189
  0.130000, 17.149216
  0.132000, 17.085298
  0.134000, 17.020275
  0.136000, 16.955864
  0.138000, 16.886351
  0.140000, 16.813370
  0.142000, 16.740386
  0.144000, 16.673263
  0.146000, 16.598212
  0.148000, 16.518088
  0.150000, 16.428872
  0.152000, 16.326252
  0.154000, 16.210042
  0.156000, 16.081294
  0.158000, 15.937457
  0.160000, 15.779463
  0.162000, 15.604318
  0.164000, 15.415246
  0.166000, 15.211875
  0.168000, 14.998319
  0.170000, 14.774842
  0.172000, 14.548840
  0.174000, 14.321268
  0.176000, 14.093425
  0.178000, 13.862991
  0.180000, 13.631282
  0.182000, 13.398024
  0.184000, 13.169047
  0.186000, 12.949505
  0.188000, 12.720269
  0.190000, 12.492037
  0.192000, 12.271191
  0.194000, 12.055086
  0.196000, 11.836262
  0.198000, 11.624328
  0.200000, 11.420427
  0.202000, 11.218789
  0.204000, 11.012049
  0.206000, 10.816120
  0.208000, 10.620677
  0.210000, 10.431396
  0.212000, 10.253974
  0.214000, 10.079014
  0.216000,  9.906806
  0.218000,  9.733910
  0.220000,  9.561894
  0.222000,  9.389049
  0.224000,  9.234254
  0.226000,  9.077535
  0.228000,  8.919654
  0.230000,  8.769245
  0.232000,  8.623222
  0.234000,  8.480503
  0.236000,  8.340553
  0.238000,  8.202077
  0.240000,  8.065884
  0.242000,  7.928762
  0.244000,  7.792653
  0.246000,  7.657371
  0.248000,  7.520809
  0.250000,  7.386684
  0.252000,  7.256462
  0.254000,  7.137804
  0.256000,  7.019275
  0.258000,  6.899317
  0.260000,  6.784607
  0.262000,  6.674140
  0.264000,  6.564910
  0.266000,  6.461791
  0.268000,  6.351269
  0.270000,  6.238761
  0.272000,  6.133751
  0.274000,  6.034626
  0.276000,  5.927917
  0.278000,  5.825270
  0.280000,  5.726321
  0.282000,  5.632467
  0.284000,  5.544563
  0.286000,  5.451117
  0.288000,  5.357684
  0.290000,  5.262380
  0.292000,  5.172109
  0.294000,  5.084475
  0.296000,  5.000976
  0.298000,  4.920528
  0.300000,  4.839408
  0.302000,  4.767478
  0.304000,  4.699641
  0.306000,  4.628426
  0.308000,  4.544677
  0.310000,  4.457818
  0.312000,  4.365539
  0.314000,  4.266093
  0.316000,  4.148982
  0.318000,  4.029849
  0.320000,  3.908001
  0.322000,  3.777995
  0.324000,  3.642169
  0.326000,  3.515760
  0.328000,  3.362154
  0.330000,  3.188064
  0.332000,  3.002278
  0.334000,  2.795480
  0.336000,  2.576459
  0.338000,  2.373953
  0.340000,  2.163259
  0.342000,  1.944240
  0.344000,  1.710767
  0.346000,  1.474212
  0.348000,  1.241181
  0.350000,  1.014323
  0.352000,  0.787451
  0.354000,  0.553279
  0.356000,  0.320603
  0.358000,  0.095321
  0.360000, -0.124355
  0.362000, -0.342421
  0.364000, -0.556536
  0.366000, -0.761545
  0.368000, -0.964596
  0.370000, -1.161326
  0.372000, -1.350589
  0.374000, -1.534436
  0.376000, -1.713668
  0.378000, -1.886752
  0.380000, -2.052840
  0.382000, -2.215855
  0.384000, -2.375108
  0.386000, -2.531074
  0.388000, -2.677281
  0.390000, -2.819439
  0.392000, -2.963374
  0.394000, -3.102983
  0.396000, -3.234667
  0.398000, -3.362516
  0.400000, -3.488460
  0.402000, -3.607605
  0.404000, -3.724042
  0.406000, -3.837041
  0.408000, -3.942492
  0.410000, -4.044343
  0.412000, -4.138387
  0.414000, -4.227634
  0.416000, -4.312282
  0.418000, -4.390643
  0.420000, -4.463134
  0.422000, -4.531233
  0.424000, -4.596092
  0.426000, -4.656694
  0.428000, -4.713426
  0.430000, -4.767271
  0.432000, -4.816958
  0.434000, -4.861011
  0.436000, -4.900432
  0.438000, -4.936942
  0.440000, -4.968532
  0.442000, -4.999680
  0.444000, -5.027400
  0.446000, -5.051968
  0.448000, -5.075233
  0.450000, -5.092873
  0.452000, -5.101375
  0.454000, -5.108634
  0.456000, -5.109333
  0.458000, -5.105843
  0.460000, -5.100215
  0.462000, -5.090953
  0.464000, -5.078951
  0.466000, -5.065530
  0.468000, -5.048531
  0.470000, -5.030636
  0.472000, -5.009348
  0.474000, -4.986716
  0.476000, -4.960270
  0.478000, -4.925230
  0.480000, -4.885868
  0.482000, -4.847042
  0.484000, -4.804857
  0.486000, -4.762942
  0.488000, -4.718252
  0.490000, -4.671467
  0.492000, -4.622033
  0.494000, -4.572354
  0.496000, -4.519823
  0.498000, -4.464688
  0.500000, -4.407451
  0.502000, -4.346550
  0.504000, -4.281989
  0.506000, -4.214421
  0.508000, -4.143953
  0.510000, -4.069671
  0.512000, -3.996255
  0.514000, -3.922047
  0.516000, -3.849167
  0.518000, -3.778377
  0.520000, -3.704343
  0.522000, -3.630771
  0.524000, -3.560290
  0.526000, -3.488485
  0.528000, -3.416012
  0.530000, -3.348623
  0.532000, -3.279438
  0.534000, -3.212181
  0.536000, -3.144323
  0.538000, -3.075224
  0.540000, -3.004499
  0.542000, -2.933467
  0.544000, -2.865698
  0.546000, -2.795762
  0.548000, -2.720630
  0.550000, -2.647393
  0.552000, -2.575417
  0.554000, -2.501434
  0.556000, -2.431074
  0.558000, -2.361232
  0.560000, -2.290880
  0.562000, -2.223335
  0.564000, -2.157584
  0.566000, -2.088251
  0.568000, -2.021487
  0.570000, -1.954380
  0.572000, -1.886462
  0.574000, -1.821474
  0.576000, -1.757191
  0.578000, -1.696364
  0.580000, -1.633530
  0.582000, -1.573110
  0.584000, -1.516736
  0.586000, -1.458270
  0.588000, -1.399035
  0.590000, -1.342121
  0.592000, -1.289181
  0.594000, -1.238252
  0.596000, -1.185993
  0.598000, -1.134885
  0.600000, -1.082417
  0.602000, -1.032773
  0.604000, -0.987912
  0.606000, -0.943431
  0.608000, -0.901705
  0.610000, -0.859248
  0.612000, -0.817327
  0.614000, -0.775799
  0.616000, -0.737224
  0.618000, -0.697515
  0.620000, -0.661290
  0.622000, -0.629642
  0.624000, -0.596089
  0.626000, -0.566863
  0.628000, -0.535271
  0.630000, -0.502486
  0.632000, -0.473197
  0.634000, -0.443335
  0.636000, -0.415647
  0.638000, -0.390870
  0.640000, -0.367396
  0.642000, -0.346041
  0.644000, -0.325449
  0.646000, -0.310219
  0.648000, -0.295466
  0.650000, -0.284533
  0.652000, -0.275447
  0.654000, -0.264375
