# PEG_THR
# Upscaled from ../surface/PEG/THR.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.004000, 25.864269
  0.016000, 24.691982
  0.028000, 23.625069
  0.040000, 22.574100
  0.052000, 21.572245
  0.064000, 20.676402
  0.076000, 19.832440
  0.088000, 19.053213
  0.100000, 18.283008
  0.112000, 17.491754
  0.124000, 16.592464
  0.136000, 15.428705
  0.148000, 14.018789
  0.160000, 12.439792
  0.172000, 10.843828
  0.184000,  9.451359
  0.196000,  8.375318
  0.208000,  7.518713
  0.220000,  6.724237
  0.232000,  6.007285
  0.244000,  5.314873
  0.256000,  4.631110
  0.268000,  3.915302
  0.280000,  3.005793
  0.292000,  1.874501
  0.304000,  0.573699
  0.316000, -0.766947
  0.328000, -2.023929
  0.340000, -3.174399
  0.352000, -4.211827
  0.364000, -5.134807
  0.376000, -5.930666
  0.388000, -6.595128
  0.400000, -7.136940
  0.412000, -7.551238
  0.424000, -7.865391
  0.436000, -8.083334
  0.448000, -8.203860
  0.460000, -8.216740
  0.472000, -8.142829
  0.484000, -8.004027
  0.496000, -7.797247
  0.508000, -7.526856
  0.520000, -7.213623
  0.532000, -6.855810
  0.544000, -6.484405
  0.556000, -6.128001
  0.568000, -5.763219
  0.580000, -5.404950
  0.592000, -5.054796
  0.604000, -4.716386
  0.616000, -4.423479
  0.628000, -4.152718
  0.640000, -3.929976
  0.652000, -3.758046
  0.664000, -3.613946
  0.676000, -3.500848
  0.688000, -3.415674
  0.700000, -3.363486
  0.712000, -3.327329
  0.724000, -3.293578
  0.736000, -3.259987
  0.748000, -3.216637
  0.760000, -3.186886
  0.772000, -3.148582
  0.784000, -3.106650
  0.796000, -3.050098
  0.808000, -2.971944
  0.820000, -2.886809
  0.832000, -2.796016
  0.844000, -2.686055
  0.856000, -2.557218
  0.868000, -2.409674
  0.880000, -2.278528
  0.892000, -2.154459
  0.904000, -2.023607
  0.916000, -1.899604
  0.928000, -1.766396
  0.940000, -1.633871
  0.952000, -1.515924
  0.964000, -1.392069
  0.976000, -1.289955
  0.988000, -1.206280
  1.000000, -1.117919
  1.012000, -1.026018
  1.024000, -0.946020
  1.036000, -0.895479
  1.048000, -0.847300
  1.060000, -0.807764
  1.072000, -0.761628
  1.084000, -0.724330
  1.096000, -0.682332
  1.108000, -0.648401
  1.120000, -0.616594
  1.132000, -0.586417
  1.144000, -0.544919
  1.156000, -0.504411
  1.168000, -0.470024
  1.180000, -0.433689
  1.192000, -0.393424
  1.204000, -0.350216
  1.216000, -0.324163
  1.228000, -0.299662
  1.240000, -0.265830
  1.252000, -0.242495
  1.264000, -0.210982
  1.276000, -0.176839
  1.288000, -0.146292
  1.300000, -0.119187
  1.312000, -0.090110
  1.324000, -0.074952
  1.336000, -0.057580
  1.348000, -0.032046
  1.360000, -0.021188
  1.372000, -0.014282
  1.384000, -0.010528
  1.396000, -0.010061
  1.408000, -0.007556
  1.420000, -0.006273
  1.432000, -0.005620
  1.444000, -0.007192
  1.456000, -0.007572
  1.468000, -0.003719
  1.480000,  0.001112
  1.492000,  0.001213
  1.504000,  0.000000
