#PEG_ETA
#Upscaled from ../surface/PEG/ETA.dat to radius: 34.89955667698373 bead probs: 1.0
#surf-centre-dist[nm],U[kJ/mol]
4.440892098500626e-16,45.139139970806475
0.002000000000000446,45.00957036360119
0.004000000000000448,44.88188259030192
0.006000000000000449,44.749003348182356
0.008000000000000451,44.60753083617128
0.010000000000000453,44.46720950939856
0.012000000000000455,44.32021521050595
0.014000000000000457,44.178170259828384
0.01600000000000046,44.041322954008336
0.01800000000000046,43.90685434082846
0.020000000000000462,43.75872900096873
0.022000000000000464,43.609124119982404
0.024000000000000465,43.4596518782711
0.026000000000000467,43.31286369338413
0.02800000000000047,43.163213508743816
0.03000000000000047,43.00565301645026
0.03200000000000047,42.85606212426883
0.034000000000000474,42.71406997348853
0.036000000000000476,42.56934712462615
0.03800000000000048,42.41307583145985
0.04000000000000048,42.26645952247555
0.04200000000000048,42.113533036402615
0.04400000000000048,41.96282894063612
0.046000000000000485,41.80372772557429
0.04800000000000049,41.64448984337501
0.05000000000000049,41.483906781140796
0.05200000000000049,41.320637550003454
0.05400000000000049,41.16713391789126
0.056000000000000494,41.00721397393716
0.058000000000000496,40.843270577328866
0.0600000000000005,40.677515200372206
0.0620000000000005,40.509236784016146
0.0640000000000005,40.35276031981058
0.0660000000000005,40.200134353357974
0.0680000000000005,40.04623501228032
0.0700000000000005,39.883528724748096
0.07200000000000051,39.710513478206614
0.07400000000000051,39.53288447710369
0.07600000000000051,39.35165778736481
0.07800000000000051,39.16802176955286
0.08000000000000052,38.990524362413225
0.08200000000000052,38.81250433928235
0.08400000000000052,38.63025164569782
0.08600000000000052,38.44746269172987
0.08800000000000052,38.2588525281059
0.09000000000000052,38.06569250805084
0.09200000000000053,37.86004707274458
0.09400000000000053,37.65388749864825
0.09600000000000053,37.43835429337349
0.09800000000000053,37.21203939372776
0.10000000000000053,36.97249640219973
0.10200000000000053,36.728185338714354
0.10400000000000054,36.472776335098864
0.10600000000000054,36.2047590739356
0.10800000000000054,35.92468927247528
0.11000000000000054,35.637757475087795
0.11200000000000054,35.34675209007853
0.11400000000000055,35.049514982286176
0.11600000000000055,34.74747053535093
0.11800000000000055,34.4414446621537
0.12000000000000055,34.1327341249569
0.12200000000000055,33.825991215064604
0.12400000000000055,33.52182040616732
0.12600000000000056,33.218839723681455
0.12800000000000056,32.91600422924588
0.13000000000000056,32.617981343778105
0.13200000000000056,32.326199751023374
0.13400000000000056,32.035341770334
0.13600000000000056,31.755441403784957
0.13800000000000057,31.489734831435314
0.14000000000000057,31.229480489419405
0.14200000000000057,30.97340989584126
0.14400000000000057,30.722097389501307
0.14600000000000057,30.473801224864776
0.14800000000000058,30.235656502684996
0.15000000000000058,30.0070302498056
0.15200000000000058,29.779399801546365
0.15400000000000058,29.55553763375689
0.15600000000000058,29.3382381795242
0.15800000000000058,29.120722312784075
0.1600000000000006,28.908663767400576
0.1620000000000006,28.701058235430025
0.1640000000000006,28.492975998315917
0.1660000000000006,28.287870815493328
0.1680000000000006,28.088792622268336
0.1700000000000006,27.890131906311694
0.1720000000000006,27.691760068354778
0.1740000000000006,27.492861014257983
0.1760000000000006,27.298610140690712
0.1780000000000006,27.108342555820716
0.1800000000000006,26.9175922460358
0.1820000000000006,26.727057982030146
0.1840000000000006,26.53759630156381
0.1860000000000006,26.349216657708467
0.1880000000000006,26.165141805436946
0.1900000000000006,25.978538456981926
0.19200000000000061,25.793467290261294
0.19400000000000062,25.608131029769456
0.19600000000000062,25.421824666806323
0.19800000000000062,25.230607207957362
0.20000000000000062,25.038791805814785
0.20200000000000062,24.84324604669257
0.20400000000000063,24.647523706227425
0.20600000000000063,24.452931887542803
0.20800000000000063,24.255945965958205
0.21000000000000063,24.052829610048626
0.21200000000000063,23.8502373873858
0.21400000000000063,23.647648537991053
0.21600000000000064,23.443481254013133
0.21800000000000064,23.23846335445065
0.22000000000000064,23.029085626179278
0.22200000000000064,22.82042214251726
0.22400000000000064,22.6080540363573
0.22600000000000064,22.393738069808958
0.22800000000000065,22.18506166918225
0.23000000000000065,21.98318652521636
0.23200000000000065,21.780979089151177
0.23400000000000065,21.57774337969877
0.23600000000000065,21.374970557911535
0.23800000000000066,21.172862109439166
0.24000000000000066,20.97848901952429
0.24200000000000066,20.78486329826795
0.24400000000000066,20.593321910855014
0.24600000000000066,20.39961253988561
0.24800000000000066,20.20863698436247
0.25000000000000067,20.019384502033287
0.25200000000000067,19.832731457449075
0.25400000000000067,19.64369053907473
0.25600000000000067,19.45059152451935
0.2580000000000007,19.257199986766157
0.2600000000000007,19.0618780607307
0.2620000000000007,18.86065038896779
0.2640000000000007,18.661399960656627
0.2660000000000007,18.465360900871552
0.2680000000000007,18.268848560793828
0.2700000000000007,18.065025646318023
0.2720000000000007,17.858437214072826
0.2740000000000007,17.652864575479963
0.2760000000000007,17.44977264072854
0.2780000000000007,17.23745534406323
0.2800000000000007,17.026184786951475
0.2820000000000007,16.817244552101098
0.2840000000000007,16.607543951360395
0.2860000000000007,16.397330210157396
0.2880000000000007,16.190996746876934
0.2900000000000007,15.984640720776659
0.2920000000000007,15.774716576984302
0.2940000000000007,15.56553685663245
0.2960000000000007,15.359242259981063
0.2980000000000007,15.155453731360609
0.3000000000000007,14.956437575043237
0.3020000000000007,14.75957365338453
0.3040000000000007,14.5662715766443
0.3060000000000007,14.383736032203217
0.3080000000000007,14.206150336017167
0.3100000000000007,14.034183533293794
0.3120000000000007,13.862252930170136
0.3140000000000007,13.692652999935065
0.3160000000000007,13.52446331785803
0.3180000000000007,13.355245058085895
0.32000000000000073,13.19499061711731
0.32200000000000073,13.036561545231326
0.32400000000000073,12.880371315883115
0.32600000000000073,12.726077276847121
0.32800000000000074,12.578257364561539
0.33000000000000074,12.435911845466055
0.33200000000000074,12.294419001866252
0.33400000000000074,12.161710104495773
0.33600000000000074,12.030804533193484
0.33800000000000074,11.900998444249485
0.34000000000000075,11.773913962625803
0.34200000000000075,11.647256951553498
0.34400000000000075,11.521532929674096
0.34600000000000075,11.400688061672952
0.34800000000000075,11.281807750768214
0.35000000000000075,11.166792913578238
0.35200000000000076,11.04914150287248
0.35400000000000076,10.93064360731063
0.35600000000000076,10.810982504208969
0.35800000000000076,10.68993191159335
0.36000000000000076,10.563397552059234
0.36200000000000077,10.44106196442091
