# PEG_CHL
# Upscaled from ../surface/PEG/CHL.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.004000, 66.775233
  0.012000, 65.361239
  0.020000, 63.881234
  0.028000, 62.407159
  0.036000, 60.900995
  0.044000, 59.426928
  0.052000, 58.064207
  0.060000, 56.771947
  0.068000, 55.584116
  0.076000, 54.517395
  0.084000, 53.590370
  0.092000, 52.844147
  0.100000, 52.124421
  0.108000, 51.444627
  0.116000, 50.800386
  0.124000, 50.137871
  0.132000, 49.434557
  0.140000, 48.677687
  0.148000, 47.773482
  0.156000, 46.610369
  0.164000, 44.950029
  0.172000, 43.037777
  0.180000, 41.240929
  0.188000, 39.659390
  0.196000, 38.292305
  0.204000, 37.070026
  0.212000, 35.985560
  0.220000, 34.967817
  0.228000, 34.028749
  0.236000, 33.117370
  0.244000, 32.257348
  0.252000, 31.443418
  0.260000, 30.595814
  0.268000, 29.735855
  0.276000, 28.890407
  0.284000, 28.087018
  0.292000, 27.272400
  0.300000, 26.414602
  0.308000, 25.496347
  0.316000, 24.462952
  0.324000, 23.268902
  0.332000, 21.875555
  0.340000, 20.375004
  0.348000, 18.859758
  0.356000, 17.386638
  0.364000, 16.002153
  0.372000, 14.704434
  0.380000, 13.492208
  0.388000, 12.372366
  0.396000, 11.337625
  0.404000, 10.410818
  0.412000,  9.591030
  0.420000,  8.903094
  0.428000,  8.349686
  0.436000,  7.849558
  0.444000,  7.412161
  0.452000,  7.051434
  0.460000,  6.717125
  0.468000,  6.418312
  0.476000,  6.141383
  0.484000,  5.881479
  0.492000,  5.630249
  0.500000,  5.387154
  0.508000,  5.158816
  0.516000,  4.959678
  0.524000,  4.788831
  0.532000,  4.657966
  0.540000,  4.544270
  0.548000,  4.464444
  0.556000,  4.403718
  0.564000,  4.354703
  0.572000,  4.314680
  0.580000,  4.279608
  0.588000,  4.255568
  0.596000,  4.190944
  0.604000,  4.118610
  0.612000,  4.031187
  0.620000,  3.947808
  0.628000,  3.836169
  0.636000,  3.707804
  0.644000,  3.565217
  0.652000,  3.403433
  0.660000,  3.241926
  0.668000,  3.058643
  0.676000,  2.869169
  0.684000,  2.670538
  0.692000,  2.457615
  0.700000,  2.237943
  0.708000,  2.017292
  0.716000,  1.796570
  0.724000,  1.575437
  0.732000,  1.355366
  0.740000,  1.154182
  0.748000,  0.965628
  0.756000,  0.804104
  0.764000,  0.678355
  0.772000,  0.544120
  0.780000,  0.429645
  0.788000,  0.350093
  0.796000,  0.273675
  0.804000,  0.211732
  0.812000,  0.148602
  0.820000,  0.099358
  0.828000,  0.064251
  0.836000,  0.043834
  0.844000,  0.032518
  0.852000,  0.029686
  0.860000,  0.043664
  0.868000,  0.074246
  0.876000,  0.096192
  0.884000,  0.126421
  0.892000,  0.158974
  0.900000,  0.199350
  0.908000,  0.233658
  0.916000,  0.265671
  0.924000,  0.294174
  0.932000,  0.297877
  0.940000,  0.308970
  0.948000,  0.313575
  0.956000,  0.326167
  0.964000,  0.328739
  0.972000,  0.326738
  0.980000,  0.315548
  0.988000,  0.305201
  0.996000,  0.298079
  1.004000,  0.278606
  1.012000,  0.267692
  1.020000,  0.250807
  1.028000,  0.224490
  1.036000,  0.202288
  1.044000,  0.181525
  1.052000,  0.156847
  1.060000,  0.127425
  1.068000,  0.095361
  1.076000,  0.069115
  1.084000,  0.048856
  1.092000,  0.036096
  1.100000,  0.033718
  1.108000,  0.021975
  1.116000,  0.007895
  1.124000,  0.007402
  1.132000,  0.005058
  1.140000,  0.010651
  1.148000,  0.004386
  1.156000,  0.001697
  1.164000, -0.000602
  1.172000,  0.001176
  1.180000, -0.001964
  1.188000,  0.001387
  1.196000,  0.012276
  1.204000,  0.029262
  1.212000,  0.040149
  1.220000,  0.052076
  1.228000,  0.058582
  1.236000,  0.077168
  1.244000,  0.089126
  1.252000,  0.106636
  1.260000,  0.118017
  1.268000,  0.120839
  1.276000,  0.122117
  1.284000,  0.125273
  1.292000,  0.131101
  1.300000,  0.135841
  1.308000,  0.138831
  1.316000,  0.134171
  1.324000,  0.128516
  1.332000,  0.120768
  1.340000,  0.116837
  1.348000,  0.117234
  1.356000,  0.115709
  1.364000,  0.103247
  1.372000,  0.091895
  1.380000,  0.083049
  1.388000,  0.073554
  1.396000,  0.058633
  1.404000,  0.041774
  1.412000,  0.030956
  1.420000,  0.020536
  1.428000,  0.019196
  1.436000,  0.020474
  1.444000,  0.019157
  1.452000,  0.011038
  1.460000,  0.006901
  1.468000,  0.002184
  1.476000,  0.003216
  1.484000,  0.001783
  1.492000,  0.002379
  1.500000,  0.000000
  1.508000,  0.000000
