# PEG_CYS
# Upscaled from ../surface/PEG/CYS.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 18.783852
  0.002000, 18.624461
  0.004000, 18.458135
  0.006000, 18.295774
  0.008000, 18.136826
  0.010000, 17.980827
  0.012000, 17.819293
  0.014000, 17.662572
  0.016000, 17.510210
  0.018000, 17.356738
  0.020000, 17.206046
  0.022000, 17.066680
  0.024000, 16.931533
  0.026000, 16.797334
  0.028000, 16.665804
  0.030000, 16.541486
  0.032000, 16.421307
  0.034000, 16.294480
  0.036000, 16.160617
  0.038000, 16.025728
  0.040000, 15.903978
  0.042000, 15.784672
  0.044000, 15.661614
  0.046000, 15.538221
  0.048000, 15.421006
  0.050000, 15.298786
  0.052000, 15.178539
  0.054000, 15.067437
  0.056000, 14.955455
  0.058000, 14.843397
  0.060000, 14.731839
  0.062000, 14.626311
  0.064000, 14.531133
  0.066000, 14.435745
  0.068000, 14.347269
  0.070000, 14.257279
  0.072000, 14.164471
  0.074000, 14.078859
  0.076000, 13.998891
  0.078000, 13.919911
  0.080000, 13.842929
  0.082000, 13.762627
  0.084000, 13.686062
  0.086000, 13.612669
  0.088000, 13.536945
  0.090000, 13.459333
  0.092000, 13.376425
  0.094000, 13.293783
  0.096000, 13.215940
  0.098000, 13.136318
  0.100000, 13.056442
  0.102000, 12.967931
  0.104000, 12.870728
  0.106000, 12.763491
  0.108000, 12.650534
  0.110000, 12.523461
  0.112000, 12.386273
  0.114000, 12.243269
  0.116000, 12.088032
  0.118000, 11.916570
  0.120000, 11.724712
  0.122000, 11.521431
  0.124000, 11.302320
  0.126000, 11.069292
  0.128000, 10.820729
  0.130000, 10.559213
  0.132000, 10.287662
  0.134000, 10.004486
  0.136000,  9.712111
  0.138000,  9.405924
  0.140000,  9.094368
  0.142000,  8.779203
  0.144000,  8.463803
  0.146000,  8.141732
  0.148000,  7.821006
  0.150000,  7.499458
  0.152000,  7.179497
  0.154000,  6.857386
  0.156000,  6.534410
  0.158000,  6.209893
  0.160000,  5.886709
  0.162000,  5.563815
  0.164000,  5.240320
  0.166000,  4.928470
  0.168000,  4.627746
  0.170000,  4.339454
  0.172000,  4.066192
  0.174000,  3.806909
  0.176000,  3.562018
  0.178000,  3.333504
  0.180000,  3.118922
  0.182000,  2.915177
  0.184000,  2.724333
  0.186000,  2.546501
  0.188000,  2.377244
  0.190000,  2.207148
  0.192000,  2.048791
  0.194000,  1.901965
  0.196000,  1.755724
  0.198000,  1.624133
  0.200000,  1.502129
  0.202000,  1.386799
  0.204000,  1.282825
  0.206000,  1.186280
  0.208000,  1.102219
