# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.000000, 35.625533
  0.001000, 35.508624
  0.002000, 35.391714
  0.003000, 35.274495
  0.004000, 35.157276
  0.005000, 35.041762
  0.006000, 34.926249
  0.007000, 34.814127
  0.008000, 34.702006
  0.009000, 34.592485
  0.010000, 34.482965
  0.011000, 34.373578
  0.012000, 34.264191
  0.013000, 34.154988
  0.014000, 34.045785
  0.015000, 33.937012
  0.016000, 33.828239
  0.017000, 33.723141
  0.018000, 33.618044
  0.019000, 33.516336
  0.020000, 33.414627
  0.021000, 33.314868
  0.022000, 33.215109
  0.023000, 33.117851
  0.024000, 33.020594
  0.025000, 32.922257
  0.026000, 32.823919
  0.027000, 32.727917
  0.028000, 32.631914
  0.029000, 32.535398
  0.030000, 32.438883
  0.031000, 32.342471
  0.032000, 32.246060
  0.033000, 32.156285
  0.034000, 32.066510
  0.035000, 31.973784
  0.036000, 31.881059
  0.037000, 31.790461
  0.038000, 31.699862
  0.039000, 31.609471
  0.040000, 31.519080
  0.041000, 31.429337
  0.042000, 31.339593
  0.043000, 31.250402
  0.044000, 31.161211
  0.045000, 31.072344
  0.046000, 30.983477
  0.047000, 30.892875
  0.048000, 30.802273
  0.049000, 30.717309
  0.050000, 30.632345
  0.051000, 30.547936
  0.052000, 30.463526
  0.053000, 30.379370
  0.054000, 30.295213
  0.055000, 30.211859
  0.056000, 30.128506
  0.057000, 30.045975
  0.058000, 29.963444
  0.059000, 29.881962
  0.060000, 29.800480
  0.061000, 29.717859
  0.062000, 29.635237
  0.063000, 29.553272
  0.064000, 29.471306
  0.065000, 29.390640
  0.066000, 29.309974
  0.067000, 29.228554
  0.068000, 29.147134
  0.069000, 29.067220
  0.070000, 28.987305
  0.071000, 28.908739
  0.072000, 28.830174
  0.073000, 28.752376
  0.074000, 28.674578
  0.075000, 28.598165
  0.076000, 28.521752
  0.077000, 28.446765
  0.078000, 28.371779
  0.079000, 28.295837
  0.080000, 28.219896
  0.081000, 28.144003
  0.082000, 28.068111
  0.083000, 27.991260
  0.084000, 27.914410
  0.085000, 27.838993
  0.086000, 27.763576
  0.087000, 27.688433
  0.088000, 27.613289
  0.089000, 27.542267
  0.090000, 27.471244
  0.091000, 27.400604
  0.092000, 27.329964
  0.093000, 27.259304
  0.094000, 27.188644
  0.095000, 27.117448
  0.096000, 27.046253
  0.097000, 26.977431
  0.098000, 26.908608
  0.099000, 26.839949
  0.100000, 26.771290
  0.101000, 26.702944
  0.102000, 26.634598
  0.103000, 26.562741
  0.104000, 26.490884
  0.105000, 26.419987
  0.106000, 26.349089
  0.107000, 26.276605
  0.108000, 26.204121
  0.109000, 26.130580
  0.110000, 26.057039
  0.111000, 25.981011
  0.112000, 25.904984
  0.113000, 25.827904
  0.114000, 25.750825
  0.115000, 25.670707
  0.116000, 25.590590
  0.117000, 25.507474
  0.118000, 25.424357
  0.119000, 25.338339
  0.120000, 25.252320
  0.121000, 25.161612
  0.122000, 25.070905
  0.123000, 24.974922
  0.124000, 24.878938
  0.125000, 24.778209
  0.126000, 24.677480
  0.127000, 24.570815
  0.128000, 24.464151
  0.129000, 24.354250
  0.130000, 24.244349
  0.131000, 24.130384
  0.132000, 24.016419
  0.133000, 23.895318
  0.134000, 23.774218
  0.135000, 23.647477
  0.136000, 23.520735
  0.137000, 23.387678
  0.138000, 23.254621
  0.139000, 23.116606
  0.140000, 22.978592
  0.141000, 22.836957
  0.142000, 22.695322
  0.143000, 22.550041
  0.144000, 22.404760
  0.145000, 22.253698
  0.146000, 22.102637
  0.147000, 21.945488
  0.148000, 21.788340
  0.149000, 21.624687
  0.150000, 21.461033
  0.151000, 21.291430
  0.152000, 21.121827
  0.153000, 20.943779
  0.154000, 20.765731
  0.155000, 20.581888
  0.156000, 20.398045
  0.157000, 20.210258
  0.158000, 20.022471
  0.159000, 19.830724
  0.160000, 19.638976
  0.161000, 19.444553
  0.162000, 19.250130
  0.163000, 19.053408
  0.164000, 18.856685
  0.165000, 18.662055
  0.166000, 18.467424
  0.167000, 18.275739
  0.168000, 18.084054
  0.169000, 17.897690
  0.170000, 17.711325
  0.171000, 17.530925
  0.172000, 17.350526
  0.173000, 17.177146
  0.174000, 17.003765
  0.175000, 16.834911
  0.176000, 16.666058
  0.177000, 16.507753
  0.178000, 16.349447
  0.179000, 16.198558
  0.180000, 16.047668
  0.181000, 15.906405
  0.182000, 15.765142
  0.183000, 15.627812
  0.184000, 15.490482
  0.185000, 15.359406
  0.186000, 15.228330
  0.187000, 15.102761
  0.188000, 14.977192
  0.189000, 14.860299
  0.190000, 14.743407
  0.191000, 14.631763
  0.192000, 14.520119
  0.193000, 14.413731
  0.194000, 14.307343
  0.195000, 14.206063
  0.196000, 14.104783
  0.197000, 14.007028
  0.198000, 13.909272
  0.199000, 13.814345
  0.200000, 13.719418
  0.201000, 13.630174
  0.202000, 13.540931
  0.203000, 13.455186
  0.204000, 13.369441
  0.205000, 13.287698
