# PEG_DMEP
# Upscaled from ../surface/PEG/DMEP.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 54.354304
  0.010000, 53.600819
  0.020000, 52.474472
  0.030000, 51.151428
  0.040000, 49.505609
  0.050000, 47.798643
  0.060000, 46.168872
  0.070000, 44.678138
  0.080000, 43.240947
  0.090000, 41.890527
  0.100000, 40.575436
  0.110000, 39.351528
  0.120000, 38.216377
  0.130000, 37.175025
  0.140000, 36.183430
  0.150000, 35.241448
  0.160000, 34.263814
  0.170000, 33.148849
  0.180000, 31.838751
  0.190000, 30.397508
  0.200000, 28.888514
  0.210000, 27.344218
  0.220000, 25.820837
  0.230000, 24.330460
  0.240000, 22.878594
  0.250000, 21.486218
  0.260000, 20.163883
  0.270000, 18.950887
  0.280000, 17.790669
  0.290000, 16.689593
  0.300000, 15.616387
  0.310000, 14.610707
  0.320000, 13.611153
  0.330000, 12.520151
  0.340000, 11.300678
  0.350000,  9.892957
  0.360000,  8.348328
  0.370000,  6.788010
  0.380000,  5.292455
  0.390000,  3.929281
  0.400000,  2.682546
  0.410000,  1.586303
  0.420000,  0.600579
  0.430000, -0.316727
  0.440000, -1.130670
  0.450000, -1.802233
  0.460000, -2.372127
  0.470000, -2.826302
  0.480000, -3.178053
  0.490000, -3.442409
  0.500000, -3.646325
  0.510000, -3.804830
  0.520000, -3.919342
  0.530000, -3.991605
  0.540000, -4.055191
  0.550000, -4.071662
  0.560000, -4.041721
  0.570000, -4.000039
  0.580000, -3.951850
  0.590000, -3.899220
  0.600000, -3.847369
  0.610000, -3.788486
  0.620000, -3.717635
  0.630000, -3.640590
  0.640000, -3.553485
  0.650000, -3.463361
  0.660000, -3.369293
  0.670000, -3.271486
  0.680000, -3.174228
  0.690000, -3.079237
  0.700000, -2.989620
  0.710000, -2.914977
  0.720000, -2.847004
  0.730000, -2.768944
  0.740000, -2.698267
  0.750000, -2.607711
  0.760000, -2.542751
  0.770000, -2.499313
  0.780000, -2.457060
  0.790000, -2.414587
  0.800000, -2.374814
  0.810000, -2.326418
  0.820000, -2.271646
  0.830000, -2.223160
  0.840000, -2.180789
  0.850000, -2.135324
  0.860000, -2.090241
  0.870000, -2.057805
  0.880000, -2.016097
  0.890000, -1.959823
  0.900000, -1.910184
  0.910000, -1.847973
  0.920000, -1.796684
  0.930000, -1.746689
  0.940000, -1.697422
  0.950000, -1.636116
  0.960000, -1.576273
  0.970000, -1.510964
  0.980000, -1.448973
  0.990000, -1.390521
  1.000000, -1.329854
  1.010000, -1.267954
  1.020000, -1.215785
  1.030000, -1.166602
  1.040000, -1.120991
  1.050000, -1.074823
  1.060000, -1.017495
  1.070000, -0.959852
  1.080000, -0.891783
  1.090000, -0.832512
  1.100000, -0.792138
  1.110000, -0.762783
  1.120000, -0.722212
  1.130000, -0.687142
  1.140000, -0.645278
  1.150000, -0.603160
  1.160000, -0.567753
  1.170000, -0.539938
  1.180000, -0.514206
  1.190000, -0.489680
  1.200000, -0.468923
  1.210000, -0.450570
  1.220000, -0.418562
  1.230000, -0.385950
  1.240000, -0.356193
  1.250000, -0.327963
  1.260000, -0.306212
  1.270000, -0.288158
  1.280000, -0.264571
  1.290000, -0.240142
  1.300000, -0.222951
  1.310000, -0.205656
  1.320000, -0.194407
  1.330000, -0.177158
  1.340000, -0.166860
  1.350000, -0.159219
  1.360000, -0.147945
  1.370000, -0.140065
  1.380000, -0.135852
  1.390000, -0.122821
  1.400000, -0.109254
  1.410000, -0.092380
  1.420000, -0.069257
  1.430000, -0.054871
  1.440000, -0.047412
  1.450000, -0.040358
  1.460000, -0.031069
  1.470000, -0.018220
  1.480000, -0.008272
  1.490000, -0.001954
  1.500000,  0.000000
