# PEG_PEGM
# Upscaled from ../surface/PEG/PEGM.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000,  6.961521
  0.002000,  6.942860
  0.004000,  6.927293
  0.006000,  6.906021
  0.008000,  6.873180
  0.010000,  6.831696
  0.012000,  6.771104
  0.014000,  6.702390
  0.016000,  6.635052
  0.018000,  6.549701
  0.020000,  6.463901
  0.022000,  6.369423
  0.024000,  6.262705
  0.026000,  6.155917
  0.028000,  6.053959
  0.030000,  5.944653
  0.032000,  5.826799
  0.034000,  5.705212
  0.036000,  5.585306
  0.038000,  5.462068
  0.040000,  5.331737
  0.042000,  5.202664
  0.044000,  5.074120
  0.046000,  4.943402
  0.048000,  4.815933
  0.050000,  4.688399
  0.052000,  4.567914
  0.054000,  4.447574
  0.056000,  4.331285
  0.058000,  4.221247
  0.060000,  4.113303
  0.062000,  4.013800
  0.064000,  3.917678
  0.066000,  3.834144
  0.068000,  3.753221
  0.070000,  3.675538
  0.072000,  3.602048
  0.074000,  3.545851
  0.076000,  3.493372
  0.078000,  3.451266
  0.080000,  3.414580
  0.082000,  3.381541
  0.084000,  3.352241
  0.086000,  3.314572
  0.088000,  3.276029
  0.090000,  3.239166
  0.092000,  3.202525
  0.094000,  3.161097
  0.096000,  3.111768
  0.098000,  3.052808
  0.100000,  2.984279
  0.102000,  2.908908
  0.104000,  2.815948
  0.106000,  2.712471
  0.108000,  2.595217
  0.110000,  2.464414
  0.112000,  2.325974
  0.114000,  2.179330
  0.116000,  2.027324
  0.118000,  1.861286
  0.120000,  1.694333
  0.122000,  1.525050
  0.124000,  1.351550
  0.126000,  1.177033
  0.128000,  0.999695
  0.130000,  0.829634
  0.132000,  0.660527
  0.134000,  0.492368
  0.136000,  0.323372
  0.138000,  0.149240
  0.140000, -0.022536
  0.142000, -0.191673
  0.144000, -0.358542
  0.146000, -0.529905
  0.148000, -0.701795
  0.150000, -0.878764
  0.152000, -1.059725
  0.154000, -1.254896
  0.156000, -1.471142
  0.158000, -1.701992
  0.160000, -1.948480
  0.162000, -2.210976
  0.164000, -2.490280
  0.166000, -2.783107
  0.168000, -3.092830
  0.170000, -3.399617
  0.172000, -3.705615
  0.174000, -4.000278
  0.176000, -4.290980
  0.178000, -4.582204
  0.180000, -4.858330
  0.182000, -5.123763
  0.184000, -5.381422
  0.186000, -5.624455
  0.188000, -5.847555
  0.190000, -6.053351
  0.192000, -6.247670
  0.194000, -6.443901
  0.196000, -6.631551
  0.198000, -6.813880
  0.200000, -6.985897
  0.202000, -7.149134
  0.204000, -7.291102
  0.206000, -7.415227
  0.208000, -7.546267
  0.210000, -7.662101
  0.212000, -7.764596
  0.214000, -7.861734
  0.216000, -7.969055
  0.218000, -8.060066
  0.220000, -8.138142
  0.222000, -8.198783
  0.224000, -8.257851
  0.226000, -8.317812
  0.228000, -8.359527
  0.230000, -8.372044
  0.232000, -8.398442
  0.234000, -8.425092
  0.236000, -8.443132
  0.238000, -8.449821
  0.240000, -8.454075
  0.242000, -8.459708
  0.244000, -8.453381
  0.246000, -8.434785
  0.248000, -8.409567
  0.250000, -8.382664
  0.252000, -8.356702
  0.254000, -8.317606
  0.256000, -8.295464
  0.258000, -8.284060
  0.260000, -8.269185
  0.262000, -8.268292
  0.264000, -8.264799
  0.266000, -8.273825
  0.268000, -8.274570
  0.270000, -8.243912
  0.272000, -8.264718
  0.274000, -8.307477
  0.276000, -8.342006
