# PEG_HSD
# Upscaled from ../surface/PEG/HSD.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 32.534821
  0.002000, 32.331597
  0.004000, 32.132040
  0.006000, 31.935713
  0.008000, 31.749310
  0.010000, 31.557540
  0.012000, 31.363806
  0.014000, 31.169736
  0.016000, 30.977503
  0.018000, 30.790379
  0.020000, 30.612237
  0.022000, 30.424075
  0.024000, 30.241621
  0.026000, 30.066857
  0.028000, 29.892051
  0.030000, 29.714451
  0.032000, 29.541321
  0.034000, 29.367887
  0.036000, 29.193649
  0.038000, 29.018125
  0.040000, 28.840305
  0.042000, 28.665701
  0.044000, 28.495520
  0.046000, 28.318156
  0.048000, 28.146368
  0.050000, 27.980569
  0.052000, 27.817624
  0.054000, 27.660252
  0.056000, 27.503367
  0.058000, 27.353136
  0.060000, 27.206817
  0.062000, 27.058307
  0.064000, 26.916269
  0.066000, 26.768310
  0.068000, 26.625648
  0.070000, 26.478208
  0.072000, 26.332689
  0.074000, 26.193643
  0.076000, 26.054472
  0.078000, 25.921691
  0.080000, 25.796484
  0.082000, 25.669498
  0.084000, 25.546194
  0.086000, 25.418243
  0.088000, 25.291419
  0.090000, 25.161921
  0.092000, 25.039237
  0.094000, 24.915099
  0.096000, 24.785698
  0.098000, 24.653960
  0.100000, 24.523670
  0.102000, 24.390076
  0.104000, 24.256540
  0.106000, 24.128521
  0.108000, 23.994500
  0.110000, 23.858935
  0.112000, 23.720480
  0.114000, 23.577081
  0.116000, 23.426064
  0.118000, 23.271076
  0.120000, 23.109313
  0.122000, 22.933931
  0.124000, 22.750437
  0.126000, 22.553937
  0.128000, 22.349299
  0.130000, 22.136450
  0.132000, 21.909977
  0.134000, 21.670064
  0.136000, 21.420515
  0.138000, 21.160258
  0.140000, 20.891661
  0.142000, 20.616322
  0.144000, 20.333664
  0.146000, 20.033464
  0.148000, 19.724618
  0.150000, 19.394566
  0.152000, 19.047964
  0.154000, 18.688000
  0.156000, 18.313615
  0.158000, 17.927656
  0.160000, 17.528981
  0.162000, 17.128878
  0.164000, 16.730477
  0.166000, 16.340499
  0.168000, 15.958961
  0.170000, 15.592432
  0.172000, 15.236689
  0.174000, 14.896237
  0.176000, 14.577589
  0.178000, 14.271977
  0.180000, 13.978576
  0.182000, 13.704235
  0.184000, 13.445431
  0.186000, 13.201313
  0.188000, 12.971733
  0.190000, 12.759888
  0.192000, 12.555115
  0.194000, 12.356639
  0.196000, 12.166869
  0.198000, 11.985647
  0.200000, 11.813711
  0.202000, 11.645583
  0.204000, 11.484495
  0.206000, 11.334049
  0.208000, 11.184103
  0.210000, 11.040361
  0.212000, 10.903207
  0.214000, 10.774404
  0.216000, 10.650291
  0.218000, 10.521414
  0.220000, 10.403366
  0.222000, 10.286162
  0.224000, 10.171702
  0.226000, 10.053663
  0.228000,  9.952631
  0.230000,  9.849018
  0.232000,  9.747887
  0.234000,  9.652708
  0.236000,  9.555443
  0.238000,  9.455792
  0.240000,  9.360257
  0.242000,  9.263516
  0.244000,  9.167158
  0.246000,  9.074294
  0.248000,  8.977386
  0.250000,  8.876983
  0.252000,  8.775130
  0.254000,  8.676042
  0.256000,  8.576485
  0.258000,  8.474995
  0.260000,  8.374312
  0.262000,  8.267989
  0.264000,  8.157440
  0.266000,  8.046864
  0.268000,  7.926258
  0.270000,  7.797387
  0.272000,  7.663227
  0.274000,  7.525537
  0.276000,  7.377120
  0.278000,  7.219833
  0.280000,  7.050691
  0.282000,  6.872385
  0.284000,  6.688570
  0.286000,  6.498319
  0.288000,  6.295884
  0.290000,  6.083713
  0.292000,  5.862321
  0.294000,  5.635515
  0.296000,  5.401318
  0.298000,  5.158901
  0.300000,  4.910778
  0.302000,  4.668360
  0.304000,  4.423485
  0.306000,  4.181392
  0.308000,  3.937171
  0.310000,  3.696715
  0.312000,  3.450579
  0.314000,  3.208485
  0.316000,  2.968748
  0.318000,  2.724804
  0.320000,  2.481808
  0.322000,  2.242734
  0.324000,  2.006174
  0.326000,  1.775476
  0.328000,  1.543807
  0.330000,  1.317459
  0.332000,  1.094314
  0.334000,  0.874132
  0.336000,  0.660172
  0.338000,  0.453648
  0.340000,  0.253078
  0.342000,  0.061994
  0.344000, -0.126614
  0.346000, -0.315014
  0.348000, -0.496314
  0.350000, -0.677036
  0.352000, -0.853334
  0.354000, -1.021672
  0.356000, -1.187591
  0.358000, -1.351375
  0.360000, -1.504596
  0.362000, -1.654839
  0.364000, -1.800064
  0.366000, -1.941794
  0.368000, -2.080025
  0.370000, -2.214742
  0.372000, -2.344644
  0.374000, -2.467339
  0.376000, -2.584671
  0.378000, -2.700224
  0.380000, -2.817078
  0.382000, -2.927650
  0.384000, -3.034475
  0.386000, -3.140304
  0.388000, -3.239525
  0.390000, -3.337848
  0.392000, -3.429022
  0.394000, -3.514966
  0.396000, -3.599710
  0.398000, -3.679181
  0.400000, -3.750928
  0.402000, -3.822268
  0.404000, -3.888794
  0.406000, -3.955290
  0.408000, -4.018464
  0.410000, -4.075689
  0.412000, -4.129739
  0.414000, -4.176650
  0.416000, -4.224320
  0.418000, -4.267711
  0.420000, -4.307187
  0.422000, -4.344623
  0.424000, -4.381042
  0.426000, -4.411655
  0.428000, -4.442523
  0.430000, -4.466139
  0.432000, -4.485741
  0.434000, -4.503299
  0.436000, -4.516233
  0.438000, -4.530001
  0.440000, -4.538047
  0.442000, -4.545796
  0.444000, -4.552913
  0.446000, -4.558575
  0.448000, -4.560932
  0.450000, -4.560832
  0.452000, -4.557429
  0.454000, -4.552940
  0.456000, -4.548124
  0.458000, -4.542955
  0.460000, -4.536365
  0.462000, -4.531211
  0.464000, -4.522731
  0.466000, -4.512660
  0.468000, -4.504389
  0.470000, -4.493702
  0.472000, -4.480875
  0.474000, -4.466507
  0.476000, -4.450201
  0.478000, -4.428692
  0.480000, -4.410404
  0.482000, -4.390808
  0.484000, -4.370747
  0.486000, -4.354633
  0.488000, -4.334522
  0.490000, -4.313525
  0.492000, -4.291242
  0.494000, -4.270746
  0.496000, -4.247387
  0.498000, -4.227494
  0.500000, -4.203765
  0.502000, -4.179597
  0.504000, -4.154980
  0.506000, -4.129534
  0.508000, -4.106235
  0.510000, -4.079798
  0.512000, -4.052023
  0.514000, -4.025465
  0.516000, -3.997518
  0.518000, -3.970280
  0.520000, -3.941198
  0.522000, -3.915991
  0.524000, -3.888037
  0.526000, -3.858182
  0.528000, -3.830232
  0.530000, -3.801103
  0.532000, -3.767219
  0.534000, -3.733316
  0.536000, -3.694690
  0.538000, -3.658071
  0.540000, -3.617318
  0.542000, -3.577462
  0.544000, -3.540123
  0.546000, -3.502826
  0.548000, -3.464779
  0.550000, -3.430021
  0.552000, -3.395955
  0.554000, -3.360446
  0.556000, -3.320456
  0.558000, -3.280081
  0.560000, -3.241800
  0.562000, -3.199462
  0.564000, -3.156126
  0.566000, -3.112559
  0.568000, -3.066991
  0.570000, -3.023322
  0.572000, -2.982128
  0.574000, -2.941295
  0.576000, -2.899634
  0.578000, -2.859594
  0.580000, -2.815871
  0.582000, -2.772671
  0.584000, -2.732169
  0.586000, -2.692234
  0.588000, -2.653699
  0.590000, -2.614510
  0.592000, -2.576553
  0.594000, -2.540657
  0.596000, -2.502410
  0.598000, -2.468072
  0.600000, -2.429631
  0.602000, -2.390514
  0.604000, -2.354001
  0.606000, -2.317591
  0.608000, -2.278489
  0.610000, -2.239939
  0.612000, -2.205481
  0.614000, -2.170328
  0.616000, -2.136412
  0.618000, -2.105189
  0.620000, -2.071972
  0.622000, -2.039589
  0.624000, -2.006584
