# PEG_PROA
# Upscaled from ../surface/PEG/PROA.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.004000, 71.608554
  0.012000, 70.304087
  0.020000, 68.794193
  0.028000, 67.418358
  0.036000, 66.014687
  0.044000, 64.639951
  0.052000, 63.345925
  0.060000, 62.086806
  0.068000, 60.858473
  0.076000, 59.677335
  0.084000, 58.487151
  0.092000, 57.352843
  0.100000, 56.248856
  0.108000, 55.199052
  0.116000, 54.140280
  0.124000, 53.126339
  0.132000, 52.108167
  0.140000, 51.089592
  0.148000, 50.076525
  0.156000, 49.039720
  0.164000, 47.917933
  0.172000, 46.716103
  0.180000, 45.440243
  0.188000, 44.172015
  0.196000, 42.911937
  0.204000, 41.704584
  0.212000, 40.521451
  0.220000, 39.372679
  0.228000, 38.228978
  0.236000, 37.099427
  0.244000, 35.982328
  0.252000, 34.895193
  0.260000, 33.835543
  0.268000, 32.787144
  0.276000, 31.710196
  0.284000, 30.648494
  0.292000, 29.601710
  0.300000, 28.569711
  0.308000, 27.497300
  0.316000, 26.391236
  0.324000, 25.225219
  0.332000, 23.943543
  0.340000, 22.605385
  0.348000, 21.257205
  0.356000, 19.925810
  0.364000, 18.648746
  0.372000, 17.408410
  0.380000, 16.230523
  0.388000, 15.126324
  0.396000, 14.066505
  0.404000, 13.050687
  0.412000, 12.103717
  0.420000, 11.205775
  0.428000, 10.384865
  0.436000,  9.621996
  0.444000,  8.920783
  0.452000,  8.286048
  0.460000,  7.712459
  0.468000,  7.169616
  0.476000,  6.674849
  0.484000,  6.229956
  0.492000,  5.830912
  0.500000,  5.463915
  0.508000,  5.138697
  0.516000,  4.841848
  0.524000,  4.572582
  0.532000,  4.334882
  0.540000,  4.151337
  0.548000,  3.993881
  0.556000,  3.856367
  0.564000,  3.718019
  0.572000,  3.600922
  0.580000,  3.500737
  0.588000,  3.403426
  0.596000,  3.328200
  0.604000,  3.255294
  0.612000,  3.177607
  0.620000,  3.095520
  0.628000,  3.039107
  0.636000,  2.975370
  0.644000,  2.897623
  0.652000,  2.819377
  0.660000,  2.747987
  0.668000,  2.667671
  0.676000,  2.580204
  0.684000,  2.487327
  0.692000,  2.394051
  0.700000,  2.298208
  0.708000,  2.197243
  0.716000,  2.101755
  0.724000,  2.015936
  0.732000,  1.914308
  0.740000,  1.811262
  0.748000,  1.718421
  0.756000,  1.632854
  0.764000,  1.554432
  0.772000,  1.473509
  0.780000,  1.397724
  0.788000,  1.329442
  0.796000,  1.276658
  0.804000,  1.208298
  0.812000,  1.141842
  0.820000,  1.081120
  0.828000,  1.027253
  0.836000,  0.979191
  0.844000,  0.931653
  0.852000,  0.883144
  0.860000,  0.830739
  0.868000,  0.786638
  0.876000,  0.760879
  0.884000,  0.737407
  0.892000,  0.720813
  0.900000,  0.688866
  0.908000,  0.660845
  0.916000,  0.645355
  0.924000,  0.624347
  0.932000,  0.617219
  0.940000,  0.603423
  0.948000,  0.595503
  0.956000,  0.582161
  0.964000,  0.575327
  0.972000,  0.556123
  0.980000,  0.539952
  0.988000,  0.522977
  0.996000,  0.510061
  1.004000,  0.499117
  1.012000,  0.482228
  1.020000,  0.459105
  1.028000,  0.438824
  1.036000,  0.422011
  1.044000,  0.401905
  1.052000,  0.386030
  1.060000,  0.371599
  1.068000,  0.352983
  1.076000,  0.325765
  1.084000,  0.305029
  1.092000,  0.291649
  1.100000,  0.277907
  1.108000,  0.260280
  1.116000,  0.249749
  1.124000,  0.236975
  1.132000,  0.231364
  1.140000,  0.217775
  1.148000,  0.201431
  1.156000,  0.184511
  1.164000,  0.170481
  1.172000,  0.162773
  1.180000,  0.152687
  1.188000,  0.141212
  1.196000,  0.124623
  1.204000,  0.113868
  1.212000,  0.110412
  1.220000,  0.106006
  1.228000,  0.102152
  1.236000,  0.096821
  1.244000,  0.093763
  1.252000,  0.095721
  1.260000,  0.096319
  1.268000,  0.103042
  1.276000,  0.104708
  1.284000,  0.110132
  1.292000,  0.114025
  1.300000,  0.116593
  1.308000,  0.118180
  1.316000,  0.117592
  1.324000,  0.117989
  1.332000,  0.118977
  1.340000,  0.118630
  1.348000,  0.111665
  1.356000,  0.103026
  1.364000,  0.093603
  1.372000,  0.090807
  1.380000,  0.083183
  1.388000,  0.076866
  1.396000,  0.069744
  1.404000,  0.062644
  1.412000,  0.052408
  1.420000,  0.045636
  1.428000,  0.039097
  1.436000,  0.033115
  1.444000,  0.023767
  1.452000,  0.022696
  1.460000,  0.015493
  1.468000,  0.014409
  1.476000,  0.009736
  1.484000,  0.005776
  1.492000,  0.001009
  1.500000,  0.000000
  1.508000,  0.000000
