# PEG_LEU
# Upscaled from ../surface/PEG/LEU.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 28.743940
  0.002000, 28.652379
  0.004000, 28.561878
  0.006000, 28.455223
  0.008000, 28.344757
  0.010000, 28.226327
  0.012000, 28.043019
  0.014000, 27.832093
  0.016000, 27.631149
  0.018000, 27.402922
  0.020000, 27.161526
  0.022000, 26.913646
  0.024000, 26.666920
  0.026000, 26.431505
  0.028000, 26.140832
  0.030000, 25.844204
  0.032000, 25.550856
  0.034000, 25.272560
  0.036000, 25.013235
  0.038000, 24.716736
  0.040000, 24.401070
  0.042000, 24.096661
  0.044000, 23.810065
  0.046000, 23.531375
  0.048000, 23.252921
  0.050000, 22.972063
  0.052000, 22.695252
  0.054000, 22.423943
  0.056000, 22.160072
  0.058000, 21.899950
  0.060000, 21.635209
  0.062000, 21.374775
  0.064000, 21.110002
  0.066000, 20.851249
  0.068000, 20.607904
  0.070000, 20.369820
  0.072000, 20.131039
  0.074000, 19.899933
  0.076000, 19.670234
  0.078000, 19.454129
  0.080000, 19.247131
  0.082000, 19.033283
  0.084000, 18.816106
  0.086000, 18.607497
  0.088000, 18.403516
  0.090000, 18.208448
  0.092000, 18.012583
  0.094000, 17.821189
  0.096000, 17.639739
  0.098000, 17.463473
  0.100000, 17.297369
  0.102000, 17.138819
  0.104000, 16.984405
  0.106000, 16.832207
  0.108000, 16.694339
  0.110000, 16.564552
  0.112000, 16.443664
  0.114000, 16.331035
  0.116000, 16.214040
  0.118000, 16.108678
  0.120000, 16.006853
  0.122000, 15.910297
  0.124000, 15.813201
  0.126000, 15.725147
  0.128000, 15.630697
  0.130000, 15.545531
  0.132000, 15.466826
  0.134000, 15.382694
  0.136000, 15.302346
  0.138000, 15.228458
  0.140000, 15.152254
  0.142000, 15.071448
  0.144000, 14.994523
  0.146000, 14.928408
  0.148000, 14.863805
  0.150000, 14.799152
  0.152000, 14.724747
  0.154000, 14.657007
  0.156000, 14.592510
  0.158000, 14.524845
  0.160000, 14.456991
  0.162000, 14.383695
  0.164000, 14.307126
  0.166000, 14.226312
  0.168000, 14.132093
  0.170000, 14.028252
  0.172000, 13.914751
  0.174000, 13.788748
  0.176000, 13.650916
  0.178000, 13.503659
  0.180000, 13.342449
  0.182000, 13.171697
  0.184000, 12.993616
  0.186000, 12.804076
  0.188000, 12.606404
  0.190000, 12.412848
  0.192000, 12.211292
  0.194000, 11.999824
  0.196000, 11.790277
  0.198000, 11.581896
  0.200000, 11.368587
  0.202000, 11.155071
  0.204000, 10.944346
  0.206000, 10.736496
  0.208000, 10.517080
  0.210000, 10.292963
  0.212000, 10.069555
  0.214000,  9.849035
  0.216000,  9.634438
  0.218000,  9.421540
  0.220000,  9.206759
  0.222000,  9.002455
  0.224000,  8.797165
  0.226000,  8.590643
  0.228000,  8.389830
  0.230000,  8.188988
  0.232000,  7.993128
  0.234000,  7.799472
  0.236000,  7.611757
  0.238000,  7.421490
  0.240000,  7.229133
  0.242000,  7.040752
  0.244000,  6.851671
  0.246000,  6.674194
  0.248000,  6.502086
  0.250000,  6.327999
  0.252000,  6.147975
  0.254000,  5.969341
  0.256000,  5.799135
  0.258000,  5.626624
  0.260000,  5.452316
  0.262000,  5.276015
  0.264000,  5.098964
  0.266000,  4.925741
  0.268000,  4.759418
  0.270000,  4.598918
  0.272000,  4.435536
  0.274000,  4.284836
  0.276000,  4.137775
  0.278000,  3.990736
  0.280000,  3.846582
  0.282000,  3.703641
  0.284000,  3.565062
  0.286000,  3.418535
  0.288000,  3.280286
  0.290000,  3.145357
  0.292000,  3.008951
  0.294000,  2.876136
  0.296000,  2.751307
  0.298000,  2.630469
  0.300000,  2.506782
  0.302000,  2.378109
  0.304000,  2.244943
  0.306000,  2.112511
  0.308000,  1.977761
  0.310000,  1.845409
  0.312000,  1.713219
  0.314000,  1.582788
  0.316000,  1.452490
  0.318000,  1.325480
  0.320000,  1.196438
  0.322000,  1.061306
  0.324000,  0.923503
  0.326000,  0.776406
  0.328000,  0.618031
  0.330000,  0.446767
  0.332000,  0.269612
  0.334000,  0.082846
  0.336000, -0.120028
  0.338000, -0.337330
  0.340000, -0.570656
  0.342000, -0.810449
  0.344000, -1.060300
  0.346000, -1.322011
  0.348000, -1.596327
  0.350000, -1.874633
  0.352000, -2.158300
  0.354000, -2.438413
  0.356000, -2.721200
