# PEG_HSP
# Upscaled from ../surface/PEG/HSP.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 46.177998
  0.002000, 45.946595
  0.004000, 45.716636
  0.006000, 45.485588
  0.008000, 45.259169
  0.010000, 45.050411
  0.012000, 44.841436
  0.014000, 44.633561
  0.016000, 44.423495
  0.018000, 44.215086
  0.020000, 44.007906
  0.022000, 43.804202
  0.024000, 43.608849
  0.026000, 43.409532
  0.028000, 43.211530
  0.030000, 43.008420
  0.032000, 42.804739
  0.034000, 42.604920
  0.036000, 42.410304
  0.038000, 42.214418
  0.040000, 42.016452
  0.042000, 41.819594
  0.044000, 41.625755
  0.046000, 41.430640
  0.048000, 41.236723
  0.050000, 41.041769
  0.052000, 40.853682
  0.054000, 40.667645
  0.056000, 40.482642
  0.058000, 40.303149
  0.060000, 40.121821
  0.062000, 39.949449
  0.064000, 39.781568
  0.066000, 39.620690
  0.068000, 39.457798
  0.070000, 39.293724
  0.072000, 39.123955
  0.074000, 38.948330
  0.076000, 38.773533
  0.078000, 38.606618
  0.080000, 38.439946
  0.082000, 38.275117
  0.084000, 38.109425
  0.086000, 37.955536
  0.088000, 37.803809
  0.090000, 37.654829
  0.092000, 37.503121
  0.094000, 37.348165
  0.096000, 37.194732
  0.098000, 37.043476
  0.100000, 36.887352
  0.102000, 36.728131
  0.104000, 36.563957
  0.106000, 36.395422
  0.108000, 36.220769
  0.110000, 36.038023
  0.112000, 35.842817
  0.114000, 35.638961
  0.116000, 35.430932
  0.118000, 35.209602
  0.120000, 34.978466
  0.122000, 34.737304
  0.124000, 34.481632
  0.126000, 34.210150
  0.128000, 33.925789
  0.130000, 33.629007
  0.132000, 33.328435
  0.134000, 33.010456
  0.136000, 32.677022
  0.138000, 32.333796
  0.140000, 31.975362
  0.142000, 31.602429
  0.144000, 31.213996
  0.146000, 30.818104
  0.148000, 30.403911
  0.150000, 29.978719
  0.152000, 29.536782
  0.154000, 29.071621
  0.156000, 28.597004
  0.158000, 28.118071
  0.160000, 27.634109
  0.162000, 27.148204
  0.164000, 26.662282
  0.166000, 26.196755
  0.168000, 25.748508
  0.170000, 25.322834
  0.172000, 24.912217
  0.174000, 24.531884
  0.176000, 24.175950
  0.178000, 23.845621
  0.180000, 23.535551
  0.182000, 23.245797
  0.184000, 22.974357
  0.186000, 22.713327
  0.188000, 22.466272
  0.190000, 22.235045
  0.192000, 22.015144
  0.194000, 21.807834
  0.196000, 21.616700
  0.198000, 21.428361
  0.200000, 21.239547
  0.202000, 21.059266
  0.204000, 20.883931
  0.206000, 20.716531
  0.208000, 20.551470
  0.210000, 20.405713
  0.212000, 20.261236
  0.214000, 20.116219
  0.216000, 19.974058
  0.218000, 19.841627
  0.220000, 19.708431
  0.222000, 19.574578
  0.224000, 19.444625
  0.226000, 19.321167
  0.228000, 19.203025
  0.230000, 19.084574
  0.232000, 18.963453
  0.234000, 18.841930
  0.236000, 18.719045
  0.238000, 18.596716
  0.240000, 18.468578
  0.242000, 18.347275
  0.244000, 18.231221
  0.246000, 18.115488
  0.248000, 17.987371
  0.250000, 17.863043
  0.252000, 17.743169
  0.254000, 17.616122
  0.256000, 17.489772
  0.258000, 17.366298
  0.260000, 17.235967
  0.262000, 17.099572
  0.264000, 16.954916
  0.266000, 16.807091
  0.268000, 16.650642
  0.270000, 16.490540
  0.272000, 16.323483
  0.274000, 16.143346
  0.276000, 15.951268
  0.278000, 15.744140
  0.280000, 15.529901
  0.282000, 15.305536
  0.284000, 15.064130
  0.286000, 14.804164
  0.288000, 14.537316
  0.290000, 14.264084
  0.292000, 13.980651
  0.294000, 13.688821
  0.296000, 13.392513
  0.298000, 13.101120
  0.300000, 12.805303
  0.302000, 12.503983
  0.304000, 12.204610
  0.306000, 11.904776
  0.308000, 11.594058
  0.310000, 11.288785
  0.312000, 10.987206
  0.314000, 10.692380
  0.316000, 10.400705
  0.318000, 10.108792
  0.320000,  9.824510
  0.322000,  9.545907
  0.324000,  9.271680
  0.326000,  8.999146
  0.328000,  8.730893
  0.330000,  8.466009
  0.332000,  8.209768
  0.334000,  7.959226
  0.336000,  7.716012
  0.338000,  7.479310
  0.340000,  7.250029
  0.342000,  7.025476
  0.344000,  6.805582
  0.346000,  6.596741
  0.348000,  6.392947
  0.350000,  6.195199
  0.352000,  6.000332
  0.354000,  5.812588
  0.356000,  5.629372
  0.358000,  5.456507
  0.360000,  5.284138
  0.362000,  5.116031
  0.364000,  4.951962
  0.366000,  4.793812
  0.368000,  4.643552
  0.370000,  4.494625
  0.372000,  4.352814
  0.374000,  4.214566
  0.376000,  4.081934
  0.378000,  3.952508
  0.380000,  3.826682
  0.382000,  3.705323
  0.384000,  3.590569
  0.386000,  3.480969
  0.388000,  3.374435
  0.390000,  3.269888
  0.392000,  3.166367
  0.394000,  3.063988
  0.396000,  2.966909
  0.398000,  2.874010
  0.400000,  2.789403
  0.402000,  2.709362
  0.404000,  2.632207
  0.406000,  2.556943
  0.408000,  2.485347
  0.410000,  2.416242
  0.412000,  2.352863
  0.414000,  2.292192
  0.416000,  2.232905
  0.418000,  2.174797
  0.420000,  2.125505
  0.422000,  2.078112
  0.424000,  2.035898
  0.426000,  1.998718
  0.428000,  1.960193
  0.430000,  1.923690
  0.432000,  1.891698
  0.434000,  1.861448
  0.436000,  1.835756
  0.438000,  1.809770
  0.440000,  1.785513
  0.442000,  1.759929
  0.444000,  1.736665
  0.446000,  1.713254
  0.448000,  1.688297
  0.450000,  1.662977
  0.452000,  1.640126
  0.454000,  1.618530
  0.456000,  1.598575
  0.458000,  1.574308
  0.460000,  1.550574
  0.462000,  1.528991
  0.464000,  1.507331
  0.466000,  1.490453
  0.468000,  1.473942
  0.470000,  1.454215
  0.472000,  1.436530
  0.474000,  1.418429
  0.476000,  1.401623
  0.478000,  1.383361
  0.480000,  1.369584
  0.482000,  1.351455
  0.484000,  1.331348
  0.486000,  1.314609
  0.488000,  1.295240
  0.490000,  1.277740
  0.492000,  1.265378
  0.494000,  1.256120
  0.496000,  1.247412
  0.498000,  1.234761
  0.500000,  1.221322
  0.502000,  1.207668
  0.504000,  1.194213
  0.506000,  1.181233
  0.508000,  1.167508
  0.510000,  1.158093
  0.512000,  1.144063
  0.514000,  1.135989
  0.516000,  1.127546
  0.518000,  1.122217
  0.520000,  1.116602
