# PEG_LYS
# Upscaled from ../surface/PEG/LYS.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 56.961546
  0.002000, 56.690280
  0.004000, 56.416899
  0.006000, 56.163396
  0.008000, 55.894046
  0.010000, 55.649233
  0.012000, 55.387411
  0.014000, 55.115607
  0.016000, 54.839459
  0.018000, 54.578426
  0.020000, 54.335724
  0.022000, 54.069108
  0.024000, 53.797710
  0.026000, 53.525239
  0.028000, 53.244999
  0.030000, 52.973983
  0.032000, 52.702958
  0.034000, 52.437703
  0.036000, 52.166904
  0.038000, 51.893937
  0.040000, 51.624947
  0.042000, 51.370228
  0.044000, 51.116375
  0.046000, 50.852379
  0.048000, 50.597937
  0.050000, 50.338774
  0.052000, 50.081079
  0.054000, 49.824734
  0.056000, 49.561492
  0.058000, 49.306734
  0.060000, 49.060849
  0.062000, 48.810041
  0.064000, 48.565977
  0.066000, 48.315108
  0.068000, 48.066801
  0.070000, 47.820471
  0.072000, 47.567164
  0.074000, 47.317929
  0.076000, 47.070115
  0.078000, 46.824781
  0.080000, 46.584760
  0.082000, 46.350015
  0.084000, 46.112325
  0.086000, 45.877438
  0.088000, 45.642926
  0.090000, 45.408812
  0.092000, 45.180057
  0.094000, 44.949086
  0.096000, 44.713985
  0.098000, 44.482642
  0.100000, 44.256532
  0.102000, 44.027556
  0.104000, 43.795456
  0.106000, 43.566299
  0.108000, 43.333769
  0.110000, 43.102860
  0.112000, 42.874333
  0.114000, 42.642178
  0.116000, 42.411194
  0.118000, 42.178189
  0.120000, 41.945526
  0.122000, 41.712276
  0.124000, 41.484909
  0.126000, 41.256697
  0.128000, 41.024010
  0.130000, 40.783922
  0.132000, 40.536715
  0.134000, 40.285419
  0.136000, 40.032456
  0.138000, 39.775021
  0.140000, 39.520846
  0.142000, 39.264260
  0.144000, 39.015568
  0.146000, 38.764195
  0.148000, 38.510406
  0.150000, 38.259556
  0.152000, 38.008959
  0.154000, 37.752443
  0.156000, 37.492843
  0.158000, 37.230259
  0.160000, 36.958723
  0.162000, 36.685557
  0.164000, 36.410342
  0.166000, 36.133775
  0.168000, 35.857962
  0.170000, 35.586417
  0.172000, 35.312985
