# PEG_MAS
# Upscaled from ../surface/PEG/MAS.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 32.264196
  0.002000, 32.053797
  0.004000, 31.854594
  0.006000, 31.656928
  0.008000, 31.449620
  0.010000, 31.243831
  0.012000, 31.037949
  0.014000, 30.838322
  0.016000, 30.648645
  0.018000, 30.450435
  0.020000, 30.260155
  0.022000, 30.068959
  0.024000, 29.869039
  0.026000, 29.677968
  0.028000, 29.479106
  0.030000, 29.279891
  0.032000, 29.083735
  0.034000, 28.889864
  0.036000, 28.704253
  0.038000, 28.525162
  0.040000, 28.355717
  0.042000, 28.190200
  0.044000, 28.022606
  0.046000, 27.857906
  0.048000, 27.696745
  0.050000, 27.537842
  0.052000, 27.374171
  0.054000, 27.205555
  0.056000, 27.043774
  0.058000, 26.880587
  0.060000, 26.717605
  0.062000, 26.556295
  0.064000, 26.400969
  0.066000, 26.246033
  0.068000, 26.087311
  0.070000, 25.931117
  0.072000, 25.771248
  0.074000, 25.619412
  0.076000, 25.470083
  0.078000, 25.323397
  0.080000, 25.167885
  0.082000, 25.006686
  0.084000, 24.849694
  0.086000, 24.688232
  0.088000, 24.526598
  0.090000, 24.365545
  0.092000, 24.207547
  0.094000, 24.059073
  0.096000, 23.916257
  0.098000, 23.780281
  0.100000, 23.641197
  0.102000, 23.502446
  0.104000, 23.362615
  0.106000, 23.222986
  0.108000, 23.082547
  0.110000, 22.937724
  0.112000, 22.784013
  0.114000, 22.630010
  0.116000, 22.472164
  0.118000, 22.305961
  0.120000, 22.134139
  0.122000, 21.954033
  0.124000, 21.767923
  0.126000, 21.570868
  0.128000, 21.367025
  0.130000, 21.154370
  0.132000, 20.930098
  0.134000, 20.700283
  0.136000, 20.460796
  0.138000, 20.221084
  0.140000, 19.973859
  0.142000, 19.713625
  0.144000, 19.447216
  0.146000, 19.169978
  0.148000, 18.887137
  0.150000, 18.592227
  0.152000, 18.287243
  0.154000, 17.981230
  0.156000, 17.672177
  0.158000, 17.361464
  0.160000, 17.048833
  0.162000, 16.741504
  0.164000, 16.440179
  0.166000, 16.139200
  0.168000, 15.845415
  0.170000, 15.558602
  0.172000, 15.281151
  0.174000, 15.005929
  0.176000, 14.744214
  0.178000, 14.496564
  0.180000, 14.257630
  0.182000, 14.022749
  0.184000, 13.789531
  0.186000, 13.561285
  0.188000, 13.347391
  0.190000, 13.142944
  0.192000, 12.944035
  0.194000, 12.755567
  0.196000, 12.572663
  0.198000, 12.397046
  0.200000, 12.224322
  0.202000, 12.051926
  0.204000, 11.881022
  0.206000, 11.718322
  0.208000, 11.562797
  0.210000, 11.403951
  0.212000, 11.245247
  0.214000, 11.093308
  0.216000, 10.946965
  0.218000, 10.802568
  0.220000, 10.663235
  0.222000, 10.523132
  0.224000, 10.383355
  0.226000, 10.245770
  0.228000, 10.111452
  0.230000,  9.982164
  0.232000,  9.859613
  0.234000,  9.733090
  0.236000,  9.612258
  0.238000,  9.484174
  0.240000,  9.356661
  0.242000,  9.229022
  0.244000,  9.099511
  0.246000,  8.968805
  0.248000,  8.833729
  0.250000,  8.698070
  0.252000,  8.558951
  0.254000,  8.422879
  0.256000,  8.289638
  0.258000,  8.152338
  0.260000,  8.014879
  0.262000,  7.874404
  0.264000,  7.728044
  0.266000,  7.576520
  0.268000,  7.426731
  0.270000,  7.268615
  0.272000,  7.109353
  0.274000,  6.942791
  0.276000,  6.767652
  0.278000,  6.585555
  0.280000,  6.411668
  0.282000,  6.228730
  0.284000,  6.040244
  0.286000,  5.842109
  0.288000,  5.640055
  0.290000,  5.436038
  0.292000,  5.221539
  0.294000,  4.999675
  0.296000,  4.770832
  0.298000,  4.550278
  0.300000,  4.316411
  0.302000,  4.083938
  0.304000,  3.854956
  0.306000,  3.630922
  0.308000,  3.399079
  0.310000,  3.166261
  0.312000,  2.936110
  0.314000,  2.704596
  0.316000,  2.470080
  0.318000,  2.245851
  0.320000,  2.018205
  0.322000,  1.796286
  0.324000,  1.573817
  0.326000,  1.353157
  0.328000,  1.134033
  0.330000,  0.921453
  0.332000,  0.713795
  0.334000,  0.512974
  0.336000,  0.312850
  0.338000,  0.115990
  0.340000, -0.074742
  0.342000, -0.264832
  0.344000, -0.451131
  0.346000, -0.635142
  0.348000, -0.813495
  0.350000, -0.983750
  0.352000, -1.155965
  0.354000, -1.324375
  0.356000, -1.486411
  0.358000, -1.646751
  0.360000, -1.802111
  0.362000, -1.954435
  0.364000, -2.107433
  0.366000, -2.259215
  0.368000, -2.403300
  0.370000, -2.542463
  0.372000, -2.676601
  0.374000, -2.805536
  0.376000, -2.929889
  0.378000, -3.051198
  0.380000, -3.167289
  0.382000, -3.284703
  0.384000, -3.395080
  0.386000, -3.504580
  0.388000, -3.613105
  0.390000, -3.714777
  0.392000, -3.815191
  0.394000, -3.910947
  0.396000, -4.005510
  0.398000, -4.097724
  0.400000, -4.186141
  0.402000, -4.270286
  0.404000, -4.347946
  0.406000, -4.425246
  0.408000, -4.498987
  0.410000, -4.572569
  0.412000, -4.639751
  0.414000, -4.705389
  0.416000, -4.769812
  0.418000, -4.832856
  0.420000, -4.894128
  0.422000, -4.956126
  0.424000, -5.018003
  0.426000, -5.075523
  0.428000, -5.129154
  0.430000, -5.176419
  0.432000, -5.217099
  0.434000, -5.254563
  0.436000, -5.293392
  0.438000, -5.329183
  0.440000, -5.360124
  0.442000, -5.390002
  0.444000, -5.417943
  0.446000, -5.447262
  0.448000, -5.473338
  0.450000, -5.496900
  0.452000, -5.519054
  0.454000, -5.539186
  0.456000, -5.558693
  0.458000, -5.575054
  0.460000, -5.586042
  0.462000, -5.596406
  0.464000, -5.604482
  0.466000, -5.614013
  0.468000, -5.618668
  0.470000, -5.622808
  0.472000, -5.623375
  0.474000, -5.618242
  0.476000, -5.617071
  0.478000, -5.613725
  0.480000, -5.609863
  0.482000, -5.602341
  0.484000, -5.596269
  0.486000, -5.592602
  0.488000, -5.584740
  0.490000, -5.574151
  0.492000, -5.562784
  0.494000, -5.550359
  0.496000, -5.533805
  0.498000, -5.508499
  0.500000, -5.482134
  0.502000, -5.457363
  0.504000, -5.429649
  0.506000, -5.398704
  0.508000, -5.368573
  0.510000, -5.340671
  0.512000, -5.306528
  0.514000, -5.273250
  0.516000, -5.241109
  0.518000, -5.209610
  0.520000, -5.183383
  0.522000, -5.152869
  0.524000, -5.120559
  0.526000, -5.087561
  0.528000, -5.054733
  0.530000, -5.017072
  0.532000, -4.979943
  0.534000, -4.940221
  0.536000, -4.903047
  0.538000, -4.868349
  0.540000, -4.831452
  0.542000, -4.788864
  0.544000, -4.749124
  0.546000, -4.712819
  0.548000, -4.674002
  0.550000, -4.636451
  0.552000, -4.600032
  0.554000, -4.561953
  0.556000, -4.522202
  0.558000, -4.486556
  0.560000, -4.450942
  0.562000, -4.416873
  0.564000, -4.382770
  0.566000, -4.343099
  0.568000, -4.307900
  0.570000, -4.267600
  0.572000, -4.226364
  0.574000, -4.188300
  0.576000, -4.148056
  0.578000, -4.108908
  0.580000, -4.068750
  0.582000, -4.029568
  0.584000, -3.992328
  0.586000, -3.956686
  0.588000, -3.920655
  0.590000, -3.882119
  0.592000, -3.843034
  0.594000, -3.804046
  0.596000, -3.765252
  0.598000, -3.726076
  0.600000, -3.686834
  0.602000, -3.644768
  0.604000, -3.601533
  0.606000, -3.558811
  0.608000, -3.512994
  0.610000, -3.471079
  0.612000, -3.432330
  0.614000, -3.388591
  0.616000, -3.345563
  0.618000, -3.304864
  0.620000, -3.266487
  0.622000, -3.227037
  0.624000, -3.189215
  0.626000, -3.150406
  0.628000, -3.110107
  0.630000, -3.073105
  0.632000, -3.033988
  0.634000, -2.999396
  0.636000, -2.968238
  0.638000, -2.935980
  0.640000, -2.898553
  0.642000, -2.861443
  0.644000, -2.827725
  0.646000, -2.799040
  0.648000, -2.769012
  0.650000, -2.740273
  0.652000, -2.709510
  0.654000, -2.679901
  0.656000, -2.652511
  0.658000, -2.626634
  0.660000, -2.607162
  0.662000, -2.586271
  0.664000, -2.565616
  0.666000, -2.545630
  0.668000, -2.528378
  0.670000, -2.509811
  0.672000, -2.492679
  0.674000, -2.478018
  0.676000, -2.462781
  0.678000, -2.448300
  0.680000, -2.435956
  0.682000, -2.422167
  0.684000, -2.406728
  0.686000, -2.392636
  0.688000, -2.382318
  0.690000, -2.371879
  0.692000, -2.363331
  0.694000, -2.352504
  0.696000, -2.340216
  0.698000, -2.331284
  0.700000, -2.325229
  0.702000, -2.317472
  0.704000, -2.309713
  0.706000, -2.300961
  0.708000, -2.290812
  0.710000, -2.281936
  0.712000, -2.272112
  0.714000, -2.261635
  0.716000, -2.253000
  0.718000, -2.244392
  0.720000, -2.238266
  0.722000, -2.234248
  0.724000, -2.228138
  0.726000, -2.220996
  0.728000, -2.215337
  0.730000, -2.212704
  0.732000, -2.211391
  0.734000, -2.208421
  0.736000, -2.206095
  0.738000, -2.200553
  0.740000, -2.192943
  0.742000, -2.188250
  0.744000, -2.184795
  0.746000, -2.178250
  0.748000, -2.172058
  0.750000, -2.165058
  0.752000, -2.160928
  0.754000, -2.154489
  0.756000, -2.152038
  0.758000, -2.153910
  0.760000, -2.152732
  0.762000, -2.151071
  0.764000, -2.148689
  0.766000, -2.143872
  0.768000, -2.135953
  0.770000, -2.131371
  0.772000, -2.127848
  0.774000, -2.121978
  0.776000, -2.117460
  0.778000, -2.111908
  0.780000, -2.108303
  0.782000, -2.105776
  0.784000, -2.101811
  0.786000, -2.097367
  0.788000, -2.091879
  0.790000, -2.086620
  0.792000, -2.081090
  0.794000, -2.073774
  0.796000, -2.067222
  0.798000, -2.062741
  0.800000, -2.059707
  0.802000, -2.056271
  0.804000, -2.052191
  0.806000, -2.046802
  0.808000, -2.038888
  0.810000, -2.034015
  0.812000, -2.030599
  0.814000, -2.025994
  0.816000, -2.020547
  0.818000, -2.014343
  0.820000, -2.010990
  0.822000, -2.009739
  0.824000, -2.005381
  0.826000, -2.001805
  0.828000, -1.996610
  0.830000, -1.989607
  0.832000, -1.977728
  0.834000, -1.963391
  0.836000, -1.951866
