# PEG_AMAN
# Upscaled from ../surface/PEG/AMAN.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 34.904685
  0.002000, 34.780487
  0.004000, 34.635743
  0.006000, 34.496170
  0.008000, 34.352482
  0.010000, 34.220919
  0.012000, 34.085291
  0.014000, 33.944991
  0.016000, 33.797958
  0.018000, 33.640230
  0.020000, 33.481394
  0.022000, 33.317978
  0.024000, 33.140654
  0.026000, 32.962493
  0.028000, 32.781587
  0.030000, 32.604709
  0.032000, 32.455406
  0.034000, 32.252551
  0.036000, 32.052768
  0.038000, 31.864237
  0.040000, 31.604755
  0.042000, 31.317364
  0.044000, 31.026684
  0.046000, 30.766856
  0.048000, 30.481508
  0.050000, 30.191707
  0.052000, 29.895001
  0.054000, 29.602337
  0.056000, 29.306155
  0.058000, 29.030028
  0.060000, 28.739779
  0.062000, 28.448907
  0.064000, 28.169114
  0.066000, 27.879612
  0.068000, 27.606734
  0.070000, 27.329599
  0.072000, 27.052589
  0.074000, 26.784601
  0.076000, 26.511674
  0.078000, 26.246671
  0.080000, 25.980447
  0.082000, 25.726393
  0.084000, 25.466635
  0.086000, 25.208129
  0.088000, 24.945434
  0.090000, 24.684707
  0.092000, 24.420997
  0.094000, 24.160344
  0.096000, 23.893388
  0.098000, 23.638084
  0.100000, 23.384211
  0.102000, 23.131119
  0.104000, 22.884941
  0.106000, 22.646634
  0.108000, 22.399639
  0.110000, 22.159354
  0.112000, 21.925153
  0.114000, 21.693890
  0.116000, 21.477581
  0.118000, 21.257364
  0.120000, 21.039892
  0.122000, 20.829388
  0.124000, 20.619192
  0.126000, 20.414952
  0.128000, 20.215255
  0.130000, 20.012740
  0.132000, 19.805016
  0.134000, 19.609495
  0.136000, 19.417881
  0.138000, 19.226355
  0.140000, 19.049917
  0.142000, 18.876551
  0.144000, 18.701999
  0.146000, 18.538142
  0.148000, 18.370169
  0.150000, 18.206188
  0.152000, 18.057981
  0.154000, 17.911720
  0.156000, 17.759992
  0.158000, 17.611083
  0.160000, 17.470574
  0.162000, 17.331251
  0.164000, 17.200203
  0.166000, 17.070905
  0.168000, 16.939869
  0.170000, 16.811348
  0.172000, 16.688748
  0.174000, 16.562842
  0.176000, 16.444472
  0.178000, 16.331246
  0.180000, 16.217061
  0.182000, 16.105589
  0.184000, 15.993046
  0.186000, 15.891693
  0.188000, 15.788257
  0.190000, 15.680617
  0.192000, 15.576195
  0.194000, 15.469435
  0.196000, 15.365622
  0.198000, 15.253381
  0.200000, 15.144316
  0.202000, 15.037034
  0.204000, 14.924293
  0.206000, 14.809990
  0.208000, 14.691212
  0.210000, 14.570483
  0.212000, 14.448022
  0.214000, 14.319929
  0.216000, 14.190690
  0.218000, 14.054991
  0.220000, 13.914793
  0.222000, 13.775624
  0.224000, 13.634495
  0.226000, 13.482678
  0.228000, 13.327493
  0.230000, 13.176993
  0.232000, 13.025603
  0.234000, 12.870162
  0.236000, 12.712283
  0.238000, 12.546727
  0.240000, 12.377399
  0.242000, 12.203817
  0.244000, 12.026857
  0.246000, 11.850715
  0.248000, 11.669719
  0.250000, 11.483275
  0.252000, 11.294890
  0.254000, 11.104283
  0.256000, 10.912695
  0.258000, 10.720879
  0.260000, 10.526943
  0.262000, 10.329066
  0.264000, 10.135154
  0.266000,  9.939836
  0.268000,  9.743184
  0.270000,  9.550461
  0.272000,  9.357575
  0.274000,  9.164537
  0.276000,  8.973081
  0.278000,  8.782705
  0.280000,  8.591564
  0.282000,  8.406143
  0.284000,  8.217410
  0.286000,  8.026272
  0.288000,  7.834958
  0.290000,  7.647523
  0.292000,  7.468157
  0.294000,  7.288609
  0.296000,  7.114818
  0.298000,  6.939674
  0.300000,  6.768608
  0.302000,  6.596370
  0.304000,  6.424358
  0.306000,  6.249650
  0.308000,  6.068301
  0.310000,  5.895751
  0.312000,  5.728812
  0.314000,  5.559840
  0.316000,  5.392851
  0.318000,  5.225233
  0.320000,  5.060744
  0.322000,  4.895396
  0.324000,  4.736204
  0.326000,  4.578559
  0.328000,  4.416695
  0.330000,  4.254615
  0.332000,  4.094009
  0.334000,  3.932668
  0.336000,  3.775728
  0.338000,  3.613052
  0.340000,  3.452664
  0.342000,  3.289216
  0.344000,  3.128205
  0.346000,  2.972179
  0.348000,  2.819034
  0.350000,  2.658491
  0.352000,  2.489261
  0.354000,  2.319557
  0.356000,  2.144809
  0.358000,  1.958775
  0.360000,  1.767316
  0.362000,  1.565180
  0.364000,  1.349737
  0.366000,  1.132554
  0.368000,  0.905020
  0.370000,  0.667322
  0.372000,  0.426491
  0.374000,  0.177518
  0.376000, -0.075660
  0.378000, -0.338761
  0.380000, -0.594617
  0.382000, -0.849541
  0.384000, -1.105669
  0.386000, -1.359959
  0.388000, -1.612755
  0.390000, -1.865093
  0.392000, -2.111039
  0.394000, -2.352770
  0.396000, -2.592109
  0.398000, -2.825086
  0.400000, -3.055916
  0.402000, -3.283376
  0.404000, -3.504100
  0.406000, -3.717446
  0.408000, -3.926483
  0.410000, -4.134158
  0.412000, -4.337623
  0.414000, -4.539620
  0.416000, -4.737927
  0.418000, -4.928853
  0.420000, -5.112292
  0.422000, -5.294539
  0.424000, -5.474827
  0.426000, -5.649509
  0.428000, -5.818870
  0.430000, -5.984282
  0.432000, -6.144395
  0.434000, -6.296121
  0.436000, -6.443324
  0.438000, -6.588804
  0.440000, -6.728340
  0.442000, -6.865833
  0.444000, -6.998268
  0.446000, -7.128107
  0.448000, -7.260771
  0.450000, -7.383341
  0.452000, -7.498173
  0.454000, -7.615273
  0.456000, -7.725491
  0.458000, -7.833343
  0.460000, -7.936690
  0.462000, -8.034539
  0.464000, -8.131669
  0.466000, -8.229729
  0.468000, -8.317875
  0.470000, -8.401133
  0.472000, -8.483578
  0.474000, -8.560336
  0.476000, -8.636258
  0.478000, -8.711686
  0.480000, -8.782396
  0.482000, -8.848327
  0.484000, -8.912130
  0.486000, -8.970067
  0.488000, -9.023397
  0.490000, -9.078122
  0.492000, -9.130924
  0.494000, -9.178727
  0.496000, -9.223216
  0.498000, -9.261682
  0.500000, -9.296746
  0.502000, -9.330269
  0.504000, -9.359806
  0.506000, -9.382023
  0.508000, -9.405378
  0.510000, -9.426047
  0.512000, -9.443028
  0.514000, -9.456774
  0.516000, -9.466328
  0.518000, -9.472808
  0.520000, -9.474743
  0.522000, -9.474093
  0.524000, -9.473895
  0.526000, -9.471817
  0.528000, -9.469436
  0.530000, -9.464191
  0.532000, -9.459133
  0.534000, -9.451098
  0.536000, -9.440091
  0.538000, -9.426545
  0.540000, -9.409327
  0.542000, -9.389793
  0.544000, -9.373488
  0.546000, -9.354567
  0.548000, -9.333680
  0.550000, -9.313983
  0.552000, -9.291011
  0.554000, -9.268906
  0.556000, -9.242992
  0.558000, -9.217786
  0.560000, -9.192860
  0.562000, -9.169287
  0.564000, -9.140737
  0.566000, -9.108868
  0.568000, -9.075368
  0.570000, -9.039118
  0.572000, -9.004331
  0.574000, -8.970953
  0.576000, -8.937394
  0.578000, -8.903779
  0.580000, -8.866299
  0.582000, -8.825956
  0.584000, -8.785541
  0.586000, -8.745388
  0.588000, -8.704205
  0.590000, -8.664084
  0.592000, -8.618865
  0.594000, -8.571929
  0.596000, -8.526053
  0.598000, -8.478346
  0.600000, -8.431146
  0.602000, -8.383659
  0.604000, -8.333535
  0.606000, -8.282374
  0.608000, -8.232031
  0.610000, -8.180649
  0.612000, -8.128221
  0.614000, -8.078332
  0.616000, -8.026052
  0.618000, -7.974064
  0.620000, -7.924428
  0.622000, -7.876481
  0.624000, -7.828684
  0.626000, -7.776449
  0.628000, -7.723178
  0.630000, -7.668652
  0.632000, -7.612697
  0.634000, -7.555856
  0.636000, -7.499594
  0.638000, -7.444224
  0.640000, -7.387505
  0.642000, -7.331562
  0.644000, -7.276924
  0.646000, -7.222112
  0.648000, -7.167741
  0.650000, -7.111112
  0.652000, -7.053490
  0.654000, -6.994312
  0.656000, -6.938600
  0.658000, -6.881243
  0.660000, -6.822887
  0.662000, -6.763570
  0.664000, -6.707329
  0.666000, -6.654113
  0.668000, -6.603579
  0.670000, -6.551885
  0.672000, -6.499398
  0.674000, -6.447972
  0.676000, -6.397890
  0.678000, -6.349683
  0.680000, -6.296682
  0.682000, -6.244676
  0.684000, -6.191607
  0.686000, -6.142321
  0.688000, -6.095432
  0.690000, -6.048049
  0.692000, -5.997586
  0.694000, -5.948721
  0.696000, -5.901502
  0.698000, -5.857611
  0.700000, -5.814858
  0.702000, -5.770821
  0.704000, -5.729512
  0.706000, -5.688369
  0.708000, -5.648187
